ID,triple1,triple2,triple3,question,answer,inferred triple,label,LLM output
752,Cagni-class submarine topSpeed 31.484.,Cachalot-class submarine topSpeed 31.484.,topSpeed is a functional property.,"Given the previous statements, is Cagni-class submarine the same as Cachalot-class submarine?",Yes,Cagni-class submarine is the same as Cachalot-class submarine.,True,"Yes, Cagni-class submarine and Cachalot-class submarine are the same"
324,Pralhad Keshav Atre deathYear 1969.,Cacilda Becker deathYear 1969.,deathYear is a functional property.,"Given the previous statements, is Pralhad Keshav Atre the same as Cacilda Becker?",Yes,Pralhad Keshav Atre is the same as Cacilda Becker.,True,"No, Pralhad Keshav Atre is not the same as Cacild"
1151,Antiochus of Sulcis birthYear 0001.,Merritt k birthYear 2022-10-13.,birthYear is a functional property.,"Given the previous statements, is Antiochus of Sulcis the same as Merritt k?",No,Antiochus of Sulcis is not the same as Merritt k.,False,"No, Antiochus of Sulcis is not the same as Merritt "
41,Louis Mink birthDate 1921-09-03.,Cab Kaye birthDate 1921-09-03.,birthDate is a functional property.,"Given the previous statements, is Louis Mink the same as Cab Kaye?",Yes,Louis Mink is the same as Cab Kaye.,True,"Yes, Louis Mink and Cab Kaye are the same."
236,Carleton Carpenter deathYear 2022.,Cabo Anselmo deathYear 2022.,deathYear is a functional property.,"Given the previous statements, is Carleton Carpenter the same as Cabo Anselmo?",Yes,Carleton Carpenter is the same as Cabo Anselmo.,True,"No, Carleton Carpenter is not the same as Cabo Anselmo."
1866,Quentin Caleyron weight 93000.0.,Cachorro Mendoza weight 6437.38.,weight is a functional property.,"Given the previous statements, is Quentin Caleyron the same as Cachorro Mendoza?",No,Quentin Caleyron is not the same as Cachorro Mendoza.,False,"No, Quentin Caleyron is not the same as Cachorro Men"
1926,AMC Eagle wheelbase 2.77622.,Cadillac CT4 wheelbase 24.076.,wheelbase is a functional property.,"Given the previous statements, is AMC Eagle the same as Cadillac CT4?",No,AMC Eagle is not the same as Cadillac CT4.,False,"No, the AMC Eagle and Cadillac CT4 are not the same."
1034,Dolores Hitchens birthDate 1907-12-25.,Cab Calloway birthDate 0001.,birthDate is a functional property.,"Given the previous statements, is Dolores Hitchens the same as Cab Calloway?",No,Dolores Hitchens is not the same as Cab Calloway.,False,"No, Dolores Hitchens is not the same as Cab Calloway."
962,Emeline Island width 320.0.,Caballo Island width 320.0.,width is a functional property.,"Given the previous statements, is Emeline Island the same as Caballo Island?",Yes,Emeline Island is the same as Caballo Island.,True,"Yes, Emeline Island and Caballo Island are the same."
477,Samy Sana height 0.0.,Cardel Benbow height 0.0.,height is a functional property.,"Given the previous statements, is Samy Sana the same as Cardel Benbow?",Yes,Samy Sana is the same as Cardel Benbow.,True,"No, Samy Sana is not the same as Cardel Benbow."
110,Volkswagen Golf Mk6  2.0 TDI BlueMotion  1 acceleration 9.3.,Renault Koleos  First generation HY  1  2.5 L 16V  1 acceleration 9.3.,acceleration is a functional property.,"Given the previous statements, is Volkswagen Golf Mk6  2.0 TDI BlueMotion  1 the same as Renault Koleos  First generation HY  1  2.5 L 16V  1?",Yes,Volkswagen Golf Mk6  2.0 TDI BlueMotion  1 is the same as Renault Koleos  First generation HY  1  2.5 L 16V  1.,True,"No, the Volkswagen Golf Mk6 2.0 TDI BlueMotion 1 is not"
1977,Long–Allen Bridge width 24.384.,Cable Bridge width 372.85.,width is a functional property.,"Given the previous statements, is Long–Allen Bridge the same as Cable Bridge?",No,Long–Allen Bridge is not the same as Cable Bridge.,False,"No, Long–Allen Bridge is not the same as Cable Bridge."
1668,Cachée Island populationTotal 0.,Cal Islet populationTotal 19.446.,populationTotal is a functional property.,"Given the previous statements, is Cachée Island the same as Cal Islet?",No,Cachée Island is not the same as Cal Islet.,False,"No, Cachée Island is not the same as Cal Islet."
672,"Calcifer, Queensland populationTotal 0.",Cal Islet populationTotal 0.,populationTotal is a functional property.,"Given the previous statements, is Calcifer, Queensland the same as Cal Islet?",Yes,"Calcifer, Queensland is the same as Cal Islet.",True,"No, Calcifer, Queensland is not the same as Cal Islet."
713,Brazilian ironclad Cabral topSpeed 19.446.,Cabral-class ironclad topSpeed 19.446.,topSpeed is a functional property.,"Given the previous statements, is Brazilian ironclad Cabral the same as Cabral-class ironclad?",Yes,Brazilian ironclad Cabral is the same as Cabral-class ironclad.,True,"Yes, Brazilian ironclad Cabral is the same as Cabral-class ironclad"
452,Rosana dos Santos Augusto height 0.0.,Capitan Petchyindee Academy height 0.0.,height is a functional property.,"Given the previous statements, is Rosana dos Santos Augusto the same as Capitan Petchyindee Academy?",Yes,Rosana dos Santos Augusto is the same as Capitan Petchyindee Academy.,True,"No, Rosana dos Santos Augusto is not the same as Capit"
109,Mercedes-Benz SLK-Class   SLK 200  1 acceleration 9.3.,Renault Koleos  First generation HY  1  2.5 L 16V  1 acceleration 9.3.,acceleration is a functional property.,"Given the previous statements, is Mercedes-Benz SLK-Class   SLK 200  1 the same as Renault Koleos  First generation HY  1  2.5 L 16V  1?",Yes,Mercedes-Benz SLK-Class   SLK 200  1 is the same as Renault Koleos  First generation HY  1  2.5 L 16V  1.,True,"No, Mercedes-Benz SLK-Class SLK 200 1 and Renault Koleos"
1141,Ryōhei Arai birthYear 0001.,Quartus birthYear 0065-04-30.,birthYear is a functional property.,"Given the previous statements, is Ryōhei Arai the same as Quartus?",No,Ryōhei Arai is not the same as Quartus.,False,"Yes, Ryhei Arai is the same as Quartus."
428,Lincoln MKZ  First generation  1  AutomobileEngine  1 displacement 0.0035.,Caparo T1 engine displacement 0.0035.,displacement is a functional property.,"Given the previous statements, is Lincoln MKZ  First generation  1  AutomobileEngine  1 the same as Caparo T1 engine?",Yes,Lincoln MKZ  First generation  1  AutomobileEngine  1 is the same as Caparo T1 engine.,True,"Yes, Lincoln MKZ First generation 1 AutomobileEngine 1 displacement 0.0035 is the"
1664,"Cape Pole, Alaska populationTotal 0.",Caher Island populationTotal 85000.0.,populationTotal is a functional property.,"Given the previous statements, is Cape Pole, Alaska the same as Caher Island?",No,"Cape Pole, Alaska is not the same as Caher Island.",False,no
418,Lexus GS   AutomobileEngine  1 displacement 0.0035.,Caparo T1 engine displacement 0.0035.,displacement is a functional property.,"Given the previous statements, is Lexus GS   AutomobileEngine  1 the same as Caparo T1 engine?",Yes,Lexus GS   AutomobileEngine  1 is the same as Caparo T1 engine.,True,"No, Lexus GS AutomobileEngine 1 is not the same as Caparo T"
1039,Mayavaram Saraswathi Ammal birthDate 1921-09-03.,Cab Kaye birthDate 0095-09-11.,birthDate is a functional property.,"Given the previous statements, is Mayavaram Saraswathi Ammal the same as Cab Kaye?",No,Mayavaram Saraswathi Ammal is not the same as Cab Kaye.,False,"No, Mayavaram Saraswathi Ammal is not the same as Cab Kay"
1894,Roman Pilipenko weight 96000.0.,Cadan Murley weight 2008.,weight is a functional property.,"Given the previous statements, is Roman Pilipenko the same as Cadan Murley?",No,Roman Pilipenko is not the same as Cadan Murley.,False,"No, Roman Pilipenko is not the same as Cadan Murley."
976,Cochrane–Africatown USA Bridge width 24.384.,Cable Bridge width 24.384.,width is a functional property.,"Given the previous statements, is Cochrane–Africatown USA Bridge the same as Cable Bridge?",Yes,Cochrane–Africatown USA Bridge is the same as Cable Bridge.,True,"Yes, Cochrane–Africatown USA Bridge and Cable Bridge are the same."
1966,Juodkiškiai Reservoir width 320.0.,Caballo Island width 9000.0.,width is a functional property.,"Given the previous statements, is Juodkiškiai Reservoir the same as Caballo Island?",No,Juodkiškiai Reservoir is not the same as Caballo Island.,False,"No, Juodkikiai Reservoir is not the same as Ca"
312,Qiu Fazu deathYear 2008.,Cachupoy deathYear 2008.,deathYear is a functional property.,"Given the previous statements, is Qiu Fazu the same as Cachupoy?",Yes,Qiu Fazu is the same as Cachupoy.,True,"Yes, Qiu Fazu and Cachupoy are the same."
1743,USS O'Hare topSpeed 59.264.,Cabrini-class patrol boat topSpeed 2022-10-13.,topSpeed is a functional property.,"Given the previous statements, is USS O'Hare the same as Cabrini-class patrol boat?",No,USS O'Hare is not the same as Cabrini-class patrol boat.,False,"No, USS O'Hare is not the same as Cabrini-class"
1961,Eltz Castle width 320.0.,Caballo Island width 9.5.,width is a functional property.,"Given the previous statements, is Eltz Castle the same as Caballo Island?",No,Eltz Castle is not the same as Caballo Island.,False,"No, Eltz Castle is not the same as Caballo Island."
1198,Jude the Apostle birthYear 0001.,Bartholomew the Apostle birthYear 1969-06-19.,birthYear is a functional property.,"Given the previous statements, is Jude the Apostle the same as Bartholomew the Apostle?",No,Jude the Apostle is not the same as Bartholomew the Apostle.,False,"Yes, Jude the Apostle and Bartholomew the Apostle are the same."
1490,Rod Frawley height 0.0.,Carl Limberger height 2011-02-18.,height is a functional property.,"Given the previous statements, is Rod Frawley the same as Carl Limberger?",No,Rod Frawley is not the same as Carl Limberger.,False,"No, Rod Frawley is not the same as Carl Limberger."
184,Saint Serapia birthYear 0001.,Barnabas birthYear 0001.,birthYear is a functional property.,"Given the previous statements, is Saint Serapia the same as Barnabas?",Yes,Saint Serapia is the same as Barnabas.,True,no
1792,USS Helena topSpeed 24.076.,Cadmus-class sloop topSpeed 9.5.,topSpeed is a functional property.,"Given the previous statements, is USS Helena the same as Cadmus-class sloop?",No,USS Helena is not the same as Cadmus-class sloop.,False,no
296,Camila Ashland deathYear 2008.,Cachupoy deathYear 2008.,deathYear is a functional property.,"Given the previous statements, is Camila Ashland the same as Cachupoy?",Yes,Camila Ashland is the same as Cachupoy.,True,"No, Camila Ashland is not the same as Cachupoy."
1196,Apollos birthYear 0001.,Bartholomew the Apostle birthYear 0.,birthYear is a functional property.,"Given the previous statements, is Apollos the same as Bartholomew the Apostle?",No,Apollos is not the same as Bartholomew the Apostle.,False,"No, Apollos is not the same as Bartholomew the Apostle."
1832,Ele Opeloge weight 124000.0.,Cabous Eloff weight 5.43996e+16.,weight is a functional property.,"Given the previous statements, is Ele Opeloge the same as Cabous Eloff?",No,Ele Opeloge is not the same as Cabous Eloff.,False,"Yes, Ele Opeloge and Cabous Eloff are the same."
135,Jude the Apostle birthYear 0001.,Quartus birthYear 0001.,birthYear is a functional property.,"Given the previous statements, is Jude the Apostle the same as Quartus?",Yes,Jude the Apostle is the same as Quartus.,True,"Yes, Jude the Apostle and Quartus are the same."
307,Carol Chomsky deathYear 2008.,Cachupoy deathYear 2008.,deathYear is a functional property.,"Given the previous statements, is Carol Chomsky the same as Cachupoy?",Yes,Carol Chomsky is the same as Cachupoy.,True,"No, Carol Chomsky is not the same as Cachupoy."
1466,Puja Abdillah height 0.0.,Cardel Benbow height 5.74E7.,height is a functional property.,"Given the previous statements, is Puja Abdillah the same as Cardel Benbow?",No,Puja Abdillah is not the same as Cardel Benbow.,False,"No, Puja Abdillah is not the same as Cardel Benbow"
250,Povl Dissing deathYear 2022.,Cabo Anselmo deathYear 2022.,deathYear is a functional property.,"Given the previous statements, is Povl Dissing the same as Cabo Anselmo?",Yes,Povl Dissing is the same as Cabo Anselmo.,True,"Yes, Povl Dissing and Cabo Anselmo are the same."
619,"Canuck, Saskatchewan populationTotal 0.",Cachée Island populationTotal 0.,populationTotal is a functional property.,"Given the previous statements, is Canuck, Saskatchewan the same as Cachée Island?",Yes,"Canuck, Saskatchewan is the same as Cachée Island.",True,"No, Canuck, Saskatchewan is not the same as Cachée Island."
451,Rodtang Jitmuangnon height 0.0.,Capitan Petchyindee Academy height 0.0.,height is a functional property.,"Given the previous statements, is Rodtang Jitmuangnon the same as Capitan Petchyindee Academy?",Yes,Rodtang Jitmuangnon is the same as Capitan Petchyindee Academy.,True,"No, Rodtang Jitmuangnon is not the same as Capitan"
993,SAFARI-1 installedCapacity 2e+07.,Calasparra Photovoltaic Power Plant installedCapacity 2e+07.,installedCapacity is a functional property.,"Given the previous statements, is SAFARI-1 the same as Calasparra Photovoltaic Power Plant?",Yes,SAFARI-1 is the same as Calasparra Photovoltaic Power Plant.,True,"No, SAFARI-1 is not the same as Calasparra Photovolta"
1418,Lexus GS   AutomobileEngine  1 displacement 0.0035.,Caparo T1 engine displacement 1921-09-03.,displacement is a functional property.,"Given the previous statements, is Lexus GS   AutomobileEngine  1 the same as Caparo T1 engine?",No,Lexus GS   AutomobileEngine  1 is not the same as Caparo T1 engine.,False,"No, Lexus GS AutomobileEngine 1 is not the same as Caparo T"
1475,Roy Emerson height 0.0.,Cardel Benbow height 9000.0.,height is a functional property.,"Given the previous statements, is Roy Emerson the same as Cardel Benbow?",No,Roy Emerson is not the same as Cardel Benbow.,False,"No, Roy Emerson is not the same as Cardel Benbow."
614,Campares populationTotal 0.,Cachée Island populationTotal 0.,populationTotal is a functional property.,"Given the previous statements, is Campares the same as Cachée Island?",Yes,Campares is the same as Cachée Island.,True,"No, Campares is not the same as Cachée Island."
556,Puerto Rico Highway 506 length 2000.0.,Cabahan length 2000.0.,length is a functional property.,"Given the previous statements, is Puerto Rico Highway 506 the same as Cabahan?",Yes,Puerto Rico Highway 506 is the same as Cabahan.,True,"Yes, Puerto Rico Highway 506 and Cabahan are the same."
492,Rodlek P.K. Saenchaimuaythaigym height 0.0.,Carl Limberger height 0.0.,height is a functional property.,"Given the previous statements, is Rodlek P.K. Saenchaimuaythaigym the same as Carl Limberger?",Yes,Rodlek P.K. Saenchaimuaythaigym is the same as Carl Limberger.,True,"No, Rodlek P.K. Saenchaimuaythai"
1666,Capel Island populationTotal 0.,Caher Island populationTotal 1.296e+15.,populationTotal is a functional property.,"Given the previous statements, is Capel Island the same as Caher Island?",No,Capel Island is not the same as Caher Island.,False,"No, Capel Island is not the same as Caher Island."
819,Ben Coutts weight 124000.0.,Cabous Eloff weight 124000.0.,weight is a functional property.,"Given the previous statements, is Ben Coutts the same as Cabous Eloff?",Yes,Ben Coutts is the same as Cabous Eloff.,True,"No, Ben Coutts is not the same as Cabous Eloff."
1213,Bartholomew the Apostle birthYear 0001.,Anna the Prophetess birthYear 353.0.,birthYear is a functional property.,"Given the previous statements, is Bartholomew the Apostle the same as Anna the Prophetess?",No,Bartholomew the Apostle is not the same as Anna the Prophetess.,False,"No, Bartholomew the Apostle is not the same as Anna the Prophetes"
1051,John Aston Sr. birthDate 1921-09-03.,Cab Kaye birthDate 0.0035.,birthDate is a functional property.,"Given the previous statements, is John Aston Sr. the same as Cab Kaye?",No,John Aston Sr. is not the same as Cab Kaye.,False,"No, John Aston Sr. is not the same as Cab Kaye."
1993,SAFARI-1 installedCapacity 2e+07.,Calasparra Photovoltaic Power Plant installedCapacity 1788-07-14.,installedCapacity is a functional property.,"Given the previous statements, is SAFARI-1 the same as Calasparra Photovoltaic Power Plant?",No,SAFARI-1 is not the same as Calasparra Photovoltaic Power Plant.,False,"No, SAFARI-1 is not the same as Calasparra Photovolta"
857,Caleb Aekins weight 93000.0.,Cachorro Mendoza weight 93000.0.,weight is a functional property.,"Given the previous statements, is Caleb Aekins the same as Cachorro Mendoza?",Yes,Caleb Aekins is the same as Cachorro Mendoza.,True,"No, Caleb Aekins is not the same as Cachorro Mend"
1522,Carl Limberger height 0.0.,Carly McNaul height 1500.0.,height is a functional property.,"Given the previous statements, is Carl Limberger the same as Carly McNaul?",No,Carl Limberger is not the same as Carly McNaul.,False,"No, Carl Limberger is not the same as Carly McNaul."
1355,Bergstrand diameter 43000.0.,Cai Lun diameter 0.004192.,diameter is a functional property.,"Given the previous statements, is Bergstrand the same as Cai Lun?",No,Bergstrand is not the same as Cai Lun.,False,"No, Bergstrand is not the same as Cai Lun."
1929,Nissan Altima  Fifth generation L33  1 wheelbase 2.77622.,Cadillac CT4 wheelbase 0.,wheelbase is a functional property.,"Given the previous statements, is Nissan Altima  Fifth generation L33  1 the same as Cadillac CT4?",No,Nissan Altima  Fifth generation L33  1 is not the same as Cadillac CT4.,False,"No, the Nissan Altima Fifth generation L33 1 and Cadillac CT4 are not the"
1833,Genichiro Tenryu weight 124000.0.,Cabous Eloff weight 0.0.,weight is a functional property.,"Given the previous statements, is Genichiro Tenryu the same as Cabous Eloff?",No,Genichiro Tenryu is not the same as Cabous Eloff.,False,"No, Genichiro Tenryu is not the same as Cabous Eloff."
1617,Cannington Lake populationTotal 0.,Cachée Island populationTotal 2.52476.,populationTotal is a functional property.,"Given the previous statements, is Cannington Lake the same as Cachée Island?",No,Cannington Lake is not the same as Cachée Island.,False,"No, Cannington Lake is not the same as Cachée Island."
944,Delaunay Lake width 1500.0.,Cabahan width 1500.0.,width is a functional property.,"Given the previous statements, is Delaunay Lake the same as Cabahan?",Yes,Delaunay Lake is the same as Cabahan.,True,"No, Delaunay Lake is not the same as Cabahan."
1176,John the Baptist birthYear 0001.,Barnabas birthYear 353.0.,birthYear is a functional property.,"Given the previous statements, is John the Baptist the same as Barnabas?",No,John the Baptist is not the same as Barnabas.,False,"No, John the Baptist is not the same as Barnabas."
1829,Maʻafu Fia weight 124000.0.,Cabous Eloff weight 1.296e+15.,weight is a functional property.,"Given the previous statements, is Maʻafu Fia the same as Cabous Eloff?",No,Maʻafu Fia is not the same as Cabous Eloff.,False,"No, Maafu Fia is not the same as Cabous Eloff."
345,Lacus Spei diameter 80000.0.,Cabannes diameter 80000.0.,diameter is a functional property.,"Given the previous statements, is Lacus Spei the same as Cabannes?",Yes,Lacus Spei is the same as Cabannes.,True,"No, Lacus Spei is not the same as Cabannes."
175,Apollos birthYear 0001.,Barnabas birthYear 0001.,birthYear is a functional property.,"Given the previous statements, is Apollos the same as Barnabas?",Yes,Apollos is the same as Barnabas.,True,"No, Apollos is not the same as Barnabas."
1074,Park Hyun-ha birthDate 1989-07-19.,Cabbrini Foncette birthDate 2e+07.,birthDate is a functional property.,"Given the previous statements, is Park Hyun-ha the same as Cabbrini Foncette?",No,Park Hyun-ha is not the same as Cabbrini Foncette.,False,"No, Park Hyun-ha is not the same as Cabbrini Foncette"
12,Daniel Giubellini birthDate 1969-06-19.,CaMia Hopson birthDate 1969-06-19.,birthDate is a functional property.,"Given the previous statements, is Daniel Giubellini the same as CaMia Hopson?",Yes,Daniel Giubellini is the same as CaMia Hopson.,True,"Yes, Daniel Giubellini and CaMia Hopson are the same."
900,Toyota Camry wheelbase 2.776.,Cadillac ATS wheelbase 2.776.,wheelbase is a functional property.,"Given the previous statements, is Toyota Camry the same as Cadillac ATS?",Yes,Toyota Camry is the same as Cadillac ATS.,True,no
801,Hydra-class ironclad topSpeed 31.484.,Cagni-class submarine topSpeed 31.484.,topSpeed is a functional property.,"Given the previous statements, is Hydra-class ironclad the same as Cagni-class submarine?",Yes,Hydra-class ironclad is the same as Cagni-class submarine.,True,"No, Hydra-class ironclad and Cagni-class submarine are not"
600,SS Dollart length 50.292.,Cabalva length 50.292.,length is a functional property.,"Given the previous statements, is SS Dollart the same as Cabalva?",Yes,SS Dollart is the same as Cabalva.,True,"No, SS Dollart is not the same as Cabalva."
678,"Campbelltown, Guyana populationTotal 0.",Cal Islet populationTotal 0.,populationTotal is a functional property.,"Given the previous statements, is Campbelltown, Guyana the same as Cal Islet?",Yes,"Campbelltown, Guyana is the same as Cal Islet.",True,"No, Campbelltown, Guyana is not the same as Cal Islet."
1985,Potseluev Bridge width 23.5.,Cable Bridge width 98000.0.,width is a functional property.,"Given the previous statements, is Potseluev Bridge the same as Cable Bridge?",No,Potseluev Bridge is not the same as Cable Bridge.,False,"No, Potseluev Bridge is not the same as Cable Bridge."
91,Renault Laguna  Second generation X74  1  2.0 16v  1 acceleration 9.8.,Renault Koleos  First generation HY  1  2.0 L dCi  2 acceleration 9.8.,acceleration is a functional property.,"Given the previous statements, is Renault Laguna  Second generation X74  1  2.0 16v  1 the same as Renault Koleos  First generation HY  1  2.0 L dCi  2?",Yes,Renault Laguna  Second generation X74  1  2.0 16v  1 is the same as Renault Koleos  First generation HY  1  2.0 L dCi  2.,True,no
848,Psicosis II weight 85000.0.,Cabous van der Westhuizen weight 85000.0.,weight is a functional property.,"Given the previous statements, is Psicosis II the same as Cabous van der Westhuizen?",Yes,Psicosis II is the same as Cabous van der Westhuizen.,True,"No, Psicosis II is not the same as Cabous van der Westhui"
1836,Callum Carson weight 85000.0.,Cabous van der Westhuizen weight 0.,weight is a functional property.,"Given the previous statements, is Callum Carson the same as Cabous van der Westhuizen?",No,Callum Carson is not the same as Cabous van der Westhuizen.,False,"No, Callum Carson is not the same as Cabous van der Westhuizen."
1193,Antiochus of Sulcis birthYear 0001.,Bartholomew the Apostle birthYear 0.,birthYear is a functional property.,"Given the previous statements, is Antiochus of Sulcis the same as Bartholomew the Apostle?",No,Antiochus of Sulcis is not the same as Bartholomew the Apostle.,False,"No, Antiochus of Sulcis is not the same as Bartholome"
1639,Canon Island populationTotal 0.,"Cadia, New South Wales populationTotal 778.24.",populationTotal is a functional property.,"Given the previous statements, is Canon Island the same as Cadia, New South Wales?",No,"Canon Island is not the same as Cadia, New South Wales.",False,"No, Canon Island is not the same as Cadia, New South Wales."
1600,SS Dollart length 50.292.,Cabalva length 0001.,length is a functional property.,"Given the previous statements, is SS Dollart the same as Cabalva?",No,SS Dollart is not the same as Cabalva.,False,"No, SS Dollart is not the same as Cabalva."
441,Caroline Abbé height 0.0.,Capitan Petchyindee Academy height 0.0.,height is a functional property.,"Given the previous statements, is Caroline Abbé the same as Capitan Petchyindee Academy?",Yes,Caroline Abbé is the same as Capitan Petchyindee Academy.,True,"No, Capitan Petchyindee Academy is not the same as Caroline Abb"
1963,Loch Callater width 320.0.,Caballo Island width 24.076.,width is a functional property.,"Given the previous statements, is Loch Callater the same as Caballo Island?",No,Loch Callater is not the same as Caballo Island.,False,"No, Loch Callater is not the same as Caballo Island."
1399,Avery diameter 9000.0.,Cajal diameter 0.,diameter is a functional property.,"Given the previous statements, is Avery the same as Cajal?",No,Avery is not the same as Cajal.,False,"No, Avery is not the same as Cajal."
167,Colin Hanlon birthYear 0001.,Merritt k birthYear 0001.,birthYear is a functional property.,"Given the previous statements, is Colin Hanlon the same as Merritt k?",Yes,Colin Hanlon is the same as Merritt k.,True,"No, Colin Hanlon is not the same as Merritt k."
1982,West Sixth Street Bridge width 24.384.,Cable Bridge width 123044.0.,width is a functional property.,"Given the previous statements, is West Sixth Street Bridge the same as Cable Bridge?",No,West Sixth Street Bridge is not the same as Cable Bridge.,False,"Yes, West Sixth Street Bridge and Cable Bridge are both bridges with the same width."
1681,Canon Island populationTotal 0.,Cal Islet populationTotal 778.24.,populationTotal is a functional property.,"Given the previous statements, is Canon Island the same as Cal Islet?",No,Canon Island is not the same as Cal Islet.,False,"No, Canon Island is not the same as Cal Islet."
21,Kaba-chan birthDate 1969-06-19.,CaMia Hopson birthDate 1969-06-19.,birthDate is a functional property.,"Given the previous statements, is Kaba-chan the same as CaMia Hopson?",Yes,Kaba-chan is the same as CaMia Hopson.,True,"Yes, Kaba-chan is the same as CaMia Hopson."
108,Mercedes-Benz C-Class   C 240  1 acceleration 9.3.,Renault Koleos  First generation HY  1  2.5 L 16V  1 acceleration 9.3.,acceleration is a functional property.,"Given the previous statements, is Mercedes-Benz C-Class   C 240  1 the same as Renault Koleos  First generation HY  1  2.5 L 16V  1?",Yes,Mercedes-Benz C-Class   C 240  1 is the same as Renault Koleos  First generation HY  1  2.5 L 16V  1.,True,"No, Mercedes-Benz C-Class C 240 1 is not the same as Renault Kol"
1241,Carmela Corren deathYear 2022.,Cabo Anselmo deathYear 23.5.,deathYear is a functional property.,"Given the previous statements, is Carmela Corren the same as Cabo Anselmo?",No,Carmela Corren is not the same as Cabo Anselmo.,False,"No, Carmela Corren is not the same as Cabo Anselmo."
1646,Caracas Islands populationTotal 0.,"Cadia, New South Wales populationTotal 1.325e+08.",populationTotal is a functional property.,"Given the previous statements, is Caracas Islands the same as Cadia, New South Wales?",No,"Caracas Islands is not the same as Cadia, New South Wales.",False,"No, Caracas Islands is not the same as Cadia, New South Wales."
667,Caracas Islands populationTotal 0.,Caher Island populationTotal 0.,populationTotal is a functional property.,"Given the previous statements, is Caracas Islands the same as Caher Island?",Yes,Caracas Islands is the same as Caher Island.,True,"No, Caracas Islands and Caher Island are not the same."
626,Cachée Island populationTotal 0.,"Cadia, New South Wales populationTotal 0.",populationTotal is a functional property.,"Given the previous statements, is Cachée Island the same as Cadia, New South Wales?",Yes,"Cachée Island is the same as Cadia, New South Wales.",True,no
503,Carmen Soo height 0.0.,Carlos Small height 0.0.,height is a functional property.,"Given the previous statements, is Carmen Soo the same as Carlos Small?",Yes,Carmen Soo is the same as Carlos Small.,True,"No, Carmen Soo is not the same as Carlos Small."
1036,Roger Chupin birthDate 1921-09-03.,Cab Kaye birthDate 93000.0.,birthDate is a functional property.,"Given the previous statements, is Roger Chupin the same as Cab Kaye?",No,Roger Chupin is not the same as Cab Kaye.,False,"Yes, Roger Chupin and Cab Kaye are the same."
1110,Volkswagen Golf Mk6  2.0 TDI BlueMotion  1 acceleration 9.3.,Renault Koleos  First generation HY  1  2.5 L 16V  1 acceleration 2022-10-13.,acceleration is a functional property.,"Given the previous statements, is Volkswagen Golf Mk6  2.0 TDI BlueMotion  1 the same as Renault Koleos  First generation HY  1  2.5 L 16V  1?",No,Volkswagen Golf Mk6  2.0 TDI BlueMotion  1 is not the same as Renault Koleos  First generation HY  1  2.5 L 16V  1.,False,"No, the Volkswagen Golf Mk6 2.0 TDI BlueMotion 1 is not"
816,Ruan Botha weight 124000.0.,Cabous Eloff weight 124000.0.,weight is a functional property.,"Given the previous statements, is Ruan Botha the same as Cabous Eloff?",Yes,Ruan Botha is the same as Cabous Eloff.,True,"No, Ruan Botha is not the same as Cabous Eloff."
354,Millikan diameter 98000.0.,Cabeus diameter 98000.0.,diameter is a functional property.,"Given the previous statements, is Millikan the same as Cabeus?",Yes,Millikan is the same as Cabeus.,True,"No, Millikan is not the same as Cabeus."
1953,Reksta width 1500.0.,Cabahan width 0.00740828.,width is a functional property.,"Given the previous statements, is Reksta the same as Cabahan?",No,Reksta is not the same as Cabahan.,False,"No, Reksta is not the same as Cabahan."
1700,"Caniapiscau, Quebec populationTotal 0.",Cala Iris Islet populationTotal 317.0.,populationTotal is a functional property.,"Given the previous statements, is Caniapiscau, Quebec the same as Cala Iris Islet?",No,"Caniapiscau, Quebec is not the same as Cala Iris Islet.",False,"No, Caniapiscau, Quebec is not the same as Cala Ir"
784,USS Gannet topSpeed 24.076.,Cadmus-class sloop topSpeed 24.076.,topSpeed is a functional property.,"Given the previous statements, is USS Gannet the same as Cadmus-class sloop?",Yes,USS Gannet is the same as Cadmus-class sloop.,True,no
206,Saint Veronica birthYear 0001.,Bartholomew the Apostle birthYear 0001.,birthYear is a functional property.,"Given the previous statements, is Saint Veronica the same as Bartholomew the Apostle?",Yes,Saint Veronica is the same as Bartholomew the Apostle.,True,"No, Saint Veronica is not the same as Bartholomew the Apostle."
171,Anna the Prophetess birthYear 0001.,Barnabas birthYear 0001.,birthYear is a functional property.,"Given the previous statements, is Anna the Prophetess the same as Barnabas?",Yes,Anna the Prophetess is the same as Barnabas.,True,"No, Anna the Prophetess is not the same as Barnabas."
1965,Pasarel Reservoir width 320.0.,Caballo Island width 778.24.,width is a functional property.,"Given the previous statements, is Pasarel Reservoir the same as Caballo Island?",No,Pasarel Reservoir is not the same as Caballo Island.,False,"No, Pasarel Reservoir is not the same as Caballo Island."
832,Ele Opeloge weight 124000.0.,Cabous Eloff weight 124000.0.,weight is a functional property.,"Given the previous statements, is Ele Opeloge the same as Cabous Eloff?",Yes,Ele Opeloge is the same as Cabous Eloff.,True,"Yes, Ele Opeloge and Cabous Eloff are the same."
