ID,triple1,triple2,triple3,question,answer,inferred triple,label,LLM output
874,I Q 89.,J Q 89.,Q is a functional property.,"Given the previous statements, is J the same as I?",Yes,J is the same as I.,True,"Yes, J and I are the same."
1371,D N 1.,P N 88.,N is a functional property.,"Given the previous statements, is P the same as D?",No,P is not the same as D.,False,no
1572,F S 22.,V S 69.,S is a functional property.,"Given the previous statements, is V the same as F?",No,V is not the same as F.,False,"Yes, V and F are the same."
1230,C O 51.,Z O 13.,O is a functional property.,"Given the previous statements, is Z the same as C?",No,Z is not the same as C.,False,"Yes, Z and C are the same."
1568,F J 89.,O J 15.,J is a functional property.,"Given the previous statements, is O the same as F?",No,O is not the same as F.,False,"Yes, O and F are the same."
1598,F C 77.,K C 18.,C is a functional property.,"Given the previous statements, is K the same as F?",No,K is not the same as F.,False,no
1057,A M 5.,P M 80.,M is a functional property.,"Given the previous statements, is P the same as A?",No,P is not the same as A.,False,"Yes, P and A are the same."
1703,H W 21.,I W 43.,W is a functional property.,"Given the previous statements, is I the same as H?",No,I is not the same as H.,False,"Yes, I and H are the same."
1351,D B 72.,V B 96.,B is a functional property.,"Given the previous statements, is V the same as D?",No,V is not the same as D.,False,no
1012,A W 59.,M W 57.,W is a functional property.,"Given the previous statements, is M the same as A?",No,M is not the same as A.,False,"Yes, M is the same as A."
1561,F L 64.,I L 6.,L is a functional property.,"Given the previous statements, is I the same as F?",No,I is not the same as F.,False,"Yes, I and F are the same."
478,E M 84.,W M 84.,M is a functional property.,"Given the previous statements, is W the same as E?",Yes,W is the same as E.,True,"Yes, W is the same as E."
465,E I 77.,V I 77.,I is a functional property.,"Given the previous statements, is V the same as E?",Yes,V is the same as E.,True,"Yes, V is the same as E."
1627,G P 69.,L P 40.,P is a functional property.,"Given the previous statements, is L the same as G?",No,L is not the same as G.,False,no
142,B M 86.,Z M 86.,M is a functional property.,"Given the previous statements, is Z the same as B?",Yes,Z is the same as B.,True,"Yes, Z is the same as B."
1070,A T 28.,V T 42.,T is a functional property.,"Given the previous statements, is V the same as A?",No,V is not the same as A.,False,"Yes, V is the same as A."
1765,H Y 87.,K Y 97.,Y is a functional property.,"Given the previous statements, is K the same as H?",No,K is not the same as H.,False,no
1686,G U 48.,T U 81.,U is a functional property.,"Given the previous statements, is T the same as G?",No,T is not the same as G.,False,"Yes, T and G are the same."
990,J G 87.,I G 87.,G is a functional property.,"Given the previous statements, is I the same as J?",Yes,I is the same as J.,True,"Yes, I and J are the same."
1032,A E 27.,R E 51.,E is a functional property.,"Given the previous statements, is R the same as A?",No,R is not the same as A.,False,"Yes, R and A are the same."
1405,E O 93.,X O 48.,O is a functional property.,"Given the previous statements, is X the same as E?",No,X is not the same as E.,False,"Yes, X is the same as E."
736,H G 54.,S G 54.,G is a functional property.,"Given the previous statements, is S the same as H?",Yes,S is the same as H.,True,"Yes, S and H are the same."
731,H Q 41.,K Q 41.,Q is a functional property.,"Given the previous statements, is K the same as H?",Yes,K is the same as H.,True,"Yes, K and H are the same."
1255,C V 92.,B V 13.,V is a functional property.,"Given the previous statements, is B the same as C?",No,B is not the same as C.,False,no
383,D L 24.,O L 24.,L is a functional property.,"Given the previous statements, is O the same as D?",Yes,O is the same as D.,True,no
1541,F H 69.,A H 76.,H is a functional property.,"Given the previous statements, is A the same as F?",No,A is not the same as F.,False,no
570,F C 74.,G C 74.,C is a functional property.,"Given the previous statements, is G the same as F?",Yes,G is the same as F.,True,"Yes, G and F are the same."
1248,C F 90.,O F 68.,F is a functional property.,"Given the previous statements, is O the same as C?",No,O is not the same as C.,False,no
1832,I T 77.,L T 73.,T is a functional property.,"Given the previous statements, is L the same as I?",No,L is not the same as I.,False,"Yes, L and I are the same."
82,A P 1.,C P 1.,P is a functional property.,"Given the previous statements, is C the same as A?",Yes,C is the same as A.,True,"Yes, C is the same as A."
1618,G W 33.,S W 64.,W is a functional property.,"Given the previous statements, is S the same as G?",No,S is not the same as G.,False,no
175,B Q 98.,W Q 98.,Q is a functional property.,"Given the previous statements, is W the same as B?",Yes,W is the same as B.,True,"Yes, W and B are the same."
1792,H M 41.,U M 80.,M is a functional property.,"Given the previous statements, is U the same as H?",No,U is not the same as H.,False,"No, U is not the same as H."
1346,D I 14.,W I 93.,I is a functional property.,"Given the previous statements, is W the same as D?",No,W is not the same as D.,False,"Yes, W and D are the same."
1164,B M 46.,J M 92.,M is a functional property.,"Given the previous statements, is J the same as B?",No,J is not the same as B.,False,"Yes, B and J are the same."
1768,H O 52.,Q O 14.,O is a functional property.,"Given the previous statements, is Q the same as H?",No,Q is not the same as H.,False,"Yes, Q and H are the same."
1500,E P 64.,B P 34.,P is a functional property.,"Given the previous statements, is B the same as E?",No,B is not the same as E.,False,"Yes, B and E are the same."
1444,E L 64.,R L 59.,L is a functional property.,"Given the previous statements, is R the same as E?",No,R is not the same as E.,False,"Yes, R and E are the same."
264,C L 69.,R L 69.,L is a functional property.,"Given the previous statements, is R the same as C?",Yes,R is the same as C.,True,"Yes, C and R are the same."
742,H Y 80.,V Y 80.,Y is a functional property.,"Given the previous statements, is V the same as H?",Yes,V is the same as H.,True,no
188,B X 56.,A X 56.,X is a functional property.,"Given the previous statements, is A the same as B?",Yes,A is the same as B.,True,"Yes, A and B are the same."
1984,J V 38.,G V 19.,V is a functional property.,"Given the previous statements, is G the same as J?",No,G is not the same as J.,False,"Yes, G and J are the same."
595,F V 17.,C V 17.,V is a functional property.,"Given the previous statements, is C the same as F?",Yes,C is the same as F.,True,"Yes, C and F are the same."
1719,H P 33.,J P 11.,P is a functional property.,"Given the previous statements, is J the same as H?",No,J is not the same as H.,False,no
1483,E D 61.,K D 1.,D is a functional property.,"Given the previous statements, is K the same as E?",No,K is not the same as E.,False,"Yes, K and E are the same."
1473,E B 29.,G B 17.,B is a functional property.,"Given the previous statements, is G the same as E?",No,G is not the same as E.,False,"Yes, G and E are the same."
1973,J B 37.,S B 77.,B is a functional property.,"Given the previous statements, is S the same as J?",No,S is not the same as J.,False,"Yes, S and J are the same."
1123,B G 58.,F G 88.,G is a functional property.,"Given the previous statements, is F the same as B?",No,F is not the same as B.,False,"No, F is not the same as B."
779,H A 27.,S A 27.,A is a functional property.,"Given the previous statements, is S the same as H?",Yes,S is the same as H.,True,"Yes, S and H are the same."
387,D M 88.,C M 88.,M is a functional property.,"Given the previous statements, is C the same as D?",Yes,C is the same as D.,True,yes
1829,I B 24.,A B 42.,B is a functional property.,"Given the previous statements, is A the same as I?",No,A is not the same as I.,False,"Yes, A and I are the same."
1637,G L 74.,H L 78.,L is a functional property.,"Given the previous statements, is H the same as G?",No,H is not the same as G.,False,no
890,I J 61.,P J 61.,J is a functional property.,"Given the previous statements, is P the same as I?",Yes,P is the same as I.,True,"Yes, P and I are the same."
1308,D M 5.,S M 79.,M is a functional property.,"Given the previous statements, is S the same as D?",No,S is not the same as D.,False,no
871,I D 58.,V D 58.,D is a functional property.,"Given the previous statements, is V the same as I?",Yes,V is the same as I.,True,"Yes, V and I are the same."
239,C E 37.,R E 37.,E is a functional property.,"Given the previous statements, is R the same as C?",Yes,R is the same as C.,True,"Yes, C and R are the same."
268,C X 1.,P X 1.,X is a functional property.,"Given the previous statements, is P the same as C?",Yes,P is the same as C.,True,"Yes, C and P are the same."
1975,J V 85.,K V 65.,V is a functional property.,"Given the previous statements, is K the same as J?",No,K is not the same as J.,False,"Yes, K and J are the same."
606,G Z 34.,H Z 34.,Z is a functional property.,"Given the previous statements, is H the same as G?",Yes,H is the same as G.,True,"Yes, H and G are the same."
889,I B 54.,X B 54.,B is a functional property.,"Given the previous statements, is X the same as I?",Yes,X is the same as I.,True,"Yes, X and I are the same."
1700,G H 55.,M H 20.,H is a functional property.,"Given the previous statements, is M the same as G?",No,M is not the same as G.,False,no
277,C M 46.,E M 46.,M is a functional property.,"Given the previous statements, is E the same as C?",Yes,E is the same as C.,True,"Yes, C and E are the same."
1461,E Z 51.,Q Z 100.,Z is a functional property.,"Given the previous statements, is Q the same as E?",No,Q is not the same as E.,False,"Yes, Q is the same as E."
671,G A 11.,W A 11.,A is a functional property.,"Given the previous statements, is W the same as G?",Yes,W is the same as G.,True,"Yes, G and W are the same."
919,J T 91.,O T 91.,T is a functional property.,"Given the previous statements, is O the same as J?",Yes,O is the same as J.,True,"Yes, O and J are the same."
730,H E 87.,J E 87.,E is a functional property.,"Given the previous statements, is J the same as H?",Yes,J is the same as H.,True,"Yes, J and H are the same."
1235,C P 9.,R P 15.,P is a functional property.,"Given the previous statements, is R the same as C?",No,R is not the same as C.,False,"Yes, C and R are the same."
1059,A H 22.,I H 4.,H is a functional property.,"Given the previous statements, is I the same as A?",No,I is not the same as A.,False,"Yes, I and A are the same."
651,G M 6.,U M 6.,M is a functional property.,"Given the previous statements, is U the same as G?",Yes,U is the same as G.,True,"Yes, U and G are the same."
1704,H L 94.,G L 11.,L is a functional property.,"Given the previous statements, is G the same as H?",No,G is not the same as H.,False,"Yes, G and H are the same."
155,B C 61.,I C 61.,C is a functional property.,"Given the previous statements, is I the same as B?",Yes,I is the same as B.,True,"Yes, I and B are the same."
1469,E F 74.,N F 98.,F is a functional property.,"Given the previous statements, is N the same as E?",No,N is not the same as E.,False,"Yes, N is the same as E."
1120,B L 94.,R L 69.,L is a functional property.,"Given the previous statements, is R the same as B?",No,R is not the same as B.,False,"Yes, R and B are the same."
1190,B I 67.,Q I 88.,I is a functional property.,"Given the previous statements, is Q the same as B?",No,Q is not the same as B.,False,"Yes, Q is the same as B."
1874,I F 78.,W F 73.,F is a functional property.,"Given the previous statements, is W the same as I?",No,W is not the same as I.,False,"Yes, W is the same as I."
1505,F E 100.,A E 29.,E is a functional property.,"Given the previous statements, is A the same as F?",No,A is not the same as F.,False,"Yes, A and F are the same."
982,J N 50.,G N 50.,N is a functional property.,"Given the previous statements, is G the same as J?",Yes,G is the same as J.,True,"Yes, G and J are the same."
1526,F L 73.,B L 62.,L is a functional property.,"Given the previous statements, is B the same as F?",No,B is not the same as F.,False,no
1006,A S 93.,F S 71.,S is a functional property.,"Given the previous statements, is F the same as A?",No,F is not the same as A.,False,"Yes, F and A are the same."
897,I B 25.,W B 25.,B is a functional property.,"Given the previous statements, is W the same as I?",Yes,W is the same as I.,True,"Yes, W is the same as I."
1491,E Z 62.,B Z 61.,Z is a functional property.,"Given the previous statements, is B the same as E?",No,B is not the same as E.,False,"Yes, B and E are the same."
989,J G 41.,K G 41.,G is a functional property.,"Given the previous statements, is K the same as J?",Yes,K is the same as J.,True,"Yes, K and J are the same."
795,H Y 7.,Z Y 7.,Y is a functional property.,"Given the previous statements, is Z the same as H?",Yes,Z is the same as H.,True,"Yes, Z is the same as H."
1784,H A 3.,K A 31.,A is a functional property.,"Given the previous statements, is K the same as H?",No,K is not the same as H.,False,no
321,D T 79.,Z T 79.,T is a functional property.,"Given the previous statements, is Z the same as D?",Yes,Z is the same as D.,True,no
1044,A Z 3.,D Z 86.,Z is a functional property.,"Given the previous statements, is D the same as A?",No,D is not the same as A.,False,"Yes, D is the same as A."
304,D Q 50.,S Q 50.,Q is a functional property.,"Given the previous statements, is S the same as D?",Yes,S is the same as D.,True,no
1552,F Y 80.,V Y 86.,Y is a functional property.,"Given the previous statements, is V the same as F?",No,V is not the same as F.,False,no
1807,I Y 36.,L Y 29.,Y is a functional property.,"Given the previous statements, is L the same as I?",No,L is not the same as I.,False,"No, L is not the same as I."
1758,H Z 19.,S Z 13.,Z is a functional property.,"Given the previous statements, is S the same as H?",No,S is not the same as H.,False,"Yes, S and H are the same."
767,H M 81.,A M 81.,M is a functional property.,"Given the previous statements, is A the same as H?",Yes,A is the same as H.,True,"Yes, A and H are the same."
1386,D N 46.,Z N 48.,N is a functional property.,"Given the previous statements, is Z the same as D?",No,Z is not the same as D.,False,"Yes, Z is the same as D."
695,G Y 8.,N Y 8.,Y is a functional property.,"Given the previous statements, is N the same as G?",Yes,N is the same as G.,True,"Yes, G and N are the same."
905,J A 66.,N A 66.,A is a functional property.,"Given the previous statements, is N the same as J?",Yes,N is the same as J.,True,"Yes, N and J are the same."
39,A K 44.,R K 44.,K is a functional property.,"Given the previous statements, is R the same as A?",Yes,R is the same as A.,True,"Yes, R and A are the same."
1682,G X 5.,O X 9.,X is a functional property.,"Given the previous statements, is O the same as G?",No,O is not the same as G.,False,"Yes, O and G are the same."
335,D F 47.,B F 47.,F is a functional property.,"Given the previous statements, is B the same as D?",Yes,B is the same as D.,True,"Yes, B and D are the same."
1269,C B 6.,P B 81.,B is a functional property.,"Given the previous statements, is P the same as C?",No,P is not the same as C.,False,"Yes, P is the same as C."
1498,E S 80.,Y S 66.,S is a functional property.,"Given the previous statements, is Y the same as E?",No,Y is not the same as E.,False,"Yes, Y is the same as E."
1282,C T 86.,U T 78.,T is a functional property.,"Given the previous statements, is U the same as C?",No,U is not the same as C.,False,"No, U is not the same as C."
306,D R 14.,J R 14.,R is a functional property.,"Given the previous statements, is J the same as D?",Yes,J is the same as D.,True,"Yes, J and D are the same."
1457,E Q 23.,N Q 15.,Q is a functional property.,"Given the previous statements, is N the same as E?",No,N is not the same as E.,False,"Yes, N and E are the same."
213,C P 65.,Y P 65.,P is a functional property.,"Given the previous statements, is Y the same as C?",Yes,Y is the same as C.,True,"Yes, Y is the same as C."
1533,F V 18.,D V 57.,V is a functional property.,"Given the previous statements, is D the same as F?",No,D is not the same as F.,False,"Yes, D and F are the same."
1515,F X 38.,J X 50.,X is a functional property.,"Given the previous statements, is J the same as F?",No,J is not the same as F.,False,no
1254,C P 86.,E P 15.,P is a functional property.,"Given the previous statements, is E the same as C?",No,E is not the same as C.,False,"Yes, C and E are the same."
78,A Z 5.,S Z 5.,Z is a functional property.,"Given the previous statements, is S the same as A?",Yes,S is the same as A.,True,"Yes, S and A are the same."
1077,A N 52.,G N 60.,N is a functional property.,"Given the previous statements, is G the same as A?",No,G is not the same as A.,False,"Yes, G is the same as A."
1844,I T 49.,X T 94.,T is a functional property.,"Given the previous statements, is X the same as I?",No,X is not the same as I.,False,"Yes, X is the same as I."
1770,H J 52.,P J 22.,J is a functional property.,"Given the previous statements, is P the same as H?",No,P is not the same as H.,False,"No, P is not the same as H."
192,B N 21.,C N 21.,N is a functional property.,"Given the previous statements, is C the same as B?",Yes,C is the same as B.,True,"Yes, C is the same as B."
1888,I R 6.,N R 64.,R is a functional property.,"Given the previous statements, is N the same as I?",No,N is not the same as I.,False,"Yes, N is the same as I."
1687,G X 42.,N X 66.,X is a functional property.,"Given the previous statements, is N the same as G?",No,N is not the same as G.,False,"Yes, N and G are the same."
1052,A Z 31.,O Z 84.,Z is a functional property.,"Given the previous statements, is O the same as A?",No,O is not the same as A.,False,"Yes, O is the same as A."
1378,D M 36.,F M 29.,M is a functional property.,"Given the previous statements, is F the same as D?",No,F is not the same as D.,False,"No, F is not the same as D."
1219,C W 30.,K W 2.,W is a functional property.,"Given the previous statements, is K the same as C?",No,K is not the same as C.,False,no
1045,A X 69.,C X 76.,X is a functional property.,"Given the previous statements, is C the same as A?",No,C is not the same as A.,False,"Yes, C is the same as A."
708,H X 98.,R X 98.,X is a functional property.,"Given the previous statements, is R the same as H?",Yes,R is the same as H.,True,no
1415,E Y 87.,U Y 30.,Y is a functional property.,"Given the previous statements, is U the same as E?",No,U is not the same as E.,False,no
1150,B E 19.,U E 57.,E is a functional property.,"Given the previous statements, is U the same as B?",No,U is not the same as B.,False,"Yes, U and B are the same."
1830,I U 83.,C U 75.,U is a functional property.,"Given the previous statements, is C the same as I?",No,C is not the same as I.,False,"Yes, C is the same as I."
715,H Q 79.,M Q 79.,Q is a functional property.,"Given the previous statements, is M the same as H?",Yes,M is the same as H.,True,no
623,G Z 9.,P Z 9.,Z is a functional property.,"Given the previous statements, is P the same as G?",Yes,P is the same as G.,True,"Yes, G and P are the same."
125,B F 4.,G F 4.,F is a functional property.,"Given the previous statements, is G the same as B?",Yes,G is the same as B.,True,"Yes, G is the same as B."
662,G Y 4.,V Y 4.,Y is a functional property.,"Given the previous statements, is V the same as G?",Yes,V is the same as G.,True,"Yes, G and V are the same."
1238,C A 82.,H A 71.,A is a functional property.,"Given the previous statements, is H the same as C?",No,H is not the same as C.,False,"No, C is not the same as H."
133,B C 13.,W C 13.,C is a functional property.,"Given the previous statements, is W the same as B?",Yes,W is the same as B.,True,"Yes, W is the same as B."
503,F G 23.,W G 23.,G is a functional property.,"Given the previous statements, is W the same as F?",Yes,W is the same as F.,True,"Yes, W and F are the same."
280,C D 83.,J D 83.,D is a functional property.,"Given the previous statements, is J the same as C?",Yes,J is the same as C.,True,"Yes, J is the same as C."
1871,I E 100.,C E 40.,E is a functional property.,"Given the previous statements, is C the same as I?",No,C is not the same as I.,False,"Yes, C and I are the same."
231,C M 28.,T M 28.,M is a functional property.,"Given the previous statements, is T the same as C?",Yes,T is the same as C.,True,"Yes, T and C are the same."
1862,I K 8.,M K 50.,K is a functional property.,"Given the previous statements, is M the same as I?",No,M is not the same as I.,False,"Yes, M and I are the same."
1200,B F 9.,C F 42.,F is a functional property.,"Given the previous statements, is C the same as B?",No,C is not the same as B.,False,no
1547,F Q 10.,Z Q 22.,Q is a functional property.,"Given the previous statements, is Z the same as F?",No,Z is not the same as F.,False,"Yes, Z is the same as F."
179,B X 80.,M X 80.,X is a functional property.,"Given the previous statements, is M the same as B?",Yes,M is the same as B.,True,"Yes, M is the same as B."
1429,E U 10.,W U 11.,U is a functional property.,"Given the previous statements, is W the same as E?",No,W is not the same as E.,False,"Yes, W is the same as E."
1523,F U 74.,M U 94.,U is a functional property.,"Given the previous statements, is M the same as F?",No,M is not the same as F.,False,no
1075,A L 92.,E L 38.,L is a functional property.,"Given the previous statements, is E the same as A?",No,E is not the same as A.,False,no
680,G O 81.,N O 81.,O is a functional property.,"Given the previous statements, is N the same as G?",Yes,N is the same as G.,True,"Yes, N and G are the same."
1663,G E 93.,M E 24.,E is a functional property.,"Given the previous statements, is M the same as G?",No,M is not the same as G.,False,"Yes, G and M are the same."
539,F G 82.,H G 82.,G is a functional property.,"Given the previous statements, is H the same as F?",Yes,H is the same as F.,True,"Yes, H is the same as F."
1335,D N 58.,Q N 98.,N is a functional property.,"Given the previous statements, is Q the same as D?",No,Q is not the same as D.,False,no
101,B E 18.,S E 18.,E is a functional property.,"Given the previous statements, is S the same as B?",Yes,S is the same as B.,True,"Yes, B and S are the same."
1094,A N 72.,M N 2.,N is a functional property.,"Given the previous statements, is M the same as A?",No,M is not the same as A.,False,"Yes, M is the same as A."
520,F Z 84.,Y Z 84.,Z is a functional property.,"Given the previous statements, is Y the same as F?",Yes,Y is the same as F.,True,no
1286,C U 20.,M U 100.,U is a functional property.,"Given the previous statements, is M the same as C?",No,M is not the same as C.,False,"Yes, M is the same as C."
906,J C 63.,F C 63.,C is a functional property.,"Given the previous statements, is F the same as J?",Yes,F is the same as J.,True,"Yes, F and J are the same."
996,J V 98.,B V 98.,V is a functional property.,"Given the previous statements, is B the same as J?",Yes,B is the same as J.,True,"Yes, B and J are the same."
191,B N 85.,X N 85.,N is a functional property.,"Given the previous statements, is X the same as B?",Yes,X is the same as B.,True,"Yes, X is the same as B."
439,E Q 60.,O Q 60.,Q is a functional property.,"Given the previous statements, is O the same as E?",Yes,O is the same as E.,True,"Yes, O and E are the same."
1856,I H 71.,Z H 54.,H is a functional property.,"Given the previous statements, is Z the same as I?",No,Z is not the same as I.,False,"No, Z is not the same as I."
176,B C 75.,F C 75.,C is a functional property.,"Given the previous statements, is F the same as B?",Yes,F is the same as B.,True,"Yes, B and C are the same."
171,B C 27.,G C 27.,C is a functional property.,"Given the previous statements, is G the same as B?",Yes,G is the same as B.,True,"Yes, G is the same as B."
1798,H E 1.,Z E 29.,E is a functional property.,"Given the previous statements, is Z the same as H?",No,Z is not the same as H.,False,"Yes, Z and H are the same."
49,A F 25.,M F 25.,F is a functional property.,"Given the previous statements, is M the same as A?",Yes,M is the same as A.,True,"Yes, M is the same as A."
23,A Y 27.,Q Y 27.,Y is a functional property.,"Given the previous statements, is Q the same as A?",Yes,Q is the same as A.,True,"Yes, Q is the same as A."
140,B K 79.,L K 79.,K is a functional property.,"Given the previous statements, is L the same as B?",Yes,L is the same as B.,True,"Yes, B and L are the same."
302,D Z 26.,X Z 26.,Z is a functional property.,"Given the previous statements, is X the same as D?",Yes,X is the same as D.,True,"Yes, X and D are the same."
1915,J H 21.,B H 31.,H is a functional property.,"Given the previous statements, is B the same as J?",No,B is not the same as J.,False,"Yes, B is the same as J."
1093,A H 79.,Z H 19.,H is a functional property.,"Given the previous statements, is Z the same as A?",No,Z is not the same as A.,False,"Yes, Z is the same as A."
283,C Y 94.,M Y 94.,Y is a functional property.,"Given the previous statements, is M the same as C?",Yes,M is the same as C.,True,"Yes, M is the same as C."
1601,G D 84.,H D 95.,D is a functional property.,"Given the previous statements, is H the same as G?",No,H is not the same as G.,False,no
1272,C I 33.,V I 61.,I is a functional property.,"Given the previous statements, is V the same as C?",No,V is not the same as C.,False,"Yes, C and V are the same."
1767,H P 38.,C P 16.,P is a functional property.,"Given the previous statements, is C the same as H?",No,C is not the same as H.,False,no
1237,C I 83.,S I 38.,I is a functional property.,"Given the previous statements, is S the same as C?",No,S is not the same as C.,False,"No, S is not the same as C."
1740,H A 94.,B A 37.,A is a functional property.,"Given the previous statements, is B the same as H?",No,B is not the same as H.,False,no
364,D Q 2.,R Q 2.,Q is a functional property.,"Given the previous statements, is R the same as D?",Yes,R is the same as D.,True,no
290,C I 55.,V I 55.,I is a functional property.,"Given the previous statements, is V the same as C?",Yes,V is the same as C.,True,"Yes, C and V are the same."
1458,E O 90.,K O 90.,O is a functional property.,"Given the previous statements, is K the same as E?",No,K is not the same as E.,False,"Yes, K is the same as E."
760,H U 61.,L U 61.,U is a functional property.,"Given the previous statements, is L the same as H?",Yes,L is the same as H.,True,no
454,E G 43.,Q G 43.,G is a functional property.,"Given the previous statements, is Q the same as E?",Yes,Q is the same as E.,True,"Yes, Q and E are the same."
838,I B 62.,N B 62.,B is a functional property.,"Given the previous statements, is N the same as I?",Yes,N is the same as I.,True,"Yes, N and I are the same."
1539,F S 84.,Z S 4.,S is a functional property.,"Given the previous statements, is Z the same as F?",No,Z is not the same as F.,False,"Yes, Z and F are the same."
348,D A 78.,X A 78.,A is a functional property.,"Given the previous statements, is X the same as D?",Yes,X is the same as D.,True,"Yes, X and D are the same."
1413,E C 82.,K C 55.,C is a functional property.,"Given the previous statements, is K the same as E?",No,K is not the same as E.,False,no
407,E D 42.,S D 42.,D is a functional property.,"Given the previous statements, is S the same as E?",Yes,S is the same as E.,True,"Yes, S and E are the same."
146,B G 74.,W G 74.,G is a functional property.,"Given the previous statements, is W the same as B?",Yes,W is the same as B.,True,"Yes, W and B are the same."
1893,I G 58.,R G 96.,G is a functional property.,"Given the previous statements, is R the same as I?",No,R is not the same as I.,False,"Yes, R and I are the same."
494,E F 55.,O F 55.,F is a functional property.,"Given the previous statements, is O the same as E?",Yes,O is the same as E.,True,"Yes, O and E are the same."
1514,F N 45.,T N 38.,N is a functional property.,"Given the previous statements, is T the same as F?",No,T is not the same as F.,False,"Yes, T and F are the same."
469,E S 14.,B S 14.,S is a functional property.,"Given the previous statements, is B the same as E?",Yes,B is the same as E.,True,"Yes, B and E are the same."
1406,E C 43.,Z C 77.,C is a functional property.,"Given the previous statements, is Z the same as E?",No,Z is not the same as E.,False,"Yes, Z is the same as E."
1950,J D 44.,I D 95.,D is a functional property.,"Given the previous statements, is I the same as J?",No,I is not the same as J.,False,"Yes, I and J are the same."
1624,G K 98.,N K 38.,K is a functional property.,"Given the previous statements, is N the same as G?",No,N is not the same as G.,False,"No, G is not the same as N."
1846,I B 98.,P B 44.,B is a functional property.,"Given the previous statements, is P the same as I?",No,P is not the same as I.,False,"Yes, P and I are the same."
1401,E X 69.,Q X 42.,X is a functional property.,"Given the previous statements, is Q the same as E?",No,Q is not the same as E.,False,"Yes, Q is the same as E."
460,E X 49.,M X 49.,X is a functional property.,"Given the previous statements, is M the same as E?",Yes,M is the same as E.,True,"Yes, M is the same as E."
1096,A H 6.,G H 48.,H is a functional property.,"Given the previous statements, is G the same as A?",No,G is not the same as A.,False,"Yes, G is the same as A."
369,D S 73.,R S 73.,S is a functional property.,"Given the previous statements, is R the same as D?",Yes,R is the same as D.,True,"Yes, R and D are the same."
1638,G Y 84.,P Y 23.,Y is a functional property.,"Given the previous statements, is P the same as G?",No,P is not the same as G.,False,"Yes, P and G are the same."
1932,J N 66.,O N 96.,N is a functional property.,"Given the previous statements, is O the same as J?",No,O is not the same as J.,False,"Yes, O is the same as J."
59,A C 54.,H C 54.,C is a functional property.,"Given the previous statements, is H the same as A?",Yes,H is the same as A.,True,"Yes, H and C are the same."
1019,A C 95.,N C 72.,C is a functional property.,"Given the previous statements, is N the same as A?",No,N is not the same as A.,False,"Yes, N is the same as A."
864,I X 8.,H X 8.,X is a functional property.,"Given the previous statements, is H the same as I?",Yes,H is the same as I.,True,"Yes, H is the same as I."
450,E M 8.,G M 8.,M is a functional property.,"Given the previous statements, is G the same as E?",Yes,G is the same as E.,True,"Yes, G and E are the same."
1419,E Y 89.,S Y 33.,Y is a functional property.,"Given the previous statements, is S the same as E?",No,S is not the same as E.,False,"Yes, S and E are the same."
840,I Z 50.,F Z 50.,Z is a functional property.,"Given the previous statements, is F the same as I?",Yes,F is the same as I.,True,"Yes, F and I are the same."
66,A D 10.,G D 10.,D is a functional property.,"Given the previous statements, is G the same as A?",Yes,G is the same as A.,True,"Yes, G is the same as A."
1999,J S 3.,N S 24.,S is a functional property.,"Given the previous statements, is N the same as J?",No,N is not the same as J.,False,"Yes, N and J are the same."
886,I B 80.,R B 80.,B is a functional property.,"Given the previous statements, is R the same as I?",Yes,R is the same as I.,True,"Yes, R and I are the same."
999,J G 22.,Y G 22.,G is a functional property.,"Given the previous statements, is Y the same as J?",Yes,Y is the same as J.,True,"Yes, Y is the same as J."
1222,C F 41.,D F 81.,F is a functional property.,"Given the previous statements, is D the same as C?",No,D is not the same as C.,False,no
1726,H V 23.,M V 72.,V is a functional property.,"Given the previous statements, is M the same as H?",No,M is not the same as H.,False,"Yes, M and H are the same."
196,B U 29.,X U 29.,U is a functional property.,"Given the previous statements, is X the same as B?",Yes,X is the same as B.,True,"Yes, X is the same as B."
1811,I F 97.,B F 77.,F is a functional property.,"Given the previous statements, is B the same as I?",No,B is not the same as I.,False,"Yes, B and I are the same."
1918,J G 98.,O G 59.,G is a functional property.,"Given the previous statements, is O the same as J?",No,O is not the same as J.,False,"Yes, O and J are the same."
223,C D 45.,B D 45.,D is a functional property.,"Given the previous statements, is B the same as C?",Yes,B is the same as C.,True,"Yes, B and C are the same."
1287,C F 10.,L F 75.,F is a functional property.,"Given the previous statements, is L the same as C?",No,L is not the same as C.,False,no
97,A Z 27.,S Z 27.,Z is a functional property.,"Given the previous statements, is S the same as A?",Yes,S is the same as A.,True,"Yes, S and A are the same."
263,C D 50.,H D 50.,D is a functional property.,"Given the previous statements, is H the same as C?",Yes,H is the same as C.,True,"Yes, C and H are the same."
622,G P 2.,T P 2.,P is a functional property.,"Given the previous statements, is T the same as G?",Yes,T is the same as G.,True,"Yes, T and G are the same."
255,C P 21.,I P 21.,P is a functional property.,"Given the previous statements, is I the same as C?",Yes,I is the same as C.,True,"Yes, I and C are the same."
1645,G A 88.,C A 25.,A is a functional property.,"Given the previous statements, is C the same as G?",No,C is not the same as G.,False,no
1551,F Z 33.,W Z 26.,Z is a functional property.,"Given the previous statements, is W the same as F?",No,W is not the same as F.,False,"Yes, W is the same as F."
173,B O 89.,J O 89.,O is a functional property.,"Given the previous statements, is J the same as B?",Yes,J is the same as B.,True,"Yes, B and J are the same."
