ID,triple1,triple2,question,answer,inferred triple,label
1030,A is a K.,K is a subclass of Q.,"Given the previous statements, is A a X?",No,A is not a X.,False
1031,A is a L.,L is a subclass of W.,"Given the previous statements, is A a H?",No,A is not a H.,False
1032,A is a Z.,Z is a subclass of G.,"Given the previous statements, is A a H?",No,A is not a H.,False
1033,A is a O.,O is a subclass of U.,"Given the previous statements, is A a P?",No,A is not a P.,False
1034,A is a E.,E is a subclass of Q.,"Given the previous statements, is A a Z?",No,A is not a Z.,False
1035,A is a J.,J is a subclass of N.,"Given the previous statements, is A a V?",No,A is not a V.,False
1036,A is a Q.,Q is a subclass of M.,"Given the previous statements, is A a K?",No,A is not a K.,False
1037,A is a D.,D is a subclass of W.,"Given the previous statements, is A a H?",No,A is not a H.,False
1038,A is a N.,N is a subclass of Q.,"Given the previous statements, is A a K?",No,A is not a K.,False
1039,A is a U.,U is a subclass of F.,"Given the previous statements, is A a S?",No,A is not a S.,False
1040,A is a J.,J is a subclass of E.,"Given the previous statements, is A a C?",No,A is not a C.,False
1041,A is a Z.,Z is a subclass of L.,"Given the previous statements, is A a V?",No,A is not a V.,False
1042,A is a W.,W is a subclass of R.,"Given the previous statements, is A a D?",No,A is not a D.,False
1043,A is a K.,K is a subclass of S.,"Given the previous statements, is A a E?",No,A is not a E.,False
1044,A is a M.,M is a subclass of Y.,"Given the previous statements, is A a Q?",No,A is not a Q.,False
1045,A is a N.,N is a subclass of O.,"Given the previous statements, is A a L?",No,A is not a L.,False
1046,A is a B.,B is a subclass of P.,"Given the previous statements, is A a Z?",No,A is not a Z.,False
1047,A is a M.,M is a subclass of Z.,"Given the previous statements, is A a S?",No,A is not a S.,False
1048,A is a G.,G is a subclass of B.,"Given the previous statements, is A a S?",No,A is not a S.,False
1049,A is a H.,H is a subclass of V.,"Given the previous statements, is A a D?",No,A is not a D.,False
1050,A is a Z.,Z is a subclass of N.,"Given the previous statements, is A a M?",No,A is not a M.,False
1051,A is a M.,M is a subclass of V.,"Given the previous statements, is A a N?",No,A is not a N.,False
1052,A is a Q.,Q is a subclass of Y.,"Given the previous statements, is A a V?",No,A is not a V.,False
1053,A is a K.,K is a subclass of J.,"Given the previous statements, is A a E?",No,A is not a E.,False
1054,A is a T.,T is a subclass of O.,"Given the previous statements, is A a C?",No,A is not a C.,False
1055,A is a C.,C is a subclass of G.,"Given the previous statements, is A a D?",No,A is not a D.,False
1056,A is a V.,V is a subclass of N.,"Given the previous statements, is A a J?",No,A is not a J.,False
1057,A is a H.,H is a subclass of O.,"Given the previous statements, is A a U?",No,A is not a U.,False
1058,A is a Q.,Q is a subclass of X.,"Given the previous statements, is A a P?",No,A is not a P.,False
1059,A is a S.,S is a subclass of N.,"Given the previous statements, is A a F?",No,A is not a F.,False
1060,A is a U.,U is a subclass of X.,"Given the previous statements, is A a H?",No,A is not a H.,False
1061,A is a J.,J is a subclass of H.,"Given the previous statements, is A a P?",No,A is not a P.,False
1062,A is a U.,U is a subclass of F.,"Given the previous statements, is A a T?",No,A is not a T.,False
1063,A is a H.,H is a subclass of G.,"Given the previous statements, is A a O?",No,A is not a O.,False
1064,A is a G.,G is a subclass of H.,"Given the previous statements, is A a S?",No,A is not a S.,False
1065,A is a N.,N is a subclass of U.,"Given the previous statements, is A a W?",No,A is not a W.,False
1066,A is a P.,P is a subclass of Q.,"Given the previous statements, is A a F?",No,A is not a F.,False
1067,A is a S.,S is a subclass of M.,"Given the previous statements, is A a G?",No,A is not a G.,False
1068,A is a S.,S is a subclass of B.,"Given the previous statements, is A a G?",No,A is not a G.,False
1069,A is a Q.,Q is a subclass of W.,"Given the previous statements, is A a N?",No,A is not a N.,False
1070,A is a C.,C is a subclass of Z.,"Given the previous statements, is A a V?",No,A is not a V.,False
1071,A is a N.,N is a subclass of V.,"Given the previous statements, is A a U?",No,A is not a U.,False
1072,A is a S.,S is a subclass of O.,"Given the previous statements, is A a R?",No,A is not a R.,False
1073,A is a C.,C is a subclass of R.,"Given the previous statements, is A a X?",No,A is not a X.,False
1074,A is a G.,G is a subclass of P.,"Given the previous statements, is A a N?",No,A is not a N.,False
1075,A is a G.,G is a subclass of N.,"Given the previous statements, is A a K?",No,A is not a K.,False
1076,A is a C.,C is a subclass of Q.,"Given the previous statements, is A a B?",No,A is not a B.,False
1077,A is a Z.,Z is a subclass of Q.,"Given the previous statements, is A a R?",No,A is not a R.,False
1078,A is a D.,D is a subclass of E.,"Given the previous statements, is A a G?",No,A is not a G.,False
1079,A is a Z.,Z is a subclass of D.,"Given the previous statements, is A a Y?",No,A is not a Y.,False
1080,A is a W.,W is a subclass of O.,"Given the previous statements, is A a X?",No,A is not a X.,False
1081,A is a M.,M is a subclass of Z.,"Given the previous statements, is A a R?",No,A is not a R.,False
1082,A is a W.,W is a subclass of K.,"Given the previous statements, is A a G?",No,A is not a G.,False
1083,A is a N.,N is a subclass of Q.,"Given the previous statements, is A a R?",No,A is not a R.,False
1084,A is a B.,B is a subclass of S.,"Given the previous statements, is A a I?",No,A is not a I.,False
1085,A is a X.,X is a subclass of J.,"Given the previous statements, is A a F?",No,A is not a F.,False
1086,A is a Y.,Y is a subclass of K.,"Given the previous statements, is A a W?",No,A is not a W.,False
1087,A is a H.,H is a subclass of F.,"Given the previous statements, is A a T?",No,A is not a T.,False
1088,A is a R.,R is a subclass of M.,"Given the previous statements, is A a B?",No,A is not a B.,False
1089,A is a B.,B is a subclass of F.,"Given the previous statements, is A a P?",No,A is not a P.,False
1090,A is a T.,T is a subclass of Y.,"Given the previous statements, is A a I?",No,A is not a I.,False
1091,A is a V.,V is a subclass of J.,"Given the previous statements, is A a R?",No,A is not a R.,False
1092,A is a Q.,Q is a subclass of H.,"Given the previous statements, is A a F?",No,A is not a F.,False
1093,A is a L.,L is a subclass of X.,"Given the previous statements, is A a H?",No,A is not a H.,False
1094,A is a L.,L is a subclass of S.,"Given the previous statements, is A a G?",No,A is not a G.,False
1095,A is a C.,C is a subclass of R.,"Given the previous statements, is A a G?",No,A is not a G.,False
1096,A is a S.,S is a subclass of K.,"Given the previous statements, is A a M?",No,A is not a M.,False
1097,A is a X.,X is a subclass of Q.,"Given the previous statements, is A a K?",No,A is not a K.,False
1098,A is a T.,T is a subclass of K.,"Given the previous statements, is A a S?",No,A is not a S.,False
1099,A is a P.,P is a subclass of N.,"Given the previous statements, is A a T?",No,A is not a T.,False
1100,A is a Z.,Z is a subclass of X.,"Given the previous statements, is A a O?",No,A is not a O.,False
1101,B is a I.,I is a subclass of U.,"Given the previous statements, is B a L?",No,B is not a L.,False
1102,B is a W.,W is a subclass of H.,"Given the previous statements, is B a T?",No,B is not a T.,False
1103,B is a Z.,Z is a subclass of Q.,"Given the previous statements, is B a M?",No,B is not a M.,False
1104,B is a G.,G is a subclass of W.,"Given the previous statements, is B a H?",No,B is not a H.,False
1105,B is a E.,E is a subclass of I.,"Given the previous statements, is B a Q?",No,B is not a Q.,False
1106,B is a G.,G is a subclass of L.,"Given the previous statements, is B a F?",No,B is not a F.,False
1107,B is a J.,J is a subclass of X.,"Given the previous statements, is B a M?",No,B is not a M.,False
1108,B is a M.,M is a subclass of T.,"Given the previous statements, is B a U?",No,B is not a U.,False
1109,B is a C.,C is a subclass of L.,"Given the previous statements, is B a J?",No,B is not a J.,False
1110,B is a V.,V is a subclass of K.,"Given the previous statements, is B a G?",No,B is not a G.,False
1111,B is a R.,R is a subclass of L.,"Given the previous statements, is B a Z?",No,B is not a Z.,False
1112,B is a L.,L is a subclass of D.,"Given the previous statements, is B a Z?",No,B is not a Z.,False
1113,B is a Y.,Y is a subclass of O.,"Given the previous statements, is B a X?",No,B is not a X.,False
1114,B is a V.,V is a subclass of X.,"Given the previous statements, is B a Y?",No,B is not a Y.,False
1115,B is a Q.,Q is a subclass of V.,"Given the previous statements, is B a X?",No,B is not a X.,False
1116,B is a D.,D is a subclass of C.,"Given the previous statements, is B a S?",No,B is not a S.,False
1117,B is a K.,K is a subclass of G.,"Given the previous statements, is B a E?",No,B is not a E.,False
1118,B is a M.,M is a subclass of A.,"Given the previous statements, is B a T?",No,B is not a T.,False
1119,B is a Y.,Y is a subclass of W.,"Given the previous statements, is B a V?",No,B is not a V.,False
1120,B is a I.,I is a subclass of M.,"Given the previous statements, is B a N?",No,B is not a N.,False
1121,B is a P.,P is a subclass of W.,"Given the previous statements, is B a M?",No,B is not a M.,False
1122,B is a X.,X is a subclass of N.,"Given the previous statements, is B a G?",No,B is not a G.,False
1123,B is a E.,E is a subclass of M.,"Given the previous statements, is B a J?",No,B is not a J.,False
1124,B is a O.,O is a subclass of R.,"Given the previous statements, is B a N?",No,B is not a N.,False
1125,B is a W.,W is a subclass of P.,"Given the previous statements, is B a L?",No,B is not a L.,False
1126,B is a H.,H is a subclass of R.,"Given the previous statements, is B a V?",No,B is not a V.,False
1127,B is a J.,J is a subclass of O.,"Given the previous statements, is B a Z?",No,B is not a Z.,False
1128,B is a S.,S is a subclass of U.,"Given the previous statements, is B a F?",No,B is not a F.,False
1129,B is a X.,X is a subclass of H.,"Given the previous statements, is B a R?",No,B is not a R.,False
1130,B is a T.,T is a subclass of J.,"Given the previous statements, is B a C?",No,B is not a C.,False
1131,B is a M.,M is a subclass of K.,"Given the previous statements, is B a W?",No,B is not a W.,False
1132,B is a K.,K is a subclass of W.,"Given the previous statements, is B a R?",No,B is not a R.,False
1133,B is a U.,U is a subclass of G.,"Given the previous statements, is B a P?",No,B is not a P.,False
1134,B is a L.,L is a subclass of R.,"Given the previous statements, is B a V?",No,B is not a V.,False
1135,B is a N.,N is a subclass of R.,"Given the previous statements, is B a U?",No,B is not a U.,False
1136,B is a Q.,Q is a subclass of K.,"Given the previous statements, is B a W?",No,B is not a W.,False
1137,B is a L.,L is a subclass of H.,"Given the previous statements, is B a Z?",No,B is not a Z.,False
1138,B is a C.,C is a subclass of F.,"Given the previous statements, is B a N?",No,B is not a N.,False
1139,B is a I.,I is a subclass of T.,"Given the previous statements, is B a X?",No,B is not a X.,False
1140,B is a X.,X is a subclass of N.,"Given the previous statements, is B a R?",No,B is not a R.,False
1141,B is a D.,D is a subclass of Q.,"Given the previous statements, is B a K?",No,B is not a K.,False
1142,B is a P.,P is a subclass of V.,"Given the previous statements, is B a O?",No,B is not a O.,False
1143,B is a R.,R is a subclass of J.,"Given the previous statements, is B a G?",No,B is not a G.,False
1144,B is a A.,A is a subclass of U.,"Given the previous statements, is B a M?",No,B is not a M.,False
1145,B is a Y.,Y is a subclass of A.,"Given the previous statements, is B a Q?",No,B is not a Q.,False
1146,B is a L.,L is a subclass of Z.,"Given the previous statements, is B a W?",No,B is not a W.,False
1147,B is a X.,X is a subclass of Z.,"Given the previous statements, is B a R?",No,B is not a R.,False
1148,B is a N.,N is a subclass of J.,"Given the previous statements, is B a W?",No,B is not a W.,False
1149,B is a J.,J is a subclass of V.,"Given the previous statements, is B a F?",No,B is not a F.,False
1150,B is a G.,G is a subclass of A.,"Given the previous statements, is B a R?",No,B is not a R.,False
1151,B is a D.,D is a subclass of Y.,"Given the previous statements, is B a S?",No,B is not a S.,False
1152,B is a F.,F is a subclass of J.,"Given the previous statements, is B a I?",No,B is not a I.,False
1153,B is a H.,H is a subclass of F.,"Given the previous statements, is B a T?",No,B is not a T.,False
1154,B is a R.,R is a subclass of C.,"Given the previous statements, is B a L?",No,B is not a L.,False
1155,B is a G.,G is a subclass of I.,"Given the previous statements, is B a W?",No,B is not a W.,False
1156,B is a J.,J is a subclass of Y.,"Given the previous statements, is B a R?",No,B is not a R.,False
1157,B is a C.,C is a subclass of Z.,"Given the previous statements, is B a X?",No,B is not a X.,False
1158,B is a H.,H is a subclass of F.,"Given the previous statements, is B a V?",No,B is not a V.,False
1159,B is a G.,G is a subclass of Z.,"Given the previous statements, is B a A?",No,B is not a A.,False
1160,B is a U.,U is a subclass of S.,"Given the previous statements, is B a A?",No,B is not a A.,False
1161,B is a E.,E is a subclass of P.,"Given the previous statements, is B a H?",No,B is not a H.,False
1162,B is a C.,C is a subclass of F.,"Given the previous statements, is B a K?",No,B is not a K.,False
1163,B is a Z.,Z is a subclass of Y.,"Given the previous statements, is B a N?",No,B is not a N.,False
1164,B is a I.,I is a subclass of U.,"Given the previous statements, is B a G?",No,B is not a G.,False
1165,B is a X.,X is a subclass of S.,"Given the previous statements, is B a G?",No,B is not a G.,False
1166,B is a S.,S is a subclass of P.,"Given the previous statements, is B a M?",No,B is not a M.,False
1167,B is a X.,X is a subclass of R.,"Given the previous statements, is B a I?",No,B is not a I.,False
1168,B is a F.,F is a subclass of D.,"Given the previous statements, is B a Q?",No,B is not a Q.,False
1169,B is a H.,H is a subclass of D.,"Given the previous statements, is B a O?",No,B is not a O.,False
1170,B is a J.,J is a subclass of W.,"Given the previous statements, is B a I?",No,B is not a I.,False
1171,B is a Q.,Q is a subclass of L.,"Given the previous statements, is B a R?",No,B is not a R.,False
1172,B is a F.,F is a subclass of W.,"Given the previous statements, is B a Q?",No,B is not a Q.,False
1173,B is a H.,H is a subclass of Q.,"Given the previous statements, is B a C?",No,B is not a C.,False
1174,B is a D.,D is a subclass of H.,"Given the previous statements, is B a C?",No,B is not a C.,False
1175,B is a H.,H is a subclass of Y.,"Given the previous statements, is B a D?",No,B is not a D.,False
1176,B is a J.,J is a subclass of P.,"Given the previous statements, is B a U?",No,B is not a U.,False
1177,B is a I.,I is a subclass of C.,"Given the previous statements, is B a T?",No,B is not a T.,False
1178,B is a R.,R is a subclass of E.,"Given the previous statements, is B a X?",No,B is not a X.,False
1179,B is a I.,I is a subclass of N.,"Given the previous statements, is B a G?",No,B is not a G.,False
1180,B is a Y.,Y is a subclass of O.,"Given the previous statements, is B a L?",No,B is not a L.,False
1181,B is a E.,E is a subclass of O.,"Given the previous statements, is B a P?",No,B is not a P.,False
1182,B is a M.,M is a subclass of E.,"Given the previous statements, is B a J?",No,B is not a J.,False
1183,B is a M.,M is a subclass of D.,"Given the previous statements, is B a K?",No,B is not a K.,False
1184,B is a H.,H is a subclass of V.,"Given the previous statements, is B a Y?",No,B is not a Y.,False
1185,B is a Z.,Z is a subclass of K.,"Given the previous statements, is B a O?",No,B is not a O.,False
1186,B is a C.,C is a subclass of X.,"Given the previous statements, is B a D?",No,B is not a D.,False
1187,B is a J.,J is a subclass of T.,"Given the previous statements, is B a O?",No,B is not a O.,False
1188,B is a Y.,Y is a subclass of K.,"Given the previous statements, is B a L?",No,B is not a L.,False
1189,B is a V.,V is a subclass of Z.,"Given the previous statements, is B a F?",No,B is not a F.,False
1190,B is a E.,E is a subclass of S.,"Given the previous statements, is B a N?",No,B is not a N.,False
1191,B is a R.,R is a subclass of E.,"Given the previous statements, is B a S?",No,B is not a S.,False
1192,B is a S.,S is a subclass of F.,"Given the previous statements, is B a E?",No,B is not a E.,False
1193,B is a U.,U is a subclass of N.,"Given the previous statements, is B a F?",No,B is not a F.,False
1194,B is a X.,X is a subclass of L.,"Given the previous statements, is B a N?",No,B is not a N.,False
1195,B is a F.,F is a subclass of I.,"Given the previous statements, is B a N?",No,B is not a N.,False
1196,B is a N.,N is a subclass of T.,"Given the previous statements, is B a Q?",No,B is not a Q.,False
1197,B is a M.,M is a subclass of W.,"Given the previous statements, is B a V?",No,B is not a V.,False
1198,B is a H.,H is a subclass of T.,"Given the previous statements, is B a V?",No,B is not a V.,False
1199,B is a H.,H is a subclass of N.,"Given the previous statements, is B a S?",No,B is not a S.,False
1200,B is a T.,T is a subclass of Z.,"Given the previous statements, is B a D?",No,B is not a D.,False
1201,C is a B.,B is a subclass of W.,"Given the previous statements, is C a A?",No,C is not a A.,False
1202,C is a O.,O is a subclass of R.,"Given the previous statements, is C a Q?",No,C is not a Q.,False
1203,C is a T.,T is a subclass of A.,"Given the previous statements, is C a B?",No,C is not a B.,False
1204,C is a A.,A is a subclass of D.,"Given the previous statements, is C a Z?",No,C is not a Z.,False
1205,C is a J.,J is a subclass of R.,"Given the previous statements, is C a L?",No,C is not a L.,False
1206,C is a N.,N is a subclass of J.,"Given the previous statements, is C a Y?",No,C is not a Y.,False
1207,C is a J.,J is a subclass of O.,"Given the previous statements, is C a N?",No,C is not a N.,False
1208,C is a K.,K is a subclass of N.,"Given the previous statements, is C a A?",No,C is not a A.,False
1209,C is a J.,J is a subclass of F.,"Given the previous statements, is C a K?",No,C is not a K.,False
1210,C is a K.,K is a subclass of P.,"Given the previous statements, is C a E?",No,C is not a E.,False
1211,C is a B.,B is a subclass of H.,"Given the previous statements, is C a P?",No,C is not a P.,False
1212,C is a A.,A is a subclass of J.,"Given the previous statements, is C a P?",No,C is not a P.,False
1213,C is a A.,A is a subclass of G.,"Given the previous statements, is C a Y?",No,C is not a Y.,False
1214,C is a F.,F is a subclass of V.,"Given the previous statements, is C a W?",No,C is not a W.,False
1215,C is a D.,D is a subclass of Z.,"Given the previous statements, is C a T?",No,C is not a T.,False
1216,C is a S.,S is a subclass of Q.,"Given the previous statements, is C a K?",No,C is not a K.,False
1217,C is a N.,N is a subclass of O.,"Given the previous statements, is C a P?",No,C is not a P.,False
1218,C is a T.,T is a subclass of B.,"Given the previous statements, is C a Z?",No,C is not a Z.,False
1219,C is a T.,T is a subclass of A.,"Given the previous statements, is C a M?",No,C is not a M.,False
1220,C is a L.,L is a subclass of Z.,"Given the previous statements, is C a G?",No,C is not a G.,False
1221,C is a V.,V is a subclass of Z.,"Given the previous statements, is C a L?",No,C is not a L.,False
1222,C is a W.,W is a subclass of L.,"Given the previous statements, is C a X?",No,C is not a X.,False
1223,C is a M.,M is a subclass of A.,"Given the previous statements, is C a B?",No,C is not a B.,False
1224,C is a I.,I is a subclass of L.,"Given the previous statements, is C a S?",No,C is not a S.,False
1225,C is a O.,O is a subclass of N.,"Given the previous statements, is C a B?",No,C is not a B.,False
1226,C is a V.,V is a subclass of B.,"Given the previous statements, is C a F?",No,C is not a F.,False
1227,C is a S.,S is a subclass of A.,"Given the previous statements, is C a P?",No,C is not a P.,False
1228,C is a F.,F is a subclass of S.,"Given the previous statements, is C a T?",No,C is not a T.,False
1229,C is a D.,D is a subclass of P.,"Given the previous statements, is C a T?",No,C is not a T.,False
1230,C is a R.,R is a subclass of F.,"Given the previous statements, is C a L?",No,C is not a L.,False
1231,C is a X.,X is a subclass of K.,"Given the previous statements, is C a T?",No,C is not a T.,False
1232,C is a Q.,Q is a subclass of E.,"Given the previous statements, is C a T?",No,C is not a T.,False
1233,C is a D.,D is a subclass of W.,"Given the previous statements, is C a G?",No,C is not a G.,False
1234,C is a Z.,Z is a subclass of F.,"Given the previous statements, is C a L?",No,C is not a L.,False
1235,C is a X.,X is a subclass of N.,"Given the previous statements, is C a D?",No,C is not a D.,False
1236,C is a M.,M is a subclass of J.,"Given the previous statements, is C a Z?",No,C is not a Z.,False
1237,C is a R.,R is a subclass of F.,"Given the previous statements, is C a P?",No,C is not a P.,False
1238,C is a E.,E is a subclass of X.,"Given the previous statements, is C a I?",No,C is not a I.,False
1239,C is a G.,G is a subclass of V.,"Given the previous statements, is C a E?",No,C is not a E.,False
1240,C is a J.,J is a subclass of I.,"Given the previous statements, is C a A?",No,C is not a A.,False
1241,C is a K.,K is a subclass of F.,"Given the previous statements, is C a Y?",No,C is not a Y.,False
1242,C is a Z.,Z is a subclass of R.,"Given the previous statements, is C a W?",No,C is not a W.,False
1243,C is a J.,J is a subclass of Y.,"Given the previous statements, is C a K?",No,C is not a K.,False
1244,C is a O.,O is a subclass of U.,"Given the previous statements, is C a P?",No,C is not a P.,False
1245,C is a Z.,Z is a subclass of K.,"Given the previous statements, is C a M?",No,C is not a M.,False
1246,C is a N.,N is a subclass of M.,"Given the previous statements, is C a S?",No,C is not a S.,False
1247,C is a H.,H is a subclass of W.,"Given the previous statements, is C a V?",No,C is not a V.,False
1248,C is a E.,E is a subclass of K.,"Given the previous statements, is C a D?",No,C is not a D.,False
1249,C is a I.,I is a subclass of U.,"Given the previous statements, is C a E?",No,C is not a E.,False
1250,C is a Y.,Y is a subclass of U.,"Given the previous statements, is C a P?",No,C is not a P.,False
1251,C is a H.,H is a subclass of K.,"Given the previous statements, is C a Y?",No,C is not a Y.,False
1252,C is a T.,T is a subclass of E.,"Given the previous statements, is C a K?",No,C is not a K.,False
1253,C is a Q.,Q is a subclass of B.,"Given the previous statements, is C a Z?",No,C is not a Z.,False
1254,C is a B.,B is a subclass of L.,"Given the previous statements, is C a U?",No,C is not a U.,False
1255,C is a L.,L is a subclass of O.,"Given the previous statements, is C a Z?",No,C is not a Z.,False
1256,C is a V.,V is a subclass of S.,"Given the previous statements, is C a Z?",No,C is not a Z.,False
1257,C is a H.,H is a subclass of O.,"Given the previous statements, is C a A?",No,C is not a A.,False
1258,C is a M.,M is a subclass of F.,"Given the previous statements, is C a O?",No,C is not a O.,False
1259,C is a Z.,Z is a subclass of F.,"Given the previous statements, is C a A?",No,C is not a A.,False
1260,C is a D.,D is a subclass of N.,"Given the previous statements, is C a G?",No,C is not a G.,False
1261,C is a S.,S is a subclass of Q.,"Given the previous statements, is C a U?",No,C is not a U.,False
1262,C is a K.,K is a subclass of V.,"Given the previous statements, is C a G?",No,C is not a G.,False
1263,C is a Z.,Z is a subclass of V.,"Given the previous statements, is C a X?",No,C is not a X.,False
1264,C is a T.,T is a subclass of N.,"Given the previous statements, is C a M?",No,C is not a M.,False
1265,C is a A.,A is a subclass of E.,"Given the previous statements, is C a R?",No,C is not a R.,False
1266,C is a U.,U is a subclass of P.,"Given the previous statements, is C a H?",No,C is not a H.,False
1267,C is a Q.,Q is a subclass of X.,"Given the previous statements, is C a O?",No,C is not a O.,False
1268,C is a K.,K is a subclass of U.,"Given the previous statements, is C a Y?",No,C is not a Y.,False
1269,C is a H.,H is a subclass of I.,"Given the previous statements, is C a R?",No,C is not a R.,False
1270,C is a H.,H is a subclass of Z.,"Given the previous statements, is C a T?",No,C is not a T.,False
1271,C is a I.,I is a subclass of D.,"Given the previous statements, is C a P?",No,C is not a P.,False
1272,C is a M.,M is a subclass of V.,"Given the previous statements, is C a B?",No,C is not a B.,False
1273,C is a Q.,Q is a subclass of F.,"Given the previous statements, is C a S?",No,C is not a S.,False
1274,C is a F.,F is a subclass of L.,"Given the previous statements, is C a A?",No,C is not a A.,False
1275,C is a E.,E is a subclass of H.,"Given the previous statements, is C a J?",No,C is not a J.,False
1276,C is a B.,B is a subclass of S.,"Given the previous statements, is C a X?",No,C is not a X.,False
1277,C is a R.,R is a subclass of O.,"Given the previous statements, is C a P?",No,C is not a P.,False
1278,C is a F.,F is a subclass of M.,"Given the previous statements, is C a N?",No,C is not a N.,False
1279,C is a S.,S is a subclass of W.,"Given the previous statements, is C a Y?",No,C is not a Y.,False
1280,C is a R.,R is a subclass of B.,"Given the previous statements, is C a K?",No,C is not a K.,False
1281,C is a P.,P is a subclass of D.,"Given the previous statements, is C a N?",No,C is not a N.,False
1282,C is a T.,T is a subclass of K.,"Given the previous statements, is C a U?",No,C is not a U.,False
1283,C is a B.,B is a subclass of M.,"Given the previous statements, is C a D?",No,C is not a D.,False
1284,C is a P.,P is a subclass of Q.,"Given the previous statements, is C a V?",No,C is not a V.,False
1285,C is a T.,T is a subclass of X.,"Given the previous statements, is C a Y?",No,C is not a Y.,False
1286,C is a F.,F is a subclass of N.,"Given the previous statements, is C a P?",No,C is not a P.,False
1287,C is a T.,T is a subclass of W.,"Given the previous statements, is C a X?",No,C is not a X.,False
1288,C is a T.,T is a subclass of J.,"Given the previous statements, is C a M?",No,C is not a M.,False
1289,C is a B.,B is a subclass of A.,"Given the previous statements, is C a O?",No,C is not a O.,False
1290,C is a X.,X is a subclass of B.,"Given the previous statements, is C a A?",No,C is not a A.,False
1291,C is a T.,T is a subclass of Z.,"Given the previous statements, is C a R?",No,C is not a R.,False
1292,C is a U.,U is a subclass of M.,"Given the previous statements, is C a P?",No,C is not a P.,False
1293,C is a W.,W is a subclass of H.,"Given the previous statements, is C a O?",No,C is not a O.,False
1294,C is a X.,X is a subclass of K.,"Given the previous statements, is C a G?",No,C is not a G.,False
1295,C is a S.,S is a subclass of X.,"Given the previous statements, is C a A?",No,C is not a A.,False
1296,C is a P.,P is a subclass of H.,"Given the previous statements, is C a Z?",No,C is not a Z.,False
1297,C is a R.,R is a subclass of D.,"Given the previous statements, is C a X?",No,C is not a X.,False
1298,C is a T.,T is a subclass of Z.,"Given the previous statements, is C a N?",No,C is not a N.,False
1299,C is a H.,H is a subclass of D.,"Given the previous statements, is C a B?",No,C is not a B.,False
1300,C is a I.,I is a subclass of L.,"Given the previous statements, is C a Q?",No,C is not a Q.,False
1301,D is a E.,E is a subclass of F.,"Given the previous statements, is D a H?",No,D is not a H.,False
1302,D is a A.,A is a subclass of S.,"Given the previous statements, is D a W?",No,D is not a W.,False
1303,D is a C.,C is a subclass of T.,"Given the previous statements, is D a I?",No,D is not a I.,False
1304,D is a L.,L is a subclass of A.,"Given the previous statements, is D a S?",No,D is not a S.,False
1305,D is a N.,N is a subclass of H.,"Given the previous statements, is D a F?",No,D is not a F.,False
1306,D is a P.,P is a subclass of X.,"Given the previous statements, is D a Q?",No,D is not a Q.,False
1307,D is a J.,J is a subclass of T.,"Given the previous statements, is D a A?",No,D is not a A.,False
1308,D is a B.,B is a subclass of C.,"Given the previous statements, is D a J?",No,D is not a J.,False
1309,D is a B.,B is a subclass of J.,"Given the previous statements, is D a O?",No,D is not a O.,False
1310,D is a Z.,Z is a subclass of F.,"Given the previous statements, is D a H?",No,D is not a H.,False
1311,D is a I.,I is a subclass of H.,"Given the previous statements, is D a F?",No,D is not a F.,False
1312,D is a I.,I is a subclass of S.,"Given the previous statements, is D a F?",No,D is not a F.,False
1313,D is a Y.,Y is a subclass of N.,"Given the previous statements, is D a T?",No,D is not a T.,False
1314,D is a O.,O is a subclass of U.,"Given the previous statements, is D a W?",No,D is not a W.,False
1315,D is a F.,F is a subclass of E.,"Given the previous statements, is D a W?",No,D is not a W.,False
1316,D is a C.,C is a subclass of U.,"Given the previous statements, is D a Y?",No,D is not a Y.,False
1317,D is a T.,T is a subclass of S.,"Given the previous statements, is D a J?",No,D is not a J.,False
1318,D is a F.,F is a subclass of P.,"Given the previous statements, is D a H?",No,D is not a H.,False
1319,D is a N.,N is a subclass of L.,"Given the previous statements, is D a S?",No,D is not a S.,False
1320,D is a Q.,Q is a subclass of M.,"Given the previous statements, is D a V?",No,D is not a V.,False
1321,D is a W.,W is a subclass of L.,"Given the previous statements, is D a E?",No,D is not a E.,False
1322,D is a R.,R is a subclass of K.,"Given the previous statements, is D a Q?",No,D is not a Q.,False
1323,D is a I.,I is a subclass of F.,"Given the previous statements, is D a V?",No,D is not a V.,False
1324,D is a I.,I is a subclass of W.,"Given the previous statements, is D a H?",No,D is not a H.,False
1325,D is a C.,C is a subclass of G.,"Given the previous statements, is D a E?",No,D is not a E.,False
1326,D is a E.,E is a subclass of S.,"Given the previous statements, is D a K?",No,D is not a K.,False
1327,D is a R.,R is a subclass of L.,"Given the previous statements, is D a O?",No,D is not a O.,False
1328,D is a W.,W is a subclass of Y.,"Given the previous statements, is D a F?",No,D is not a F.,False
1329,D is a B.,B is a subclass of N.,"Given the previous statements, is D a J?",No,D is not a J.,False
1330,D is a N.,N is a subclass of Z.,"Given the previous statements, is D a K?",No,D is not a K.,False
1331,D is a P.,P is a subclass of C.,"Given the previous statements, is D a R?",No,D is not a R.,False
1332,D is a H.,H is a subclass of M.,"Given the previous statements, is D a L?",No,D is not a L.,False
1333,D is a A.,A is a subclass of K.,"Given the previous statements, is D a E?",No,D is not a E.,False
1334,D is a E.,E is a subclass of K.,"Given the previous statements, is D a V?",No,D is not a V.,False
1335,D is a A.,A is a subclass of H.,"Given the previous statements, is D a U?",No,D is not a U.,False
