ID,triple1,triple2,question,answer,inferred triple,label
1052,A is a N.,A is the same as B.,"Given the previous statements, is B a I?",No,B is not a I.,False
1053,A is a Z.,A is the same as D.,"Given the previous statements, is D a L?",No,D is not a L.,False
1054,A is a B.,A is the same as M.,"Given the previous statements, is M a R?",No,M is not a R.,False
1055,A is a W.,A is the same as Z.,"Given the previous statements, is Z a I?",No,Z is not a I.,False
1056,A is a H.,A is the same as E.,"Given the previous statements, is E a V?",No,E is not a V.,False
1057,A is a F.,A is the same as N.,"Given the previous statements, is N a Y?",No,N is not a Y.,False
1058,A is a Z.,A is the same as L.,"Given the previous statements, is L a J?",No,L is not a J.,False
1059,A is a T.,A is the same as N.,"Given the previous statements, is N a K?",No,N is not a K.,False
1060,A is a Y.,A is the same as E.,"Given the previous statements, is E a C?",No,E is not a C.,False
1061,A is a G.,A is the same as W.,"Given the previous statements, is W a J?",No,W is not a J.,False
1062,A is a H.,A is the same as M.,"Given the previous statements, is M a V?",No,M is not a V.,False
1063,A is a S.,A is the same as T.,"Given the previous statements, is T a I?",No,T is not a I.,False
1064,A is a T.,A is the same as M.,"Given the previous statements, is M a F?",No,M is not a F.,False
1065,A is a T.,A is the same as Y.,"Given the previous statements, is Y a M?",No,Y is not a M.,False
1066,A is a Z.,A is the same as V.,"Given the previous statements, is V a K?",No,V is not a K.,False
1067,A is a J.,A is the same as W.,"Given the previous statements, is W a V?",No,W is not a V.,False
1068,A is a K.,A is the same as H.,"Given the previous statements, is H a S?",No,H is not a S.,False
1069,A is a N.,A is the same as R.,"Given the previous statements, is R a C?",No,R is not a C.,False
1070,A is a H.,A is the same as E.,"Given the previous statements, is E a M?",No,E is not a M.,False
1071,A is a J.,A is the same as B.,"Given the previous statements, is B a D?",No,B is not a D.,False
1072,A is a V.,A is the same as S.,"Given the previous statements, is S a I?",No,S is not a I.,False
1073,A is a M.,A is the same as P.,"Given the previous statements, is P a N?",No,P is not a N.,False
1074,A is a V.,A is the same as T.,"Given the previous statements, is T a N?",No,T is not a N.,False
1075,A is a W.,A is the same as F.,"Given the previous statements, is F a Y?",No,F is not a Y.,False
1076,A is a S.,A is the same as D.,"Given the previous statements, is D a C?",No,D is not a C.,False
1077,A is a Z.,A is the same as G.,"Given the previous statements, is G a O?",No,G is not a O.,False
1078,A is a Y.,A is the same as K.,"Given the previous statements, is K a L?",No,K is not a L.,False
1079,A is a R.,A is the same as K.,"Given the previous statements, is K a J?",No,K is not a J.,False
1080,A is a D.,A is the same as H.,"Given the previous statements, is H a S?",No,H is not a S.,False
1081,A is a V.,A is the same as Z.,"Given the previous statements, is Z a R?",No,Z is not a R.,False
1082,A is a S.,A is the same as X.,"Given the previous statements, is X a Z?",No,X is not a Z.,False
1083,A is a E.,A is the same as F.,"Given the previous statements, is F a V?",No,F is not a V.,False
1084,A is a D.,A is the same as O.,"Given the previous statements, is O a Y?",No,O is not a Y.,False
1085,A is a L.,A is the same as S.,"Given the previous statements, is S a V?",No,S is not a V.,False
1086,A is a C.,A is the same as J.,"Given the previous statements, is J a U?",No,J is not a U.,False
1087,A is a V.,A is the same as B.,"Given the previous statements, is B a U?",No,B is not a U.,False
1088,A is a E.,A is the same as G.,"Given the previous statements, is G a U?",No,G is not a U.,False
1089,A is a K.,A is the same as G.,"Given the previous statements, is G a J?",No,G is not a J.,False
1090,A is a L.,A is the same as G.,"Given the previous statements, is G a Q?",No,G is not a Q.,False
1091,A is a Q.,A is the same as T.,"Given the previous statements, is T a I?",No,T is not a I.,False
1092,A is a W.,A is the same as O.,"Given the previous statements, is O a B?",No,O is not a B.,False
1093,A is a V.,A is the same as W.,"Given the previous statements, is W a Z?",No,W is not a Z.,False
1094,A is a D.,A is the same as N.,"Given the previous statements, is N a M?",No,N is not a M.,False
1095,A is a U.,A is the same as D.,"Given the previous statements, is D a H?",No,D is not a H.,False
1096,A is a F.,A is the same as V.,"Given the previous statements, is V a C?",No,V is not a C.,False
1097,A is a Y.,A is the same as O.,"Given the previous statements, is O a V?",No,O is not a V.,False
1098,A is a D.,A is the same as B.,"Given the previous statements, is B a U?",No,B is not a U.,False
1099,A is a X.,A is the same as E.,"Given the previous statements, is E a D?",No,E is not a D.,False
1100,A is a W.,A is the same as V.,"Given the previous statements, is V a O?",No,V is not a O.,False
1101,B is a H.,B is the same as Q.,"Given the previous statements, is Q a T?",No,Q is not a T.,False
1102,B is a Y.,B is the same as Q.,"Given the previous statements, is Q a I?",No,Q is not a I.,False
1103,B is a J.,B is the same as N.,"Given the previous statements, is N a Y?",No,N is not a Y.,False
1104,B is a W.,B is the same as S.,"Given the previous statements, is S a V?",No,S is not a V.,False
1105,B is a S.,B is the same as G.,"Given the previous statements, is G a N?",No,G is not a N.,False
1106,B is a J.,B is the same as P.,"Given the previous statements, is P a Y?",No,P is not a Y.,False
1107,B is a X.,B is the same as A.,"Given the previous statements, is A a Z?",No,A is not a Z.,False
1108,B is a G.,B is the same as Y.,"Given the previous statements, is Y a L?",No,Y is not a L.,False
1109,B is a F.,B is the same as Z.,"Given the previous statements, is Z a H?",No,Z is not a H.,False
1110,B is a R.,B is the same as Z.,"Given the previous statements, is Z a W?",No,Z is not a W.,False
1111,B is a E.,B is the same as V.,"Given the previous statements, is V a G?",No,V is not a G.,False
1112,B is a X.,B is the same as H.,"Given the previous statements, is H a D?",No,H is not a D.,False
1113,B is a G.,B is the same as C.,"Given the previous statements, is C a O?",No,C is not a O.,False
1114,B is a Z.,B is the same as P.,"Given the previous statements, is P a D?",No,P is not a D.,False
1115,B is a P.,B is the same as G.,"Given the previous statements, is G a I?",No,G is not a I.,False
1116,B is a T.,B is the same as Y.,"Given the previous statements, is Y a H?",No,Y is not a H.,False
1117,B is a K.,B is the same as E.,"Given the previous statements, is E a W?",No,E is not a W.,False
1118,B is a X.,B is the same as D.,"Given the previous statements, is D a N?",No,D is not a N.,False
1119,B is a E.,B is the same as D.,"Given the previous statements, is D a H?",No,D is not a H.,False
1120,B is a F.,B is the same as K.,"Given the previous statements, is K a Q?",No,K is not a Q.,False
1121,B is a W.,B is the same as V.,"Given the previous statements, is V a M?",No,V is not a M.,False
1122,B is a S.,B is the same as Z.,"Given the previous statements, is Z a Q?",No,Z is not a Q.,False
1123,B is a M.,B is the same as I.,"Given the previous statements, is I a D?",No,I is not a D.,False
1124,B is a H.,B is the same as O.,"Given the previous statements, is O a L?",No,O is not a L.,False
1125,B is a E.,B is the same as Y.,"Given the previous statements, is Y a T?",No,Y is not a T.,False
1126,B is a G.,B is the same as J.,"Given the previous statements, is J a K?",No,J is not a K.,False
1127,B is a G.,B is the same as A.,"Given the previous statements, is A a E?",No,A is not a E.,False
1128,B is a C.,B is the same as K.,"Given the previous statements, is K a W?",No,K is not a W.,False
1129,B is a Y.,B is the same as D.,"Given the previous statements, is D a H?",No,D is not a H.,False
1130,B is a L.,B is the same as C.,"Given the previous statements, is C a O?",No,C is not a O.,False
1131,B is a Y.,B is the same as W.,"Given the previous statements, is W a C?",No,W is not a C.,False
1132,B is a I.,B is the same as P.,"Given the previous statements, is P a X?",No,P is not a X.,False
1133,B is a U.,B is the same as M.,"Given the previous statements, is M a Y?",No,M is not a Y.,False
1134,B is a X.,B is the same as J.,"Given the previous statements, is J a L?",No,J is not a L.,False
1135,B is a H.,B is the same as U.,"Given the previous statements, is U a O?",No,U is not a O.,False
1136,B is a X.,B is the same as V.,"Given the previous statements, is V a G?",No,V is not a G.,False
1137,B is a P.,B is the same as I.,"Given the previous statements, is I a E?",No,I is not a E.,False
1138,B is a N.,B is the same as F.,"Given the previous statements, is F a E?",No,F is not a E.,False
1139,B is a M.,B is the same as N.,"Given the previous statements, is N a V?",No,N is not a V.,False
1140,B is a N.,B is the same as J.,"Given the previous statements, is J a L?",No,J is not a L.,False
1141,B is a E.,B is the same as R.,"Given the previous statements, is R a M?",No,R is not a M.,False
1142,B is a V.,B is the same as C.,"Given the previous statements, is C a S?",No,C is not a S.,False
1143,B is a P.,B is the same as O.,"Given the previous statements, is O a R?",No,O is not a R.,False
1144,B is a P.,B is the same as J.,"Given the previous statements, is J a W?",No,J is not a W.,False
1145,B is a E.,B is the same as F.,"Given the previous statements, is F a L?",No,F is not a L.,False
1146,B is a V.,B is the same as K.,"Given the previous statements, is K a Q?",No,K is not a Q.,False
1147,B is a C.,B is the same as K.,"Given the previous statements, is K a E?",No,K is not a E.,False
1148,B is a X.,B is the same as Y.,"Given the previous statements, is Y a K?",No,Y is not a K.,False
1149,B is a L.,B is the same as T.,"Given the previous statements, is T a K?",No,T is not a K.,False
1150,B is a D.,B is the same as E.,"Given the previous statements, is E a P?",No,E is not a P.,False
1151,B is a H.,B is the same as M.,"Given the previous statements, is M a R?",No,M is not a R.,False
1152,B is a V.,B is the same as F.,"Given the previous statements, is F a W?",No,F is not a W.,False
1153,B is a U.,B is the same as W.,"Given the previous statements, is W a Q?",No,W is not a Q.,False
1154,B is a M.,B is the same as U.,"Given the previous statements, is U a I?",No,U is not a I.,False
1155,B is a D.,B is the same as Y.,"Given the previous statements, is Y a U?",No,Y is not a U.,False
1156,B is a U.,B is the same as Q.,"Given the previous statements, is Q a Y?",No,Q is not a Y.,False
1157,B is a R.,B is the same as N.,"Given the previous statements, is N a O?",No,N is not a O.,False
1158,B is a S.,B is the same as W.,"Given the previous statements, is W a N?",No,W is not a N.,False
1159,B is a N.,B is the same as Z.,"Given the previous statements, is Z a V?",No,Z is not a V.,False
1160,B is a Y.,B is the same as J.,"Given the previous statements, is J a Z?",No,J is not a Z.,False
1161,B is a I.,B is the same as G.,"Given the previous statements, is G a V?",No,G is not a V.,False
1162,B is a N.,B is the same as A.,"Given the previous statements, is A a D?",No,A is not a D.,False
1163,B is a T.,B is the same as O.,"Given the previous statements, is O a I?",No,O is not a I.,False
1164,B is a A.,B is the same as Y.,"Given the previous statements, is Y a K?",No,Y is not a K.,False
1165,B is a G.,B is the same as K.,"Given the previous statements, is K a J?",No,K is not a J.,False
1166,B is a E.,B is the same as R.,"Given the previous statements, is R a Q?",No,R is not a Q.,False
1167,B is a W.,B is the same as C.,"Given the previous statements, is C a E?",No,C is not a E.,False
1168,B is a L.,B is the same as K.,"Given the previous statements, is K a Y?",No,K is not a Y.,False
1169,B is a Q.,B is the same as T.,"Given the previous statements, is T a U?",No,T is not a U.,False
1170,B is a X.,B is the same as M.,"Given the previous statements, is M a V?",No,M is not a V.,False
1171,B is a I.,B is the same as M.,"Given the previous statements, is M a T?",No,M is not a T.,False
1172,B is a J.,B is the same as F.,"Given the previous statements, is F a R?",No,F is not a R.,False
1173,B is a N.,B is the same as K.,"Given the previous statements, is K a O?",No,K is not a O.,False
1174,B is a N.,B is the same as O.,"Given the previous statements, is O a C?",No,O is not a C.,False
1175,B is a H.,B is the same as O.,"Given the previous statements, is O a F?",No,O is not a F.,False
1176,B is a R.,B is the same as V.,"Given the previous statements, is V a I?",No,V is not a I.,False
1177,B is a F.,B is the same as P.,"Given the previous statements, is P a S?",No,P is not a S.,False
1178,B is a K.,B is the same as D.,"Given the previous statements, is D a M?",No,D is not a M.,False
1179,B is a Z.,B is the same as V.,"Given the previous statements, is V a D?",No,V is not a D.,False
1180,B is a M.,B is the same as X.,"Given the previous statements, is X a E?",No,X is not a E.,False
1181,B is a Y.,B is the same as W.,"Given the previous statements, is W a D?",No,W is not a D.,False
1182,B is a O.,B is the same as S.,"Given the previous statements, is S a V?",No,S is not a V.,False
1183,B is a Z.,B is the same as O.,"Given the previous statements, is O a N?",No,O is not a N.,False
1184,B is a Q.,B is the same as Z.,"Given the previous statements, is Z a A?",No,Z is not a A.,False
1185,B is a G.,B is the same as P.,"Given the previous statements, is P a O?",No,P is not a O.,False
1186,B is a Y.,B is the same as K.,"Given the previous statements, is K a R?",No,K is not a R.,False
1187,B is a H.,B is the same as L.,"Given the previous statements, is L a S?",No,L is not a S.,False
1188,B is a Y.,B is the same as Z.,"Given the previous statements, is Z a K?",No,Z is not a K.,False
1189,B is a A.,B is the same as X.,"Given the previous statements, is X a C?",No,X is not a C.,False
1190,B is a W.,B is the same as H.,"Given the previous statements, is H a Z?",No,H is not a Z.,False
1191,B is a P.,B is the same as H.,"Given the previous statements, is H a C?",No,H is not a C.,False
1192,B is a K.,B is the same as O.,"Given the previous statements, is O a P?",No,O is not a P.,False
1193,B is a E.,B is the same as M.,"Given the previous statements, is M a X?",No,M is not a X.,False
1194,B is a E.,B is the same as M.,"Given the previous statements, is M a T?",No,M is not a T.,False
1195,B is a U.,B is the same as O.,"Given the previous statements, is O a M?",No,O is not a M.,False
1196,B is a Q.,B is the same as H.,"Given the previous statements, is H a P?",No,H is not a P.,False
1197,B is a R.,B is the same as N.,"Given the previous statements, is N a X?",No,N is not a X.,False
1198,B is a W.,B is the same as V.,"Given the previous statements, is V a D?",No,V is not a D.,False
1199,B is a L.,B is the same as C.,"Given the previous statements, is C a V?",No,C is not a V.,False
1200,B is a J.,B is the same as L.,"Given the previous statements, is L a D?",No,L is not a D.,False
1201,C is a R.,C is the same as Y.,"Given the previous statements, is Y a I?",No,Y is not a I.,False
1202,C is a Y.,C is the same as I.,"Given the previous statements, is I a L?",No,I is not a L.,False
1203,C is a P.,C is the same as W.,"Given the previous statements, is W a O?",No,W is not a O.,False
1204,C is a M.,C is the same as X.,"Given the previous statements, is X a I?",No,X is not a I.,False
1205,C is a X.,C is the same as P.,"Given the previous statements, is P a N?",No,P is not a N.,False
1206,C is a X.,C is the same as J.,"Given the previous statements, is J a R?",No,J is not a R.,False
1207,C is a O.,C is the same as K.,"Given the previous statements, is K a E?",No,K is not a E.,False
1208,C is a Q.,C is the same as R.,"Given the previous statements, is R a W?",No,R is not a W.,False
1209,C is a Z.,C is the same as K.,"Given the previous statements, is K a R?",No,K is not a R.,False
1210,C is a S.,C is the same as F.,"Given the previous statements, is F a T?",No,F is not a T.,False
1211,C is a T.,C is the same as Z.,"Given the previous statements, is Z a H?",No,Z is not a H.,False
1212,C is a R.,C is the same as P.,"Given the previous statements, is P a E?",No,P is not a E.,False
1213,C is a A.,C is the same as K.,"Given the previous statements, is K a G?",No,K is not a G.,False
1214,C is a Q.,C is the same as Z.,"Given the previous statements, is Z a E?",No,Z is not a E.,False
1215,C is a Q.,C is the same as M.,"Given the previous statements, is M a H?",No,M is not a H.,False
1216,C is a W.,C is the same as S.,"Given the previous statements, is S a R?",No,S is not a R.,False
1217,C is a F.,C is the same as P.,"Given the previous statements, is P a M?",No,P is not a M.,False
1218,C is a R.,C is the same as J.,"Given the previous statements, is J a V?",No,J is not a V.,False
1219,C is a R.,C is the same as U.,"Given the previous statements, is U a S?",No,U is not a S.,False
1220,C is a I.,C is the same as S.,"Given the previous statements, is S a G?",No,S is not a G.,False
1221,C is a B.,C is the same as Z.,"Given the previous statements, is Z a L?",No,Z is not a L.,False
1222,C is a T.,C is the same as L.,"Given the previous statements, is L a P?",No,L is not a P.,False
1223,C is a K.,C is the same as L.,"Given the previous statements, is L a U?",No,L is not a U.,False
1224,C is a A.,C is the same as D.,"Given the previous statements, is D a Y?",No,D is not a Y.,False
1225,C is a A.,C is the same as G.,"Given the previous statements, is G a E?",No,G is not a E.,False
1226,C is a H.,C is the same as G.,"Given the previous statements, is G a J?",No,G is not a J.,False
1227,C is a V.,C is the same as L.,"Given the previous statements, is L a N?",No,L is not a N.,False
1228,C is a T.,C is the same as H.,"Given the previous statements, is H a Q?",No,H is not a Q.,False
1229,C is a I.,C is the same as G.,"Given the previous statements, is G a D?",No,G is not a D.,False
1230,C is a I.,C is the same as U.,"Given the previous statements, is U a J?",No,U is not a J.,False
1231,C is a A.,C is the same as K.,"Given the previous statements, is K a R?",No,K is not a R.,False
1232,C is a N.,C is the same as M.,"Given the previous statements, is M a W?",No,M is not a W.,False
1233,C is a D.,C is the same as N.,"Given the previous statements, is N a I?",No,N is not a I.,False
1234,C is a G.,C is the same as V.,"Given the previous statements, is V a K?",No,V is not a K.,False
1235,C is a W.,C is the same as O.,"Given the previous statements, is O a S?",No,O is not a S.,False
1236,C is a U.,C is the same as H.,"Given the previous statements, is H a A?",No,H is not a A.,False
1237,C is a H.,C is the same as U.,"Given the previous statements, is U a Z?",No,U is not a Z.,False
1238,C is a U.,C is the same as L.,"Given the previous statements, is L a S?",No,L is not a S.,False
1239,C is a K.,C is the same as D.,"Given the previous statements, is D a F?",No,D is not a F.,False
1240,C is a B.,C is the same as X.,"Given the previous statements, is X a F?",No,X is not a F.,False
1241,C is a Z.,C is the same as J.,"Given the previous statements, is J a Q?",No,J is not a Q.,False
1242,C is a M.,C is the same as W.,"Given the previous statements, is W a Q?",No,W is not a Q.,False
1243,C is a V.,C is the same as R.,"Given the previous statements, is R a I?",No,R is not a I.,False
1244,C is a W.,C is the same as O.,"Given the previous statements, is O a X?",No,O is not a X.,False
1245,C is a T.,C is the same as X.,"Given the previous statements, is X a H?",No,X is not a H.,False
1246,C is a E.,C is the same as T.,"Given the previous statements, is T a Y?",No,T is not a Y.,False
1247,C is a I.,C is the same as K.,"Given the previous statements, is K a Q?",No,K is not a Q.,False
1248,C is a T.,C is the same as X.,"Given the previous statements, is X a V?",No,X is not a V.,False
1249,C is a H.,C is the same as T.,"Given the previous statements, is T a A?",No,T is not a A.,False
1250,C is a X.,C is the same as L.,"Given the previous statements, is L a F?",No,L is not a F.,False
1251,C is a P.,C is the same as Q.,"Given the previous statements, is Q a Y?",No,Q is not a Y.,False
1252,C is a T.,C is the same as J.,"Given the previous statements, is J a G?",No,J is not a G.,False
1253,C is a E.,C is the same as Z.,"Given the previous statements, is Z a M?",No,Z is not a M.,False
1254,C is a J.,C is the same as V.,"Given the previous statements, is V a E?",No,V is not a E.,False
1255,C is a A.,C is the same as N.,"Given the previous statements, is N a B?",No,N is not a B.,False
1256,C is a A.,C is the same as Q.,"Given the previous statements, is Q a D?",No,Q is not a D.,False
1257,C is a M.,C is the same as A.,"Given the previous statements, is A a X?",No,A is not a X.,False
1258,C is a T.,C is the same as F.,"Given the previous statements, is F a Z?",No,F is not a Z.,False
1259,C is a U.,C is the same as G.,"Given the previous statements, is G a E?",No,G is not a E.,False
1260,C is a Y.,C is the same as E.,"Given the previous statements, is E a J?",No,E is not a J.,False
1261,C is a Y.,C is the same as R.,"Given the previous statements, is R a Z?",No,R is not a Z.,False
1262,C is a I.,C is the same as U.,"Given the previous statements, is U a K?",No,U is not a K.,False
1263,C is a Y.,C is the same as U.,"Given the previous statements, is U a O?",No,U is not a O.,False
1264,C is a A.,C is the same as Y.,"Given the previous statements, is Y a X?",No,Y is not a X.,False
1265,C is a T.,C is the same as A.,"Given the previous statements, is A a Q?",No,A is not a Q.,False
1266,C is a J.,C is the same as V.,"Given the previous statements, is V a M?",No,V is not a M.,False
1267,C is a Y.,C is the same as I.,"Given the previous statements, is I a R?",No,I is not a R.,False
1268,C is a A.,C is the same as U.,"Given the previous statements, is U a D?",No,U is not a D.,False
1269,C is a H.,C is the same as G.,"Given the previous statements, is G a E?",No,G is not a E.,False
1270,C is a A.,C is the same as V.,"Given the previous statements, is V a S?",No,V is not a S.,False
1271,C is a S.,C is the same as N.,"Given the previous statements, is N a Q?",No,N is not a Q.,False
1272,C is a J.,C is the same as Y.,"Given the previous statements, is Y a G?",No,Y is not a G.,False
1273,C is a D.,C is the same as N.,"Given the previous statements, is N a Y?",No,N is not a Y.,False
1274,C is a X.,C is the same as N.,"Given the previous statements, is N a I?",No,N is not a I.,False
1275,C is a A.,C is the same as H.,"Given the previous statements, is H a Q?",No,H is not a Q.,False
1276,C is a F.,C is the same as X.,"Given the previous statements, is X a A?",No,X is not a A.,False
1277,C is a H.,C is the same as K.,"Given the previous statements, is K a L?",No,K is not a L.,False
1278,C is a Y.,C is the same as J.,"Given the previous statements, is J a Q?",No,J is not a Q.,False
1279,C is a U.,C is the same as E.,"Given the previous statements, is E a M?",No,E is not a M.,False
1280,C is a S.,C is the same as T.,"Given the previous statements, is T a E?",No,T is not a E.,False
1281,C is a G.,C is the same as J.,"Given the previous statements, is J a A?",No,J is not a A.,False
1282,C is a O.,C is the same as R.,"Given the previous statements, is R a V?",No,R is not a V.,False
1283,C is a N.,C is the same as F.,"Given the previous statements, is F a R?",No,F is not a R.,False
1284,C is a P.,C is the same as Z.,"Given the previous statements, is Z a I?",No,Z is not a I.,False
1285,C is a J.,C is the same as N.,"Given the previous statements, is N a M?",No,N is not a M.,False
1286,C is a H.,C is the same as E.,"Given the previous statements, is E a A?",No,E is not a A.,False
1287,C is a M.,C is the same as L.,"Given the previous statements, is L a V?",No,L is not a V.,False
1288,C is a D.,C is the same as E.,"Given the previous statements, is E a R?",No,E is not a R.,False
1289,C is a T.,C is the same as E.,"Given the previous statements, is E a D?",No,E is not a D.,False
1290,C is a O.,C is the same as V.,"Given the previous statements, is V a Z?",No,V is not a Z.,False
1291,C is a P.,C is the same as L.,"Given the previous statements, is L a T?",No,L is not a T.,False
1292,C is a F.,C is the same as O.,"Given the previous statements, is O a M?",No,O is not a M.,False
1293,C is a O.,C is the same as B.,"Given the previous statements, is B a I?",No,B is not a I.,False
1294,C is a X.,C is the same as M.,"Given the previous statements, is M a D?",No,M is not a D.,False
1295,C is a Z.,C is the same as O.,"Given the previous statements, is O a N?",No,O is not a N.,False
1296,C is a X.,C is the same as Q.,"Given the previous statements, is Q a W?",No,Q is not a W.,False
1297,C is a M.,C is the same as R.,"Given the previous statements, is R a F?",No,R is not a F.,False
1298,C is a F.,C is the same as K.,"Given the previous statements, is K a L?",No,K is not a L.,False
1299,C is a G.,C is the same as F.,"Given the previous statements, is F a L?",No,F is not a L.,False
1300,C is a P.,C is the same as T.,"Given the previous statements, is T a G?",No,T is not a G.,False
1301,D is a N.,D is the same as X.,"Given the previous statements, is X a P?",No,X is not a P.,False
1302,D is a V.,D is the same as E.,"Given the previous statements, is E a H?",No,E is not a H.,False
1303,D is a W.,D is the same as F.,"Given the previous statements, is F a G?",No,F is not a G.,False
1304,D is a R.,D is the same as P.,"Given the previous statements, is P a E?",No,P is not a E.,False
1305,D is a J.,D is the same as U.,"Given the previous statements, is U a Z?",No,U is not a Z.,False
1306,D is a T.,D is the same as C.,"Given the previous statements, is C a L?",No,C is not a L.,False
1307,D is a V.,D is the same as K.,"Given the previous statements, is K a B?",No,K is not a B.,False
1308,D is a I.,D is the same as Q.,"Given the previous statements, is Q a E?",No,Q is not a E.,False
1309,D is a Z.,D is the same as N.,"Given the previous statements, is N a I?",No,N is not a I.,False
1310,D is a G.,D is the same as M.,"Given the previous statements, is M a Z?",No,M is not a Z.,False
1311,D is a Q.,D is the same as C.,"Given the previous statements, is C a U?",No,C is not a U.,False
1312,D is a R.,D is the same as M.,"Given the previous statements, is M a L?",No,M is not a L.,False
1313,D is a C.,D is the same as F.,"Given the previous statements, is F a S?",No,F is not a S.,False
1314,D is a F.,D is the same as H.,"Given the previous statements, is H a P?",No,H is not a P.,False
1315,D is a B.,D is the same as W.,"Given the previous statements, is W a C?",No,W is not a C.,False
1316,D is a B.,D is the same as O.,"Given the previous statements, is O a N?",No,O is not a N.,False
1317,D is a Z.,D is the same as B.,"Given the previous statements, is B a H?",No,B is not a H.,False
1318,D is a J.,D is the same as N.,"Given the previous statements, is N a E?",No,N is not a E.,False
1319,D is a I.,D is the same as Y.,"Given the previous statements, is Y a X?",No,Y is not a X.,False
1320,D is a V.,D is the same as L.,"Given the previous statements, is L a H?",No,L is not a H.,False
1321,D is a K.,D is the same as B.,"Given the previous statements, is B a S?",No,B is not a S.,False
1322,D is a X.,D is the same as O.,"Given the previous statements, is O a J?",No,O is not a J.,False
1323,D is a V.,D is the same as A.,"Given the previous statements, is A a W?",No,A is not a W.,False
1324,D is a L.,D is the same as P.,"Given the previous statements, is P a C?",No,P is not a C.,False
1325,D is a G.,D is the same as O.,"Given the previous statements, is O a Y?",No,O is not a Y.,False
1326,D is a E.,D is the same as L.,"Given the previous statements, is L a N?",No,L is not a N.,False
1327,D is a W.,D is the same as Y.,"Given the previous statements, is Y a K?",No,Y is not a K.,False
1328,D is a L.,D is the same as O.,"Given the previous statements, is O a Y?",No,O is not a Y.,False
1329,D is a I.,D is the same as U.,"Given the previous statements, is U a C?",No,U is not a C.,False
1330,D is a G.,D is the same as E.,"Given the previous statements, is E a V?",No,E is not a V.,False
1331,D is a P.,D is the same as B.,"Given the previous statements, is B a T?",No,B is not a T.,False
1332,D is a C.,D is the same as T.,"Given the previous statements, is T a L?",No,T is not a L.,False
1333,D is a A.,D is the same as T.,"Given the previous statements, is T a O?",No,T is not a O.,False
1334,D is a L.,D is the same as O.,"Given the previous statements, is O a W?",No,O is not a W.,False
1335,D is a N.,D is the same as Z.,"Given the previous statements, is Z a X?",No,Z is not a X.,False
1336,D is a O.,D is the same as G.,"Given the previous statements, is G a Q?",No,G is not a Q.,False
1337,D is a E.,D is the same as B.,"Given the previous statements, is B a O?",No,B is not a O.,False
1338,D is a I.,D is the same as Y.,"Given the previous statements, is Y a Z?",No,Y is not a Z.,False
1339,D is a S.,D is the same as U.,"Given the previous statements, is U a V?",No,U is not a V.,False
1340,D is a A.,D is the same as E.,"Given the previous statements, is E a K?",No,E is not a K.,False
1341,D is a X.,D is the same as G.,"Given the previous statements, is G a Q?",No,G is not a Q.,False
1342,D is a A.,D is the same as G.,"Given the previous statements, is G a K?",No,G is not a K.,False
1343,D is a S.,D is the same as J.,"Given the previous statements, is J a R?",No,J is not a R.,False
1344,D is a N.,D is the same as Q.,"Given the previous statements, is Q a U?",No,Q is not a U.,False
1345,D is a X.,D is the same as B.,"Given the previous statements, is B a M?",No,B is not a M.,False
1346,D is a F.,D is the same as U.,"Given the previous statements, is U a I?",No,U is not a I.,False
1347,D is a O.,D is the same as Y.,"Given the previous statements, is Y a P?",No,Y is not a P.,False
1348,D is a L.,D is the same as B.,"Given the previous statements, is B a F?",No,B is not a F.,False
1349,D is a N.,D is the same as V.,"Given the previous statements, is V a Y?",No,V is not a Y.,False
1350,D is a I.,D is the same as A.,"Given the previous statements, is A a L?",No,A is not a L.,False
1351,D is a H.,D is the same as Z.,"Given the previous statements, is Z a R?",No,Z is not a R.,False
1352,D is a C.,D is the same as B.,"Given the previous statements, is B a Z?",No,B is not a Z.,False
1353,D is a I.,D is the same as T.,"Given the previous statements, is T a R?",No,T is not a R.,False
1354,D is a O.,D is the same as H.,"Given the previous statements, is H a K?",No,H is not a K.,False
1355,D is a I.,D is the same as W.,"Given the previous statements, is W a N?",No,W is not a N.,False
1356,D is a J.,D is the same as A.,"Given the previous statements, is A a F?",No,A is not a F.,False
1357,D is a K.,D is the same as H.,"Given the previous statements, is H a Z?",No,H is not a Z.,False
1358,D is a W.,D is the same as Q.,"Given the previous statements, is Q a M?",No,Q is not a M.,False
1359,D is a H.,D is the same as X.,"Given the previous statements, is X a S?",No,X is not a S.,False
1360,D is a A.,D is the same as O.,"Given the previous statements, is O a F?",No,O is not a F.,False
1361,D is a R.,D is the same as O.,"Given the previous statements, is O a W?",No,O is not a W.,False
1362,D is a F.,D is the same as Y.,"Given the previous statements, is Y a T?",No,Y is not a T.,False
1363,D is a F.,D is the same as A.,"Given the previous statements, is A a O?",No,A is not a O.,False
1364,D is a T.,D is the same as U.,"Given the previous statements, is U a A?",No,U is not a A.,False
1365,D is a X.,D is the same as F.,"Given the previous statements, is F a M?",No,F is not a M.,False
1366,D is a B.,D is the same as Q.,"Given the previous statements, is Q a L?",No,Q is not a L.,False
1367,D is a J.,D is the same as K.,"Given the previous statements, is K a I?",No,K is not a I.,False
1368,D is a H.,D is the same as W.,"Given the previous statements, is W a B?",No,W is not a B.,False
1369,D is a W.,D is the same as G.,"Given the previous statements, is G a K?",No,G is not a K.,False
1370,D is a N.,D is the same as Y.,"Given the previous statements, is Y a V?",No,Y is not a V.,False
