ID,triple1,triple2,question,answer,inferred triple,label
992,"Kent, Washington is a Location.","Kent, Washington is the same as m.010rh5.","Given the previous statements, is m.010rh5 a Location?",Yes,m.010rh5 is a Location.,True
993,"Kent, Washington is a PopulatedPlace.","Kent, Washington is the same as m.010rh5.","Given the previous statements, is m.010rh5 a PopulatedPlace?",Yes,m.010rh5 is a PopulatedPlace.,True
994,Ave!Comics is a Company.,Ave!Comics is the same as m.010rhxmr.,"Given the previous statements, is m.010rhxmr a Company?",Yes,m.010rhxmr is a Company.,True
995,Ave!Comics is an Agent.,Ave!Comics is the same as m.010rhxmr.,"Given the previous statements, is m.010rhxmr an Agent?",Yes,m.010rhxmr is a Agent.,True
996,Ave!Comics is an Organisation.,Ave!Comics is the same as m.010rhxmr.,"Given the previous statements, is m.010rhxmr an Organisation?",Yes,m.010rhxmr is a Organisation.,True
997,"Glamorgan County Council election, 1907 is an Organisation.","Glamorgan County Council election, 1907 is the same as m.010rjl15.","Given the previous statements, is m.010rjl15 an Organisation?",Yes,m.010rjl15 is a Organisation.,True
998,Simplicivalva charmion is an Animal.,Simplicivalva charmion is the same as m.010rntq.,"Given the previous statements, is m.010rntq an Animal?",Yes,m.010rntq is a Animal.,True
999,Simplicivalva charmion is an Eukaryote.,Simplicivalva charmion is the same as m.010rntq.,"Given the previous statements, is m.010rntq an Eukaryote?",Yes,m.010rntq is a Eukaryote.,True
1000,Simplicivalva charmion is a Species.,Simplicivalva charmion is the same as m.010rntq.,"Given the previous statements, is m.010rntq a Species?",Yes,m.010rntq is a Species.,True
1001,"Bonham, Texas is an Escalator.","Bonham, Texas is the same as m.0100 b.","Given the previous statements, is m.0100 b a Place?",No,m.0100 b is not a Place.,False
1002,"Bonham, Texas is a BodyOfWater.","Bonham, Texas is the same as m.0100 b.","Given the previous statements, is m.0100 b a Location?",No,m.0100 b is not a Location.,False
1003,"Bonham, Texas is an AthleticsPlayer.","Bonham, Texas is the same as m.0100 b.","Given the previous statements, is m.0100 b a PopulatedPlace?",No,m.0100 b is not a PopulatedPlace.,False
1004,Sthenognatha cinda is a TennisTournament.,Sthenognatha cinda is the same as m.0100b5jm.,"Given the previous statements, is m.0100b5jm an Insect?",No,m.0100b5jm is not an Insect.,False
1005,Symphlebia aryllis is a PoliticalConcept.,Symphlebia aryllis is the same as m.0100b6gn.,"Given the previous statements, is m.0100b6gn an Animal?",No,m.0100b6gn is not an Animal.,False
1006,Symphlebia aryllis is a Document.,Symphlebia aryllis is the same as m.0100b6gn.,"Given the previous statements, is m.0100b6gn an Eukaryote?",No,m.0100b6gn is not an Eukaryote.,False
1007,Symphlebia aryllis is a SpeedwayRider.,Symphlebia aryllis is the same as m.0100b6gn.,"Given the previous statements, is m.0100b6gn a Species?",No,m.0100b6gn is not a Species.,False
1008,Ali Shilatifard is a BodyOfWater.,Ali Shilatifard is the same as m.0100bl00.,"Given the previous statements, is m.0100bl00 a Person?",No,m.0100bl00 is not a Person.,False
1009,Ali Shilatifard is a NationalSoccerClub.,Ali Shilatifard is the same as m.0100bl00.,"Given the previous statements, is m.0100bl00 an Animal?",No,m.0100bl00 is not an Animal.,False
1010,Ali Shilatifard is a MemberResistanceMovement.,Ali Shilatifard is the same as m.0100bl00.,"Given the previous statements, is m.0100bl00 an Eukaryote?",No,m.0100bl00 is not an Eukaryote.,False
1011,Lauren Cornell is a ClassicalMusicArtist.,Lauren Cornell is the same as m.0100c2bq.,"Given the previous statements, is m.0100c2bq a Person?",No,m.0100c2bq is not a Person.,False
1012,Lauren Cornell is a SoccerPlayer.,Lauren Cornell is the same as m.0100c2bq.,"Given the previous statements, is m.0100c2bq an Animal?",No,m.0100c2bq is not an Animal.,False
1013,Lauren Cornell is a CapitalOfRegion.,Lauren Cornell is the same as m.0100c2bq.,"Given the previous statements, is m.0100c2bq an Eukaryote?",No,m.0100c2bq is not an Eukaryote.,False
1014,1919  Yorkshire Cup is a GeopoliticalOrganisation.,1919  Yorkshire Cup is the same as m.0100c3f8.,"Given the previous statements, is m.0100c3f8 a MilitaryConflict?",No,m.0100c3f8 is not a MilitaryConflict.,False
1015,Spilosoma heterogenea is an OrganisationMember.,Spilosoma heterogenea is the same as m.0100cymv.,"Given the previous statements, is m.0100cymv an Insect?",No,m.0100cymv is not an Insect.,False
1016,Die letzte Kommune is a Statistic.,Die letzte Kommune is the same as m.0100czwp.,"Given the previous statements, is m.0100czwp a Work?",No,m.0100czwp is not a Work.,False
1017,Die letzte Kommune is a PersonFunction.,Die letzte Kommune is the same as m.0100czwp.,"Given the previous statements, is m.0100czwp a Play?",No,m.0100czwp is not a Play.,False
1018,Die letzte Kommune is a StormSurge.,Die letzte Kommune is the same as m.0100czwp.,"Given the previous statements, is m.0100czwp a WrittenWork?",No,m.0100czwp is not a WrittenWork.,False
1019,Roenis Elías is a Nerve.,Roenis Elías is the same as m.0100dt86.,"Given the previous statements, is m.0100dt86 a Person?",No,m.0100dt86 is not a Person.,False
1020,Roenis Elías is a PoliticalParty.,Roenis Elías is the same as m.0100dt86.,"Given the previous statements, is m.0100dt86 an Animal?",No,m.0100dt86 is not an Animal.,False
1021,Roenis Elías is a ChartsPlacements.,Roenis Elías is the same as m.0100dt86.,"Given the previous statements, is m.0100dt86 an Athlete?",No,m.0100dt86 is not an Athlete.,False
1022,Natural Capital Committee is a VolleyballPlayer.,Natural Capital Committee is the same as m.0100dy 9.,"Given the previous statements, is m.0100dy 9 an Organisation?",No,m.0100dy 9 is not an Organisation.,False
1023,Bellevue Ohio Police Department is a VideogamesLeague.,Bellevue Ohio Police Department is the same as m.0100gntc.,"Given the previous statements, is m.0100gntc an Organisation?",No,m.0100gntc is not an Organisation.,False
1024,Matthew Schure is a MilitaryConflict.,Matthew Schure is the same as m.0100h0c0.,"Given the previous statements, is m.0100h0c0 a Person?",No,m.0100h0c0 is not a Person.,False
1025,Matthew Schure is a Synagogue.,Matthew Schure is the same as m.0100h0c0.,"Given the previous statements, is m.0100h0c0 an Animal?",No,m.0100h0c0 is not an Animal.,False
1026,Matthew Schure is a Dancer.,Matthew Schure is the same as m.0100h0c0.,"Given the previous statements, is m.0100h0c0 an Eukaryote?",No,m.0100h0c0 is not an Eukaryote.,False
1027,Gnaphosa fallax is a SportCompetitionResult.,Gnaphosa fallax is the same as m.0100hh4w.,"Given the previous statements, is m.0100hh4w an Eukaryote?",No,m.0100hh4w is not an Eukaryote.,False
1028,Seripha pyrrhocrocis is a Cipher.,Seripha pyrrhocrocis is the same as m.0100jps1.,"Given the previous statements, is m.0100jps1 an Animal?",No,m.0100jps1 is not an Animal.,False
1029,Seripha pyrrhocrocis is a Website.,Seripha pyrrhocrocis is the same as m.0100jps1.,"Given the previous statements, is m.0100jps1 an Eukaryote?",No,m.0100jps1 is not an Eukaryote.,False
1030,Seripha pyrrhocrocis is a Genre.,Seripha pyrrhocrocis is the same as m.0100jps1.,"Given the previous statements, is m.0100jps1 a Species?",No,m.0100jps1 is not a Species.,False
1031,Kurt Walter Bachstitz is a StatedResolution.,Kurt Walter Bachstitz is the same as m.0100kkwc.,"Given the previous statements, is m.0100kkwc a Person?",No,m.0100kkwc is not a Person.,False
1032,Federal Republic of Mindanao is a RailwayLine.,Federal Republic of Mindanao is the same as m.0100l0s7.,"Given the previous statements, is m.0100l0s7 a Place?",No,m.0100l0s7 is not a Place.,False
1033,Federal Republic of Mindanao is an Actor.,Federal Republic of Mindanao is the same as m.0100l0s7.,"Given the previous statements, is m.0100l0s7 a Location?",No,m.0100l0s7 is not a Location.,False
1034,Federal Republic of Mindanao is a Battery.,Federal Republic of Mindanao is the same as m.0100l0s7.,"Given the previous statements, is m.0100l0s7 a PopulatedPlace?",No,m.0100l0s7 is not a PopulatedPlace.,False
1035,Akio Mimura is a BusinessPerson.,Akio Mimura is the same as m.0100m10v.,"Given the previous statements, is m.0100m10v a Person?",No,m.0100m10v is not a Person.,False
1036,Tabitha Peterson is an Atoll.,Tabitha Peterson is the same as m.0100ng8g.,"Given the previous statements, is m.0100ng8g a Person?",No,m.0100ng8g is not a Person.,False
1037,Tabitha Peterson is a GovernmentAgency.,Tabitha Peterson is the same as m.0100ng8g.,"Given the previous statements, is m.0100ng8g an Animal?",No,m.0100ng8g is not an Animal.,False
1038,Tabitha Peterson is an Athletics.,Tabitha Peterson is the same as m.0100ng8g.,"Given the previous statements, is m.0100ng8g an Athlete?",No,m.0100ng8g is not an Athlete.,False
1039,Mary Hagedorn is a ChessPlayer.,Mary Hagedorn is the same as m.0100nwpy.,"Given the previous statements, is m.0100nwpy a Person?",No,m.0100nwpy is not a Person.,False
1040,Mary Hagedorn is an Instrument.,Mary Hagedorn is the same as m.0100nwpy.,"Given the previous statements, is m.0100nwpy an Animal?",No,m.0100nwpy is not an Animal.,False
1041,Mary Hagedorn is a Meeting.,Mary Hagedorn is the same as m.0100nwpy.,"Given the previous statements, is m.0100nwpy an Eukaryote?",No,m.0100nwpy is not an Eukaryote.,False
1042,Allium amphibolum is a Garden.,Allium amphibolum is the same as m.0100pnf2.,"Given the previous statements, is m.0100pnf2 a Plant?",No,m.0100pnf2 is not a Plant.,False
1043,Spilosoma virgulae is a Chef.,Spilosoma virgulae is the same as m.0100pnj1.,"Given the previous statements, is m.0100pnj1 an Insect?",No,m.0100pnj1 is not an Insect.,False
1044,MMM Toamasina is an OrganisationMember.,MMM Toamasina is the same as m.0100pzmg.,"Given the previous statements, is m.0100pzmg an Agent?",No,m.0100pzmg is not an Agent.,False
1045,MMM Toamasina is a Work.,MMM Toamasina is the same as m.0100pzmg.,"Given the previous statements, is m.0100pzmg a SportsClub?",No,m.0100pzmg is not a SportsClub.,False
1046,MMM Toamasina is a Contest.,MMM Toamasina is the same as m.0100pzmg.,"Given the previous statements, is m.0100pzmg an Organisation?",No,m.0100pzmg is not an Organisation.,False
1047,Andrew McLachlan is a BowlingLeague.,Andrew McLachlan is the same as m.0100qw0m.,"Given the previous statements, is m.0100qw0m a Person?",No,m.0100qw0m is not a Person.,False
1048,Andrew McLachlan is a Referee.,Andrew McLachlan is the same as m.0100qw0m.,"Given the previous statements, is m.0100qw0m an Animal?",No,m.0100qw0m is not an Animal.,False
1049,Andrew McLachlan is an Actor.,Andrew McLachlan is the same as m.0100qw0m.,"Given the previous statements, is m.0100qw0m an Eukaryote?",No,m.0100qw0m is not an Eukaryote.,False
1050,Manuel Gutiérrez de la Concha is an AustralianRulesFootballPlayer.,Manuel Gutiérrez de la Concha is the same as m.0100r 4w.,"Given the previous statements, is m.0100r 4w a Person?",No,m.0100r 4w is not a Person.,False
1051,Niels Jensen is a Tower.,Niels Jensen is the same as m.0100rgqh.,"Given the previous statements, is m.0100rgqh a Person?",No,m.0100rgqh is not a Person.,False
1052,Niels Jensen is a Star.,Niels Jensen is the same as m.0100rgqh.,"Given the previous statements, is m.0100rgqh an Animal?",No,m.0100rgqh is not an Animal.,False
1053,Niels Jensen is a Mill.,Niels Jensen is the same as m.0100rgqh.,"Given the previous statements, is m.0100rgqh an Athlete?",No,m.0100rgqh is not an Athlete.,False
1054,Men's Roller Derby World Cup is a Valley.,Men's Roller Derby World Cup is the same as m.0100rpsr.,"Given the previous statements, is m.0100rpsr a SocietalEvent?",No,m.0100rpsr is not a SocietalEvent.,False
1055,Men's Roller Derby World Cup is a GolfLeague.,Men's Roller Derby World Cup is the same as m.0100rpsr.,"Given the previous statements, is m.0100rpsr a Tournament?",No,m.0100rpsr is not a Tournament.,False
1056,Men's Roller Derby World Cup is a Stream.,Men's Roller Derby World Cup is the same as m.0100rpsr.,"Given the previous statements, is m.0100rpsr an Event?",No,m.0100rpsr is not an Event.,False
1057,1981 Campeonato Brasileiro Série B is a College.,1981 Campeonato Brasileiro Série B is the same as m.0100s3m6.,"Given the previous statements, is m.0100s3m6 a SportsTeamSeason?",No,m.0100s3m6 is not a SportsTeamSeason.,False
1058,1981 Campeonato Brasileiro Série B is a SambaSchool.,1981 Campeonato Brasileiro Série B is the same as m.0100s3m6.,"Given the previous statements, is m.0100s3m6 a FootballLeagueSeason?",No,m.0100s3m6 is not a FootballLeagueSeason.,False
1059,1981 Campeonato Brasileiro Série B is a StormSurge.,1981 Campeonato Brasileiro Série B is the same as m.0100s3m6.,"Given the previous statements, is m.0100s3m6 a SoccerTournament?",No,m.0100s3m6 is not a SoccerTournament.,False
1060,James B. Hays is a Group.,James B. Hays is the same as m.0100s3x.,"Given the previous statements, is m.0100s3x a Person?",No,m.0100s3x is not a Person.,False
1061,James B. Hays is a MicroRegion.,James B. Hays is the same as m.0100s3x.,"Given the previous statements, is m.0100s3x an Animal?",No,m.0100s3x is not an Animal.,False
1062,James B. Hays is a SubMunicipality.,James B. Hays is the same as m.0100s3x.,"Given the previous statements, is m.0100s3x an Eukaryote?",No,m.0100s3x is not an Eukaryote.,False
1063,Lionel Leventhal is an Infrastucture.,Lionel Leventhal is the same as m.0100stbx.,"Given the previous statements, is m.0100stbx an Agent?",No,m.0100stbx is not an Agent.,False
1064,Kawai Thermal Power Station is a ReligiousBuilding.,Kawai Thermal Power Station is the same as m.0100svh0.,"Given the previous statements, is m.0100svh0 a Plant?",No,m.0100svh0 is not a Plant.,False
1065,Laurent Duvernay-Tardif is a Rocket.,Laurent Duvernay-Tardif is the same as m.0101h9r6.,"Given the previous statements, is m.0101h9r6 a Person?",No,m.0101h9r6 is not a Person.,False
1066,Laurent Duvernay-Tardif is an Algorithm.,Laurent Duvernay-Tardif is the same as m.0101h9r6.,"Given the previous statements, is m.0101h9r6 a GridironFootballPlayer?",No,m.0101h9r6 is not a GridironFootballPlayer.,False
1067,Laurent Duvernay-Tardif is a TopicalConcept.,Laurent Duvernay-Tardif is the same as m.0101h9r6.,"Given the previous statements, is m.0101h9r6 an Animal?",No,m.0101h9r6 is not an Animal.,False
1068,"Seminole, Texas is an AmericanFootballCoach.","Seminole, Texas is the same as m.0101l.","Given the previous statements, is m.0101l a Place?",No,m.0101l is not a Place.,False
1069,"Seminole, Texas is a Single.","Seminole, Texas is the same as m.0101l.","Given the previous statements, is m.0101l a Location?",No,m.0101l is not a Location.,False
1070,"Seminole, Texas is an Automobile.","Seminole, Texas is the same as m.0101l.","Given the previous statements, is m.0101l a PopulatedPlace?",No,m.0101l is not a PopulatedPlace.,False
1071,Nat Robertson is a Gnetophytes.,Nat Robertson is the same as m.0101r01f.,"Given the previous statements, is m.0101r01f a Person?",No,m.0101r01f is not a Person.,False
1072,Nat Robertson is a SoapCharacter.,Nat Robertson is the same as m.0101r01f.,"Given the previous statements, is m.0101r01f an OfficeHolder?",No,m.0101r01f is not an OfficeHolder.,False
1073,"Sadler, Texas is an Escalator.","Sadler, Texas is the same as m.0101z1.","Given the previous statements, is m.0101z1 a Place?",No,m.0101z1 is not a Place.,False
1074,"Sadler, Texas is an Actor.","Sadler, Texas is the same as m.0101z1.","Given the previous statements, is m.0101z1 a Location?",No,m.0101z1 is not a Location.,False
1075,"Sadler, Texas is a Decoration.","Sadler, Texas is the same as m.0101z1.","Given the previous statements, is m.0101z1 a PopulatedPlace?",No,m.0101z1 is not a PopulatedPlace.,False
1076,Comparator applications is a NaturalPlace.,Comparator applications is the same as m.01026my9.,"Given the previous statements, is m.01026my9 a MilitaryUnit?",No,m.01026my9 is not a MilitaryUnit.,False
1077,Mahlon DeLong is a FormerMunicipality.,Mahlon DeLong is the same as m.01026vmb.,"Given the previous statements, is m.01026vmb a Person?",No,m.01026vmb is not a Person.,False
1078,Mahlon DeLong is a Sea.,Mahlon DeLong is the same as m.01026vmb.,"Given the previous statements, is m.01026vmb an Animal?",No,m.01026vmb is not an Animal.,False
1079,Mahlon DeLong is an On-SiteTransportation.,Mahlon DeLong is the same as m.01026vmb.,"Given the previous statements, is m.01026vmb an Eukaryote?",No,m.01026vmb is not an Eukaryote.,False
1080,Carmen J. Cavezza is a Decoration.,Carmen J. Cavezza is the same as m.01026vyx.,"Given the previous statements, is m.01026vyx a Person?",No,m.01026vyx is not a Person.,False
1081,Carmen J. Cavezza is a Crater.,Carmen J. Cavezza is the same as m.01026vyx.,"Given the previous statements, is m.01026vyx an Animal?",No,m.01026vyx is not an Animal.,False
1082,Carmen J. Cavezza is a StatedResolution.,Carmen J. Cavezza is the same as m.01026vyx.,"Given the previous statements, is m.01026vyx an Eukaryote?",No,m.01026vyx is not an Eukaryote.,False
1083,Tito Canepa is a Place.,Tito Canepa is the same as m.01026wn3.,"Given the previous statements, is m.01026wn3 a Person?",No,m.01026wn3 is not a Person.,False
1084,Tito Canepa is a Community.,Tito Canepa is the same as m.01026wn3.,"Given the previous statements, is m.01026wn3 an Animal?",No,m.01026wn3 is not an Animal.,False
1085,Tito Canepa is a LifeCycleEvent.,Tito Canepa is the same as m.01026wn3.,"Given the previous statements, is m.01026wn3 an Eukaryote?",No,m.01026wn3 is not an Eukaryote.,False
1086,Julia Gromyko is a Depth.,Julia Gromyko is the same as m.010274ff.,"Given the previous statements, is m.010274ff a Person?",No,m.010274ff is not a Person.,False
1087,Julia Gromyko is a Road.,Julia Gromyko is the same as m.010274ff.,"Given the previous statements, is m.010274ff an Animal?",No,m.010274ff is not an Animal.,False
1088,Julia Gromyko is a Building.,Julia Gromyko is the same as m.010274ff.,"Given the previous statements, is m.010274ff an Athlete?",No,m.010274ff is not an Athlete.,False
1089,Aleksey Pushkov is a Year.,Aleksey Pushkov is the same as m.010274ll.,"Given the previous statements, is m.010274ll a Person?",No,m.010274ll is not a Person.,False
1090,Aleksey Pushkov is a Racecourse.,Aleksey Pushkov is the same as m.010274ll.,"Given the previous statements, is m.010274ll an Animal?",No,m.010274ll is not an Animal.,False
1091,Aleksey Pushkov is an Embryology.,Aleksey Pushkov is the same as m.010274ll.,"Given the previous statements, is m.010274ll an Eukaryote?",No,m.010274ll is not an Eukaryote.,False
1092,Dimitrios Katartzis is a Cyclist.,Dimitrios Katartzis is the same as m.01027q58.,"Given the previous statements, is m.01027q58 a Person?",No,m.01027q58 is not a Person.,False
1093,Capital MetroRapid is a Prison.,Capital MetroRapid is the same as m.01028h71.,"Given the previous statements, is m.01028h71 a Company?",No,m.01028h71 is not a Company.,False
1094,Capital MetroRapid is a Pope.,Capital MetroRapid is the same as m.01028h71.,"Given the previous statements, is m.01028h71 an Agent?",No,m.01028h71 is not an Agent.,False
1095,Capital MetroRapid is a Humorist.,Capital MetroRapid is the same as m.01028h71.,"Given the previous statements, is m.01028h71 a PublicTransitSystem?",No,m.01028h71 is not a PublicTransitSystem.,False
1096,Denver Mills is an ArtistDiscography.,Denver Mills is the same as m.01028hb8.,"Given the previous statements, is m.01028hb8 a Person?",No,m.01028hb8 is not a Person.,False
1097,Denver Mills is a Manor.,Denver Mills is the same as m.01028hb8.,"Given the previous statements, is m.01028hb8 a GridironFootballPlayer?",No,m.01028hb8 is not a GridironFootballPlayer.,False
1098,Denver Mills is a Software.,Denver Mills is the same as m.01028hb8.,"Given the previous statements, is m.01028hb8 an Animal?",No,m.01028hb8 is not an Animal.,False
1099,William Burgess Pryer is a WrestlingEvent.,William Burgess Pryer is the same as m.01028rjp.,"Given the previous statements, is m.01028rjp a Person?",No,m.01028rjp is not a Person.,False
1100,Isonokami no Otomaro is a NordicCombined.,Isonokami no Otomaro is the same as m.01028ycq.,"Given the previous statements, is m.01028ycq a Person?",No,m.01028ycq is not a Person.,False
1101,Isonokami no Otomaro is a SportsTeamSeason.,Isonokami no Otomaro is the same as m.01028ycq.,"Given the previous statements, is m.01028ycq an Animal?",No,m.01028ycq is not an Animal.,False
1102,Isonokami no Otomaro is a Genre.,Isonokami no Otomaro is the same as m.01028ycq.,"Given the previous statements, is m.01028ycq an Eukaryote?",No,m.01028ycq is not an Eukaryote.,False
1103,Muangphe language is a PoliticianSpouse.,Muangphe language is the same as m.0102938x.,"Given the previous statements, is m.0102938x a Language?",No,m.0102938x is not a Language.,False
1104,Dadar Madgaon JanShatabdi Express is an AnimangaCharacter.,Dadar Madgaon JanShatabdi Express is the same as m.010299hr.,"Given the previous statements, is m.010299hr a Ship?",No,m.010299hr is not a Ship.,False
1105,2014–15 EuroChallenge is a Pyramid.,2014–15 EuroChallenge is the same as m.010299nm.,"Given the previous statements, is m.010299nm a SoccerTournament?",No,m.010299nm is not a SoccerTournament.,False
1106,Allium songpanicum is a Competition.,Allium songpanicum is the same as m.01029g v.,"Given the previous statements, is m.01029g v an Eukaryote?",No,m.01029g v is not an Eukaryote.,False
1107,Teracotona subapproximans is a TelevisionShow.,Teracotona subapproximans is the same as m.01029y1h.,"Given the previous statements, is m.01029y1h an Insect?",No,m.01029y1h is not an Insect.,False
1108,Wilhelmina Stålberg is a Library.,Wilhelmina Stålberg is the same as m.01029ymb.,"Given the previous statements, is m.01029ymb a Person?",No,m.01029ymb is not a Person.,False
1109,Wilhelmina Stålberg is a Mollusca.,Wilhelmina Stålberg is the same as m.01029ymb.,"Given the previous statements, is m.01029ymb an Animal?",No,m.01029ymb is not an Animal.,False
1110,Wilhelmina Stålberg is a Brewery.,Wilhelmina Stålberg is the same as m.01029ymb.,"Given the previous statements, is m.01029ymb an Eukaryote?",No,m.01029ymb is not an Eukaryote.,False
1111,Szombierki Coal Mine is a ControlledDesignationOfOriginWine.,Szombierki Coal Mine is the same as m.0102b0ny.,"Given the previous statements, is m.0102b0ny a Weapon?",No,m.0102b0ny is not a Weapon.,False
1112,Sydney Metropolitan Women's Rugby League is a Fish.,Sydney Metropolitan Women's Rugby League is the same as m.0102bmd8.,"Given the previous statements, is m.0102bmd8 an Agent?",No,m.0102bmd8 is not an Agent.,False
1113,Sydney Metropolitan Women's Rugby League is a ChartsPlacements.,Sydney Metropolitan Women's Rugby League is the same as m.0102bmd8.,"Given the previous statements, is m.0102bmd8 an Event?",No,m.0102bmd8 is not an Event.,False
1114,Sydney Metropolitan Women's Rugby League is an Infrastucture.,Sydney Metropolitan Women's Rugby League is the same as m.0102bmd8.,"Given the previous statements, is m.0102bmd8 an Organisation?",No,m.0102bmd8 is not an Organisation.,False
1115,Knotts Creek-Belleville Archeological Site is a ClericalOrder.,Knotts Creek-Belleville Archeological Site is the same as m.0102bmnc.,"Given the previous statements, is m.0102bmnc a Place?",No,m.0102bmnc is not a Place.,False
1116,Knotts Creek-Belleville Archeological Site is a Rocket.,Knotts Creek-Belleville Archeological Site is the same as m.0102bmnc.,"Given the previous statements, is m.0102bmnc a Location?",No,m.0102bmnc is not a Location.,False
1117,Knotts Creek-Belleville Archeological Site is a Synagogue.,Knotts Creek-Belleville Archeological Site is the same as m.0102bmnc.,"Given the previous statements, is m.0102bmnc a HistoricPlace?",No,m.0102bmnc is not a HistoricPlace.,False
1118,Spilarctia procedra is a Non-ProfitOrganisation.,Spilarctia procedra is the same as m.0102bmwj.,"Given the previous statements, is m.0102bmwj an Insect?",No,m.0102bmwj is not an Insect.,False
1119,Dan Laak is a Road.,Dan Laak is the same as m.0102bn43.,"Given the previous statements, is m.0102bn43 a Person?",No,m.0102bn43 is not a Person.,False
1120,Spilarctia nobilis is an Award.,Spilarctia nobilis is the same as m.0102c8n.,"Given the previous statements, is m.0102c8n an Insect?",No,m.0102c8n is not an Insect.,False
1121,Erg is a Pyramid.,Erg is the same as m.0102c9qk.,"Given the previous statements, is m.0102c9qk a Ship?",No,m.0102c9qk is not a Ship.,False
1122,Filaret Gumilevsky is a Pyramid.,Filaret Gumilevsky is the same as m.0102cvm9.,"Given the previous statements, is m.0102cvm9 a Person?",No,m.0102cvm9 is not a Person.,False
1123,The New Classic Tour is a ClubMoss.,The New Classic Tour is the same as m.0102cw13.,"Given the previous statements, is m.0102cw13 a WomensTennisAssociationTournament?",No,m.0102cw13 is not a WomensTennisAssociationTournament.,False
1124,Derek DelGaudio is a ComicsCreator.,Derek DelGaudio is the same as m.0102cx6s.,"Given the previous statements, is m.0102cx6s a Person?",No,m.0102cx6s is not a Person.,False
1125,Derek DelGaudio is a Tenure.,Derek DelGaudio is the same as m.0102cx6s.,"Given the previous statements, is m.0102cx6s an Animal?",No,m.0102cx6s is not an Animal.,False
1126,Derek DelGaudio is an Insect.,Derek DelGaudio is the same as m.0102cx6s.,"Given the previous statements, is m.0102cx6s an Eukaryote?",No,m.0102cx6s is not an Eukaryote.,False
1127,Timothy Allen is an Architect.,Timothy Allen is the same as m.0102dmmk.,"Given the previous statements, is m.0102dmmk an Agent?",No,m.0102dmmk is not an Agent.,False
1128,Tenagino Probus is a Monarch.,Tenagino Probus is the same as m.0102dndz.,"Given the previous statements, is m.0102dndz a Person?",No,m.0102dndz is not a Person.,False
1129,Tenagino Probus is a SnookerChamp.,Tenagino Probus is the same as m.0102dndz.,"Given the previous statements, is m.0102dndz an Animal?",No,m.0102dndz is not an Animal.,False
1130,Tenagino Probus is a BusinessPerson.,Tenagino Probus is the same as m.0102dndz.,"Given the previous statements, is m.0102dndz an Eukaryote?",No,m.0102dndz is not an Eukaryote.,False
1131,Tiago Leifert is a Politician.,Tiago Leifert is the same as m.0102dp1j.,"Given the previous statements, is m.0102dp1j a Person?",No,m.0102dp1j is not a Person.,False
1132,Tiago Leifert is a Lieutenant.,Tiago Leifert is the same as m.0102dp1j.,"Given the previous statements, is m.0102dp1j an Animal?",No,m.0102dp1j is not an Animal.,False
1133,Tiago Leifert is a Senator.,Tiago Leifert is the same as m.0102dp1j.,"Given the previous statements, is m.0102dp1j an Eukaryote?",No,m.0102dp1j is not an Eukaryote.,False
1134,Clifford executive council of Ceylon is a Chief.,Clifford executive council of Ceylon is the same as m.0102fp0w.,"Given the previous statements, is m.0102fp0w a Settlement?",No,m.0102fp0w is not a Settlement.,False
1135,John Martin is a Covid19.,John Martin is the same as m.0102g2m9.,"Given the previous statements, is m.0102g2m9 a Person?",No,m.0102g2m9 is not a Person.,False
1136,New Pacific Academy is an AthleticsPlayer.,New Pacific Academy is the same as m.0102jh9s.,"Given the previous statements, is m.0102jh9s a SocietalEvent?",No,m.0102jh9s is not a SocietalEvent.,False
1137,New Pacific Academy is a Depth.,New Pacific Academy is the same as m.0102jh9s.,"Given the previous statements, is m.0102jh9s an AcademicConference?",No,m.0102jh9s is not an AcademicConference.,False
1138,New Pacific Academy is a Brain.,New Pacific Academy is the same as m.0102jh9s.,"Given the previous statements, is m.0102jh9s an EducationalInstitution?",No,m.0102jh9s is not an EducationalInstitution.,False
1139,Coolavin is a Factory.,Coolavin is the same as m.0102jjy5.,"Given the previous statements, is m.0102jjy5 a Place?",No,m.0102jjy5 is not a Place.,False
1140,Coolavin is a Genre.,Coolavin is the same as m.0102jjy5.,"Given the previous statements, is m.0102jjy5 a Location?",No,m.0102jjy5 is not a Location.,False
1141,Coolavin is a CricketLeague.,Coolavin is the same as m.0102jjy5.,"Given the previous statements, is m.0102jjy5 a PopulatedPlace?",No,m.0102jjy5 is not a PopulatedPlace.,False
1142,Tessellota pura is a PowerStation.,Tessellota pura is the same as m.0102jx1c.,"Given the previous statements, is m.0102jx1c an Insect?",No,m.0102jx1c is not an Insect.,False
1143,Ann Cudd is a ProtectedArea.,Ann Cudd is the same as m.0102jyp2.,"Given the previous statements, is m.0102jyp2 a Person?",No,m.0102jyp2 is not a Person.,False
1144,Ann Cudd is a LiteraryGenre.,Ann Cudd is the same as m.0102jyp2.,"Given the previous statements, is m.0102jyp2 an Animal?",No,m.0102jyp2 is not an Animal.,False
1145,Ann Cudd is a Sea.,Ann Cudd is the same as m.0102jyp2.,"Given the previous statements, is m.0102jyp2 an Eukaryote?",No,m.0102jyp2 is not an Eukaryote.,False
1146,Generation Opportunity is a RugbyLeague.,Generation Opportunity is the same as m.0102kch3.,"Given the previous statements, is m.0102kch3 an Agent?",No,m.0102kch3 is not an Agent.,False
