ID,triple1,triple2,question,answer,inferred triple,label
448,Caterer is a subclass of Company.,Company is a subclas of MovingWalkway.,"Given the previous statements, is Caterer a subclass of Organisation?",No,Caterer is not a subclass of Organisation.,False
449,OrganisationMember is a subclass of Person.,Person is a subclas of MusicalWork.,"Given the previous statements, is OrganisationMember a subclass of Animal?",No,OrganisationMember is not a subclass of Animal.,False
450,Academic is a subclass of Person.,Person is a subclas of MusicDirector.,"Given the previous statements, is Academic a subclass of Animal?",No,Academic is not a subclass of Animal.,False
451,Architect is a subclass of Person.,Person is a subclas of Unknown.,"Given the previous statements, is Architect a subclass of Animal?",No,Architect is not a subclass of Animal.,False
452,Astronaut is a subclass of Person.,Person is a subclas of Agglomeration.,"Given the previous statements, is Astronaut a subclass of Animal?",No,Astronaut is not a subclass of Animal.,False
453,Athlete is a subclass of Person.,Person is a subclas of Curler.,"Given the previous statements, is Athlete a subclass of Animal?",No,Athlete is not a subclass of Animal.,False
454,BeautyQueen is a subclass of Person.,Person is a subclas of Chancellor.,"Given the previous statements, is BeautyQueen a subclass of Animal?",No,BeautyQueen is not a subclass of Animal.,False
455,BusinessPerson is a subclass of Person.,Person is a subclas of Biathlete.,"Given the previous statements, is BusinessPerson a subclass of Animal?",No,BusinessPerson is not a subclass of Animal.,False
456,Chef is a subclass of Person.,Person is a subclas of CricketTeam.,"Given the previous statements, is Chef a subclass of Animal?",No,Chef is not a subclass of Animal.,False
457,Cleric is a subclass of Person.,Person is a subclas of Mollusca.,"Given the previous statements, is Cleric a subclass of Animal?",No,Cleric is not a subclass of Animal.,False
458,Economist is a subclass of Person.,Person is a subclas of NarutoCharacter.,"Given the previous statements, is Economist a subclass of Animal?",No,Economist is not a subclass of Animal.,False
459,AdultActor is a subclass of Actor.,Actor is a subclas of Watermill.,"Given the previous statements, is AdultActor a subclass of Artist?",No,AdultActor is not a subclass of Artist.,False
460,VoiceActor is a subclass of Actor.,Actor is a subclas of Brewery.,"Given the previous statements, is VoiceActor a subclass of Artist?",No,VoiceActor is not a subclass of Artist.,False
461,MusicGenre is a subclass of Genre.,Genre is a subclas of ClassicalMusicComposition.,"Given the previous statements, is MusicGenre a subclass of TopicalConcept?",No,MusicGenre is not a subclass of TopicalConcept.,False
462,ArtisticGenre is a subclass of Genre.,Genre is a subclas of Winery.,"Given the previous statements, is ArtisticGenre a subclass of TopicalConcept?",No,ArtisticGenre is not a subclass of TopicalConcept.,False
463,LiteraryGenre is a subclass of Genre.,Genre is a subclas of MotorcycleRacingLeague.,"Given the previous statements, is LiteraryGenre a subclass of TopicalConcept?",No,LiteraryGenre is not a subclass of TopicalConcept.,False
464,MovieGenre is a subclass of Genre.,Genre is a subclas of SoccerLeague.,"Given the previous statements, is MovieGenre a subclass of TopicalConcept?",No,MovieGenre is not a subclass of TopicalConcept.,False
465,OverseasDepartment is a subclass of Department.,Department is a subclas of HistoricBuilding.,"Given the previous statements, is OverseasDepartment a subclass of GovernmentalAdministrativeRegion?",No,OverseasDepartment is not a subclass of GovernmentalAdministrativeRegion.,False
466,opengraph#Application is a subclass of Software.,Software is a subclas of HorseTrainer.,"Given the previous statements, is opengraph#Application a subclass of Work?",No,opengraph#Application is not a subclass of Work.,False
467,VideoGame is a subclass of Software.,Software is a subclas of District.,"Given the previous statements, is VideoGame a subclass of Work?",No,VideoGame is not a subclass of Work.,False
468,DocumentType is a subclass of Type.,Type is a subclas of Annotation.,"Given the previous statements, is DocumentType a subclass of TopicalConcept?",No,DocumentType is not a subclass of TopicalConcept.,False
469,GovernmentType is a subclass of Type.,Type is a subclas of Monarch.,"Given the previous statements, is GovernmentType a subclass of TopicalConcept?",No,GovernmentType is not a subclass of TopicalConcept.,False
470,RecordOffice is a subclass of Non-ProfitOrganisation.,Non-ProfitOrganisation is a subclas of City.,"Given the previous statements, is RecordOffice a subclass of Organisation?",No,RecordOffice is not a subclass of Organisation.,False
471,BroadcastNetwork is a subclass of Broadcaster.,Broadcaster is a subclas of SportsTeamSeason.,"Given the previous statements, is BroadcastNetwork a subclass of Organisation?",No,BroadcastNetwork is not a subclass of Organisation.,False
472,RadioStation is a subclass of Broadcaster.,Broadcaster is a subclas of Skos.,"Given the previous statements, is RadioStation a subclass of Organisation?",No,RadioStation is not a subclass of Organisation.,False
473,TelevisionStation is a subclass of Broadcaster.,Broadcaster is a subclas of BowlingLeague.,"Given the previous statements, is TelevisionStation a subclass of Organisation?",No,TelevisionStation is not a subclass of Organisation.,False
474,HollywoodCartoon is a subclass of Cartoon.,Cartoon is a subclas of CollectionOfValuables.,"Given the previous statements, is HollywoodCartoon a subclass of work?",No,HollywoodCartoon is not a subclass of work.,False
475,Anime is a subclass of Cartoon.,Cartoon is a subclas of PowerStation.,"Given the previous statements, is Anime a subclass of work?",No,Anime is not a subclass of work.,False
476,LegalCase is a subclass of Case.,Case is a subclas of SquashPlayer.,"Given the previous statements, is LegalCase a subclass of UnitOfWork?",No,LegalCase is not a subclass of UnitOfWork.,False
477,Galaxy is a subclass of CelestialBody.,CelestialBody is a subclas of MemberOfParliament.,"Given the previous statements, is Galaxy a subclass of Place?",No,Galaxy is not a subclass of Place.,False
478,Constellation is a subclass of CelestialBody.,CelestialBody is a subclas of Writer.,"Given the previous statements, is Constellation a subclass of Place?",No,Constellation is not a subclass of Place.,False
479,Asteroid is a subclass of CelestialBody.,CelestialBody is a subclas of Currency.,"Given the previous statements, is Asteroid a subclass of Place?",No,Asteroid is not a subclass of Place.,False
480,Planet is a subclass of CelestialBody.,CelestialBody is a subclas of ProtectedArea.,"Given the previous statements, is Planet a subclass of Place?",No,Planet is not a subclass of Place.,False
481,Star is a subclass of CelestialBody.,CelestialBody is a subclas of RailwayLine.,"Given the previous statements, is Star a subclass of Place?",No,Star is not a subclass of Place.,False
482,Nebula is a subclass of CelestialBody.,CelestialBody is a subclas of MilitaryStructure.,"Given the previous statements, is Nebula a subclass of Place?",No,Nebula is not a subclass of Place.,False
483,Satellite is a subclass of CelestialBody.,CelestialBody is a subclas of Sales.,"Given the previous statements, is Satellite a subclass of Place?",No,Satellite is not a subclass of Place.,False
484,Swarm is a subclass of CelestialBody.,CelestialBody is a subclas of RecordOffice.,"Given the previous statements, is Swarm a subclass of Place?",No,Swarm is not a subclass of Place.,False
485,Image is a subclass of Document.,Document is a subclas of Case.,"Given the previous statements, is Image a subclass of Work?",No,Image is not a subclass of Work.,False
486,Sound is a subclass of Document.,Document is a subclas of CyclingCompetition.,"Given the previous statements, is Sound a subclass of Work?",No,Sound is not a subclass of Work.,False
487,File is a subclass of Document.,Document is a subclas of Watermill.,"Given the previous statements, is File a subclass of Work?",No,File is not a subclass of Work.,False
488,HumanGene is a subclass of Gene.,Gene is a subclas of BeautyQueen.,"Given the previous statements, is HumanGene a subclass of Biomolecule?",No,HumanGene is not a subclass of Biomolecule.,False
489,AmericanFootballPlayer is a subclass of GridironFootballPlayer.,GridironFootballPlayer is a subclas of Saint.,"Given the previous statements, is AmericanFootballPlayer a subclass of Athlete?",No,AmericanFootballPlayer is not a subclass of Athlete.,False
490,CanadianFootballPlayer is a subclass of GridironFootballPlayer.,GridironFootballPlayer is a subclas of ChristianDoctrine.,"Given the previous statements, is CanadianFootballPlayer a subclass of Athlete?",No,CanadianFootballPlayer is not a subclass of Athlete.,False
491,Band is a subclass of Group.,Group is a subclas of SoccerPlayer.,"Given the previous statements, is Band a subclass of Organisation?",No,Band is not a subclass of Organisation.,False
492,ComedyGroup is a subclass of Group.,Group is a subclas of CanadianFootballLeague.,"Given the previous statements, is ComedyGroup a subclass of Organisation?",No,ComedyGroup is not a subclass of Organisation.,False
493,RouteOfTransportation is a subclass of Infrastructure.,Infrastructure is a subclas of Person.,"Given the previous statements, is RouteOfTransportation a subclass of ArchitecturalStructure?",No,RouteOfTransportation is not a subclass of ArchitecturalStructure.,False
494,Dam is a subclass of Infrastructure.,Infrastructure is a subclas of Drug.,"Given the previous statements, is Dam a subclass of ArchitecturalStructure?",No,Dam is not a subclass of ArchitecturalStructure.,False
495,LaunchPad is a subclass of Infrastructure.,Infrastructure is a subclas of Archive.,"Given the previous statements, is LaunchPad a subclass of ArchitecturalStructure?",No,LaunchPad is not a subclass of ArchitecturalStructure.,False
496,Airport is a subclass of Infrastructure.,Infrastructure is a subclas of MilitaryConflict.,"Given the previous statements, is Airport a subclass of ArchitecturalStructure?",No,Airport is not a subclass of ArchitecturalStructure.,False
497,PowerStation is a subclass of Infrastructure.,Infrastructure is a subclas of Lymph.,"Given the previous statements, is PowerStation a subclass of ArchitecturalStructure?",No,PowerStation is not a subclass of ArchitecturalStructure.,False
498,Station is a subclass of Infrastructure.,Infrastructure is a subclas of Model.,"Given the previous statements, is Station a subclass of ArchitecturalStructure?",No,Station is not a subclass of ArchitecturalStructure.,False
499,Dike is a subclass of Infrastructure.,Infrastructure is a subclas of Convention.,"Given the previous statements, is Dike a subclass of ArchitecturalStructure?",No,Dike is not a subclass of ArchitecturalStructure.,False
500,Lock is a subclass of Infrastructure.,Infrastructure is a subclas of ChristianDoctrine.,"Given the previous statements, is Lock a subclass of ArchitecturalStructure?",No,Lock is not a subclass of ArchitecturalStructure.,False
501,Port is a subclass of Infrastructure.,Infrastructure is a subclas of OverseasDepartment.,"Given the previous statements, is Port a subclass of ArchitecturalStructure?",No,Port is not a subclass of ArchitecturalStructure.,False
502,RestArea is a subclass of Infrastructure.,Infrastructure is a subclas of RoadTunnel.,"Given the previous statements, is RestArea a subclass of ArchitecturalStructure?",No,RestArea is not a subclass of ArchitecturalStructure.,False
503,SupremeCourtOfTheUnitedStatesCase is a subclass of LegalCase.,LegalCase is a subclas of Royalty.,"Given the previous statements, is SupremeCourtOfTheUnitedStatesCase a subclass of Case?",No,SupremeCourtOfTheUnitedStatesCase is not a subclass of Case.,False
504,MotorcycleRider is a subclass of MotorsportRacer.,MotorsportRacer is a subclas of Zoo.,"Given the previous statements, is MotorcycleRider a subclass of Athlete?",No,MotorcycleRider is not a subclass of Athlete.,False
505,RacingDriver is a subclass of MotorsportRacer.,MotorsportRacer is a subclas of MotorcycleRider.,"Given the previous statements, is RacingDriver a subclass of Athlete?",No,RacingDriver is not a subclass of Athlete.,False
506,Earthquake is a subclass of NaturalEvent.,NaturalEvent is a subclas of PlayWright.,"Given the previous statements, is Earthquake a subclass of Event?",No,Earthquake is not a subclass of Event.,False
507,SolarEclipse is a subclass of NaturalEvent.,NaturalEvent is a subclas of Food.,"Given the previous statements, is SolarEclipse a subclass of Event?",No,SolarEclipse is not a subclass of Event.,False
508,StormSurge is a subclass of NaturalEvent.,NaturalEvent is a subclas of PeriodicalLiterature.,"Given the previous statements, is StormSurge a subclass of Event?",No,StormSurge is not a subclass of Event.,False
509,Cave is a subclass of NaturalPlace.,NaturalPlace is a subclas of Statistic.,"Given the previous statements, is Cave a subclass of Place?",No,Cave is not a subclass of Place.,False
510,Crater is a subclass of NaturalPlace.,NaturalPlace is a subclas of ConcentrationCamp.,"Given the previous statements, is Crater a subclass of Place?",No,Crater is not a subclass of Place.,False
511,Glacier is a subclass of NaturalPlace.,NaturalPlace is a subclas of SpaceShuttle.,"Given the previous statements, is Glacier a subclass of Place?",No,Glacier is not a subclass of Place.,False
512,MountainPass is a subclass of NaturalPlace.,NaturalPlace is a subclas of Diploma.,"Given the previous statements, is MountainPass a subclass of Place?",No,MountainPass is not a subclass of Place.,False
513,Volcano is a subclass of NaturalPlace.,NaturalPlace is a subclas of FileSystem.,"Given the previous statements, is Volcano a subclass of Place?",No,Volcano is not a subclass of Place.,False
514,BodyOfWater is a subclass of NaturalPlace.,NaturalPlace is a subclas of ConcentrationCamp.,"Given the previous statements, is BodyOfWater a subclass of Place?",No,BodyOfWater is not a subclass of Place.,False
515,Mountain is a subclass of NaturalPlace.,NaturalPlace is a subclas of CanadianFootballPlayer.,"Given the previous statements, is Mountain a subclass of Place?",No,Mountain is not a subclass of Place.,False
516,MountainRange is a subclass of NaturalPlace.,NaturalPlace is a subclas of RouteOfTransportation.,"Given the previous statements, is MountainRange a subclass of Place?",No,MountainRange is not a subclass of Place.,False
517,Valley is a subclass of NaturalPlace.,NaturalPlace is a subclas of HandballLeague.,"Given the previous statements, is Valley a subclass of Place?",No,Valley is not a subclass of Place.,False
518,Archipelago is a subclass of NaturalPlace.,NaturalPlace is a subclas of Crater.,"Given the previous statements, is Archipelago a subclass of Place?",No,Archipelago is not a subclass of Place.,False
519,SportsTeamMember is a subclass of OrganisationMember.,OrganisationMember is a subclas of Eukaryote.,"Given the previous statements, is SportsTeamMember a subclass of Person?",No,SportsTeamMember is not a subclass of Person.,False
520,AcademicJournal is a subclass of PeriodicalLiterature.,PeriodicalLiterature is a subclas of Cricketer.,"Given the previous statements, is AcademicJournal a subclass of WrittenWork?",No,AcademicJournal is not a subclass of WrittenWork.,False
521,Magazine is a subclass of PeriodicalLiterature.,PeriodicalLiterature is a subclas of Star.,"Given the previous statements, is Magazine a subclass of WrittenWork?",No,Magazine is not a subclass of WrittenWork.,False
522,Newspaper is a subclass of PeriodicalLiterature.,PeriodicalLiterature is a subclas of ArtificialSatellite.,"Given the previous statements, is Newspaper a subclass of WrittenWork?",No,Newspaper is not a subclass of WrittenWork.,False
523,UndergroundJournal is a subclass of PeriodicalLiterature.,PeriodicalLiterature is a subclas of Tax.,"Given the previous statements, is UndergroundJournal a subclass of WrittenWork?",No,UndergroundJournal is not a subclass of WrittenWork.,False
524,ResearchProject is a subclass of Project.,Project is a subclas of MilitaryStructure.,"Given the previous statements, is ResearchProject a subclass of UnitOfWork?",No,ResearchProject is not a subclass of UnitOfWork.,False
525,CyclingRace is a subclass of Race.,Race is a subclas of AmericanFootballCoach.,"Given the previous statements, is CyclingRace a subclass of SportsEvent?",No,CyclingRace is not a subclass of SportsEvent.,False
526,HorseRace is a subclass of Race.,Race is a subclas of RugbyLeague.,"Given the previous statements, is HorseRace a subclass of SportsEvent?",No,HorseRace is not a subclass of SportsEvent.,False
527,MotorRace is a subclass of Race.,Race is a subclas of Mayor.,"Given the previous statements, is MotorRace a subclass of SportsEvent?",No,MotorRace is not a subclass of SportsEvent.,False
528,AdministrativeRegion is a subclass of Region.,Region is a subclas of WorldHeritageSite.,"Given the previous statements, is AdministrativeRegion a subclass of PopulatedPlace?",No,AdministrativeRegion is not a subclass of PopulatedPlace.,False
529,HistoricalRegion is a subclass of Region.,Region is a subclas of SkiArea.,"Given the previous statements, is HistoricalRegion a subclass of PopulatedPlace?",No,HistoricalRegion is not a subclass of PopulatedPlace.,False
530,NaturalRegion is a subclass of Region.,Region is a subclas of CollegeCoach.,"Given the previous statements, is NaturalRegion a subclass of PopulatedPlace?",No,NaturalRegion is not a subclass of PopulatedPlace.,False
531,RailwayTunnel is a subclass of RouteOfTransportation.,RouteOfTransportation is a subclas of Desert.,"Given the previous statements, is RailwayTunnel a subclass of Infrastructure?",No,RailwayTunnel is not a subclass of Infrastructure.,False
532,WaterwayTunnel is a subclass of RouteOfTransportation.,RouteOfTransportation is a subclas of Case.,"Given the previous statements, is WaterwayTunnel a subclass of Infrastructure?",No,WaterwayTunnel is not a subclass of Infrastructure.,False
533,Bridge is a subclass of RouteOfTransportation.,RouteOfTransportation is a subclas of Device.,"Given the previous statements, is Bridge a subclass of Infrastructure?",No,Bridge is not a subclass of Infrastructure.,False
534,RailwayLine is a subclass of RouteOfTransportation.,RouteOfTransportation is a subclas of SkiArea.,"Given the previous statements, is RailwayLine a subclass of Infrastructure?",No,RailwayLine is not a subclass of Infrastructure.,False
535,Road is a subclass of RouteOfTransportation.,RouteOfTransportation is a subclas of Rebbe.,"Given the previous statements, is Road a subclass of Infrastructure?",No,Road is not a subclass of Infrastructure.,False
536,RoadJunction is a subclass of RouteOfTransportation.,RouteOfTransportation is a subclas of FootballMatch.,"Given the previous statements, is RoadJunction a subclass of Infrastructure?",No,RoadJunction is not a subclass of Infrastructure.,False
537,RoadTunnel is a subclass of RouteOfTransportation.,RouteOfTransportation is a subclas of LaunchPad.,"Given the previous statements, is RoadTunnel a subclass of Infrastructure?",No,RoadTunnel is not a subclass of Infrastructure.,False
538,AcademicConference is a subclass of SocietalEvent.,SocietalEvent is a subclas of VideoGame.,"Given the previous statements, is AcademicConference a subclass of Event?",No,AcademicConference is not a subclass of Event.,False
539,HistoricalEvent is a subclass of SocietalEvent.,SocietalEvent is a subclas of Pyramid.,"Given the previous statements, is HistoricalEvent a subclass of Event?",No,HistoricalEvent is not a subclass of Event.,False
540,MusicFestival is a subclass of SocietalEvent.,SocietalEvent is a subclas of SoccerTournament.,"Given the previous statements, is MusicFestival a subclass of Event?",No,MusicFestival is not a subclass of Event.,False
541,Convention is a subclass of SocietalEvent.,SocietalEvent is a subclas of MotorcycleRider.,"Given the previous statements, is Convention a subclass of Event?",No,Convention is not a subclass of Event.,False
542,Election is a subclass of SocietalEvent.,SocietalEvent is a subclas of Parish.,"Given the previous statements, is Election a subclass of Event?",No,Election is not a subclass of Event.,False
543,FilmFestival is a subclass of SocietalEvent.,SocietalEvent is a subclas of Dog.,"Given the previous statements, is FilmFestival a subclass of Event?",No,FilmFestival is not a subclass of Event.,False
544,MilitaryConflict is a subclass of SocietalEvent.,SocietalEvent is a subclas of MathematicalConcept.,"Given the previous statements, is MilitaryConflict a subclass of Event?",No,MilitaryConflict is not a subclass of Event.,False
545,SpaceMission is a subclass of SocietalEvent.,SocietalEvent is a subclas of CricketTeam.,"Given the previous statements, is SpaceMission a subclass of Event?",No,SpaceMission is not a subclass of Event.,False
546,SportsEvent is a subclass of SocietalEvent.,SocietalEvent is a subclas of Tunnel.,"Given the previous statements, is SportsEvent a subclass of Event?",No,SportsEvent is not a subclass of Event.,False
547,Attack is a subclass of SocietalEvent.,SocietalEvent is a subclas of RallyDriver.,"Given the previous statements, is Attack a subclass of Event?",No,Attack is not a subclass of Event.,False
548,RugbyClub is a subclass of SportsClub.,SportsClub is a subclas of Ocean.,"Given the previous statements, is RugbyClub a subclass of Organisation?",No,RugbyClub is not a subclass of Organisation.,False
549,SoccerClub is a subclass of SportsClub.,SportsClub is a subclas of InlineHockeyLeague.,"Given the previous statements, is SoccerClub a subclass of Organisation?",No,SoccerClub is not a subclass of Organisation.,False
550,HockeyClub is a subclass of SportsClub.,SportsClub is a subclas of CareerStation.,"Given the previous statements, is HockeyClub a subclass of Organisation?",No,HockeyClub is not a subclass of Organisation.,False
551,BaseballSeason is a subclass of SportsTeamSeason.,SportsTeamSeason is a subclas of Factory.,"Given the previous statements, is BaseballSeason a subclass of SportsSeason?",No,BaseballSeason is not a subclass of SportsSeason.,False
552,FootballLeagueSeason is a subclass of SportsTeamSeason.,SportsTeamSeason is a subclas of WorldHeritageSite.,"Given the previous statements, is FootballLeagueSeason a subclass of SportsSeason?",No,FootballLeagueSeason is not a subclass of SportsSeason.,False
553,NCAATeamSeason is a subclass of SportsTeamSeason.,SportsTeamSeason is a subclas of TramStation.,"Given the previous statements, is NCAATeamSeason a subclass of SportsSeason?",No,NCAATeamSeason is not a subclass of SportsSeason.,False
554,SoccerClubSeason is a subclass of SportsTeamSeason.,SportsTeamSeason is a subclas of File.,"Given the previous statements, is SoccerClubSeason a subclass of SportsSeason?",No,SoccerClubSeason is not a subclass of SportsSeason.,False
555,SoccerLeagueSeason is a subclass of SportsTeamSeason.,SportsTeamSeason is a subclas of Archipelago.,"Given the previous statements, is SoccerLeagueSeason a subclass of SportsSeason?",No,SoccerLeagueSeason is not a subclass of SportsSeason.,False
556,GolfTournament is a subclass of Tournament.,Tournament is a subclas of Racecourse.,"Given the previous statements, is GolfTournament a subclass of SportsEvent?",No,GolfTournament is not a subclass of SportsEvent.,False
557,SoccerTournament is a subclass of Tournament.,Tournament is a subclas of ProtectedArea.,"Given the previous statements, is SoccerTournament a subclass of SportsEvent?",No,SoccerTournament is not a subclass of SportsEvent.,False
558,TennisTournament is a subclass of Tournament.,Tournament is a subclas of VolleyballPlayer.,"Given the previous statements, is TennisTournament a subclass of SportsEvent?",No,TennisTournament is not a subclass of SportsEvent.,False
559,WomensTennisAssociationTournament is a subclass of Tournament.,Tournament is a subclas of Name.,"Given the previous statements, is WomensTennisAssociationTournament a subclass of SportsEvent?",No,WomensTennisAssociationTournament is not a subclass of SportsEvent.,False
560,Grape is a subclass of FloweringPlant.,FloweringPlant is a subclas of Stadium.,"Given the previous statements, is Grape a subclass of Plant?",No,Grape is not a subclass of Plant.,False
561,Diocese is a subclass of ClericalAdministrativeRegion.,ClericalAdministrativeRegion is a subclas of Annotation.,"Given the previous statements, is Diocese a subclass of AdministrativeRegion?",No,Diocese is not a subclass of AdministrativeRegion.,False
562,Deanery is a subclass of ClericalAdministrativeRegion.,ClericalAdministrativeRegion is a subclas of Statistic.,"Given the previous statements, is Deanery a subclass of AdministrativeRegion?",No,Deanery is not a subclass of AdministrativeRegion.,False
563,Parish is a subclass of ClericalAdministrativeRegion.,ClericalAdministrativeRegion is a subclas of Mosque.,"Given the previous statements, is Parish a subclass of AdministrativeRegion?",No,Parish is not a subclass of AdministrativeRegion.,False
564,MovingImage is a subclass of Image.,Image is a subclas of Treadmill.,"Given the previous statements, is MovingImage a subclass of Document?",No,MovingImage is not a subclass of Document.,False
565,StillImage is a subclass of Image.,Image is a subclas of FigureSkater.,"Given the previous statements, is StillImage a subclass of Document?",No,StillImage is not a subclass of Document.,False
566,AustralianFootballTeam is a subclass of SportsTeam.,SportsTeam is a subclas of ControlledDesignationOfOriginWine.,"Given the previous statements, is AustralianFootballTeam a subclass of Organisation?",No,AustralianFootballTeam is not a subclass of Organisation.,False
567,FormulaOneTeam is a subclass of SportsTeam.,SportsTeam is a subclas of Bacteria.,"Given the previous statements, is FormulaOneTeam a subclass of Organisation?",No,FormulaOneTeam is not a subclass of Organisation.,False
568,HandballTeam is a subclass of SportsTeam.,SportsTeam is a subclas of BobsleighAthlete.,"Given the previous statements, is HandballTeam a subclass of Organisation?",No,HandballTeam is not a subclass of Organisation.,False
569,CricketTeam is a subclass of SportsTeam.,SportsTeam is a subclas of RallyDriver.,"Given the previous statements, is CricketTeam a subclass of Organisation?",No,CricketTeam is not a subclass of Organisation.,False
570,SpeedwayTeam is a subclass of SportsTeam.,SportsTeam is a subclas of ArchitecturalStructure.,"Given the previous statements, is SpeedwayTeam a subclass of Organisation?",No,SpeedwayTeam is not a subclass of Organisation.,False
571,BasketballTeam is a subclass of SportsTeam.,SportsTeam is a subclas of Tower.,"Given the previous statements, is BasketballTeam a subclass of Organisation?",No,BasketballTeam is not a subclass of Organisation.,False
572,CyclingTeam is a subclass of SportsTeam.,SportsTeam is a subclas of Ginkgo.,"Given the previous statements, is CyclingTeam a subclass of Organisation?",No,CyclingTeam is not a subclass of Organisation.,False
573,HockeyTeam is a subclass of SportsTeam.,SportsTeam is a subclas of LaunchPad.,"Given the previous statements, is HockeyTeam a subclass of Organisation?",No,HockeyTeam is not a subclass of Organisation.,False
574,AmericanFootballTeam is a subclass of SportsTeam.,SportsTeam is a subclas of Sound.,"Given the previous statements, is AmericanFootballTeam a subclass of Organisation?",No,AmericanFootballTeam is not a subclass of Organisation.,False
575,BaseballTeam is a subclass of SportsTeam.,SportsTeam is a subclas of Ligament.,"Given the previous statements, is BaseballTeam a subclass of Organisation?",No,BaseballTeam is not a subclass of Organisation.,False
576,BiologicalDatabase is a subclass of Database.,Database is a subclas of OldTerritory.,"Given the previous statements, is BiologicalDatabase a subclass of Work?",No,BiologicalDatabase is not a subclass of Work.,False
577,حیاتیاتی'ریکارڈرز پر مبنی ایک فائل' is a subclass of Database.,Database is a subclas of AdministrativeRegion.,"Given the previous statements, is حیاتیاتی'ریکارڈرز پر مبنی ایک فائل' a subclass of Work?",No,حیاتیاتی'ریکارڈرز پر مبنی ایک فائل' is not a subclass of Work.,False
578,RaceTrack is a subclass of SportFacility.,SportFacility is a subclas of MovieGenre.,"Given the previous statements, is RaceTrack a subclass of ArchitecturalStructure?",No,RaceTrack is not a subclass of ArchitecturalStructure.,False
579,CricketGround is a subclass of SportFacility.,SportFacility is a subclas of VicePrimeMinister.,"Given the previous statements, is CricketGround a subclass of ArchitecturalStructure?",No,CricketGround is not a subclass of ArchitecturalStructure.,False
580,GolfCourse is a subclass of SportFacility.,SportFacility is a subclas of SportsLeague.,"Given the previous statements, is GolfCourse a subclass of ArchitecturalStructure?",No,GolfCourse is not a subclass of ArchitecturalStructure.,False
581,SkiArea is a subclass of SportFacility.,SportFacility is a subclas of ScientificConcept.,"Given the previous statements, is SkiArea a subclass of ArchitecturalStructure?",No,SkiArea is not a subclass of ArchitecturalStructure.,False
582,Canal is a subclass of Stream.,Stream is a subclas of VolleyballLeague.,"Given the previous statements, is Canal a subclass of BodyOfWater?",No,Canal is not a subclass of BodyOfWater.,False
583,River is a subclass of Stream.,Stream is a subclas of PlayboyPlaymate.,"Given the previous statements, is River a subclass of BodyOfWater?",No,River is not a subclass of BodyOfWater.,False
584,Department is a subclass of GovernmentalAdministrativeRegion.,GovernmentalAdministrativeRegion is a subclas of ChristianBishop.,"Given the previous statements, is Department a subclass of AdministrativeRegion?",No,Department is not a subclass of AdministrativeRegion.,False
585,Municipality is a subclass of GovernmentalAdministrativeRegion.,GovernmentalAdministrativeRegion is a subclas of OlympicResult.,"Given the previous statements, is Municipality a subclass of AdministrativeRegion?",No,Municipality is not a subclass of AdministrativeRegion.,False
586,Arrondissement is a subclass of GovernmentalAdministrativeRegion.,GovernmentalAdministrativeRegion is a subclas of TopLevelDomain.,"Given the previous statements, is Arrondissement a subclass of AdministrativeRegion?",No,Arrondissement is not a subclass of AdministrativeRegion.,False
587,Canton is a subclass of GovernmentalAdministrativeRegion.,GovernmentalAdministrativeRegion is a subclas of Deanery.,"Given the previous statements, is Canton a subclass of AdministrativeRegion?",No,Canton is not a subclass of AdministrativeRegion.,False
588,District is a subclass of GovernmentalAdministrativeRegion.,GovernmentalAdministrativeRegion is a subclas of PrimeMinister.,"Given the previous statements, is District a subclass of AdministrativeRegion?",No,District is not a subclass of AdministrativeRegion.,False
589,DistrictWaterBoard is a subclass of GovernmentalAdministrativeRegion.,GovernmentalAdministrativeRegion is a subclas of Work.,"Given the previous statements, is DistrictWaterBoard a subclass of AdministrativeRegion?",No,DistrictWaterBoard is not a subclass of AdministrativeRegion.,False
590,MicroRegion is a subclass of GovernmentalAdministrativeRegion.,GovernmentalAdministrativeRegion is a subclas of Town.,"Given the previous statements, is MicroRegion a subclass of AdministrativeRegion?",No,MicroRegion is not a subclass of AdministrativeRegion.,False
591,Prefecture is a subclass of GovernmentalAdministrativeRegion.,GovernmentalAdministrativeRegion is a subclas of Aircraft.,"Given the previous statements, is Prefecture a subclass of AdministrativeRegion?",No,Prefecture is not a subclass of AdministrativeRegion.,False
592,Province is a subclass of GovernmentalAdministrativeRegion.,GovernmentalAdministrativeRegion is a subclas of Database.,"Given the previous statements, is Province a subclass of AdministrativeRegion?",No,Province is not a subclass of AdministrativeRegion.,False
593,Regency is a subclass of GovernmentalAdministrativeRegion.,GovernmentalAdministrativeRegion is a subclas of Star.,"Given the previous statements, is Regency a subclass of AdministrativeRegion?",No,Regency is not a subclass of AdministrativeRegion.,False
594,FormerMunicipality is a subclass of Municipality.,Municipality is a subclas of Pope.,"Given the previous statements, is FormerMunicipality a subclass of GovernmentalAdministrativeRegion?",No,FormerMunicipality is not a subclass of GovernmentalAdministrativeRegion.,False
595,Racecourse is a subclass of RaceTrack.,RaceTrack is a subclas of EthnicGroup.,"Given the previous statements, is Racecourse a subclass of SportFacility?",No,Racecourse is not a subclass of SportFacility.,False
596,Lighthouse is a subclass of Tower.,Tower is a subclas of VicePresident.,"Given the previous statements, is Lighthouse a subclass of ArchitecturalStructure?",No,Lighthouse is not a subclass of ArchitecturalStructure.,False
