ID,triple1,triple2,triple3,question,answer,inferred triple,label
486,B is a subclass of Y.,Y is a subclass of V.,"Given the previous statements, is B a subclass of N?",No,B is not a subclass of N.,False
487,B is a subclass of P.,P is a subclass of Y.,"Given the previous statements, is B a subclass of E?",No,B is not a subclass of E.,False
488,B is a subclass of V.,V is a subclass of J.,"Given the previous statements, is B a subclass of S?",No,B is not a subclass of S.,False
489,B is a subclass of G.,G is a subclass of O.,"Given the previous statements, is B a subclass of W?",No,B is not a subclass of W.,False
490,B is a subclass of T.,T is a subclass of A.,"Given the previous statements, is B a subclass of H?",No,B is not a subclass of H.,False
491,B is a subclass of C.,C is a subclass of Q.,"Given the previous statements, is B a subclass of L?",No,B is not a subclass of L.,False
492,B is a subclass of I.,I is a subclass of Y.,"Given the previous statements, is B a subclass of W?",No,B is not a subclass of W.,False
493,B is a subclass of G.,G is a subclass of U.,"Given the previous statements, is B a subclass of Z?",No,B is not a subclass of Z.,False
494,B is a subclass of V.,V is a subclass of Y.,"Given the previous statements, is B a subclass of H?",No,B is not a subclass of H.,False
495,B is a subclass of Z.,Z is a subclass of J.,"Given the previous statements, is B a subclass of N?",No,B is not a subclass of N.,False
496,B is a subclass of J.,J is a subclass of N.,"Given the previous statements, is B a subclass of D?",No,B is not a subclass of D.,False
497,B is a subclass of V.,V is a subclass of H.,"Given the previous statements, is B a subclass of L?",No,B is not a subclass of L.,False
498,B is a subclass of Q.,Q is a subclass of J.,"Given the previous statements, is B a subclass of X?",No,B is not a subclass of X.,False
499,B is a subclass of R.,R is a subclass of N.,"Given the previous statements, is B a subclass of W?",No,B is not a subclass of W.,False
500,B is a subclass of F.,F is a subclass of C.,"Given the previous statements, is B a subclass of L?",No,B is not a subclass of L.,False
501,B is a subclass of C.,C is a subclass of I.,"Given the previous statements, is B a subclass of V?",No,B is not a subclass of V.,False
502,B is a subclass of M.,M is a subclass of D.,"Given the previous statements, is B a subclass of X?",No,B is not a subclass of X.,False
503,B is a subclass of V.,V is a subclass of N.,"Given the previous statements, is B a subclass of Y?",No,B is not a subclass of Y.,False
504,B is a subclass of E.,E is a subclass of S.,"Given the previous statements, is B a subclass of D?",No,B is not a subclass of D.,False
505,B is a subclass of Q.,Q is a subclass of Y.,"Given the previous statements, is B a subclass of G?",No,B is not a subclass of G.,False
506,B is a subclass of U.,U is a subclass of C.,"Given the previous statements, is B a subclass of X?",No,B is not a subclass of X.,False
507,B is a subclass of Q.,Q is a subclass of M.,"Given the previous statements, is B a subclass of P?",No,B is not a subclass of P.,False
508,B is a subclass of T.,T is a subclass of L.,"Given the previous statements, is B a subclass of A?",No,B is not a subclass of A.,False
509,B is a subclass of H.,H is a subclass of E.,"Given the previous statements, is B a subclass of C?",No,B is not a subclass of C.,False
510,B is a subclass of T.,T is a subclass of D.,"Given the previous statements, is B a subclass of V?",No,B is not a subclass of V.,False
511,B is a subclass of Y.,Y is a subclass of P.,"Given the previous statements, is B a subclass of J?",No,B is not a subclass of J.,False
512,B is a subclass of Q.,Q is a subclass of J.,"Given the previous statements, is B a subclass of O?",No,B is not a subclass of O.,False
513,B is a subclass of X.,X is a subclass of E.,"Given the previous statements, is B a subclass of R?",No,B is not a subclass of R.,False
514,B is a subclass of O.,O is a subclass of M.,"Given the previous statements, is B a subclass of G?",No,B is not a subclass of G.,False
515,B is a subclass of K.,K is a subclass of F.,"Given the previous statements, is B a subclass of R?",No,B is not a subclass of R.,False
516,B is a subclass of A.,A is a subclass of W.,"Given the previous statements, is B a subclass of I?",No,B is not a subclass of I.,False
517,B is a subclass of J.,J is a subclass of A.,"Given the previous statements, is B a subclass of O?",No,B is not a subclass of O.,False
518,B is a subclass of L.,L is a subclass of W.,"Given the previous statements, is B a subclass of K?",No,B is not a subclass of K.,False
519,B is a subclass of C.,C is a subclass of Y.,"Given the previous statements, is B a subclass of W?",No,B is not a subclass of W.,False
520,B is a subclass of F.,F is a subclass of Q.,"Given the previous statements, is B a subclass of R?",No,B is not a subclass of R.,False
521,B is a subclass of A.,A is a subclass of J.,"Given the previous statements, is B a subclass of U?",No,B is not a subclass of U.,False
522,B is a subclass of D.,D is a subclass of H.,"Given the previous statements, is B a subclass of N?",No,B is not a subclass of N.,False
523,B is a subclass of O.,O is a subclass of V.,"Given the previous statements, is B a subclass of I?",No,B is not a subclass of I.,False
524,B is a subclass of A.,A is a subclass of S.,"Given the previous statements, is B a subclass of J?",No,B is not a subclass of J.,False
525,B is a subclass of M.,M is a subclass of W.,"Given the previous statements, is B a subclass of E?",No,B is not a subclass of E.,False
526,B is a subclass of M.,M is a subclass of O.,"Given the previous statements, is B a subclass of Z?",No,B is not a subclass of Z.,False
527,B is a subclass of S.,S is a subclass of Y.,"Given the previous statements, is B a subclass of W?",No,B is not a subclass of W.,False
528,B is a subclass of I.,I is a subclass of Z.,"Given the previous statements, is B a subclass of H?",No,B is not a subclass of H.,False
529,C is a subclass of K.,K is a subclass of B.,"Given the previous statements, is C a subclass of I?",No,C is not a subclass of I.,False
530,C is a subclass of F.,F is a subclass of I.,"Given the previous statements, is C a subclass of E?",No,C is not a subclass of E.,False
531,C is a subclass of A.,A is a subclass of H.,"Given the previous statements, is C a subclass of K?",No,C is not a subclass of K.,False
532,C is a subclass of M.,M is a subclass of L.,"Given the previous statements, is C a subclass of D?",No,C is not a subclass of D.,False
533,C is a subclass of P.,P is a subclass of B.,"Given the previous statements, is C a subclass of L?",No,C is not a subclass of L.,False
534,C is a subclass of A.,A is a subclass of Z.,"Given the previous statements, is C a subclass of K?",No,C is not a subclass of K.,False
535,C is a subclass of O.,O is a subclass of H.,"Given the previous statements, is C a subclass of J?",No,C is not a subclass of J.,False
536,C is a subclass of S.,S is a subclass of F.,"Given the previous statements, is C a subclass of X?",No,C is not a subclass of X.,False
537,C is a subclass of F.,F is a subclass of R.,"Given the previous statements, is C a subclass of L?",No,C is not a subclass of L.,False
538,C is a subclass of Z.,Z is a subclass of Y.,"Given the previous statements, is C a subclass of U?",No,C is not a subclass of U.,False
539,C is a subclass of W.,W is a subclass of O.,"Given the previous statements, is C a subclass of U?",No,C is not a subclass of U.,False
540,C is a subclass of Q.,Q is a subclass of Y.,"Given the previous statements, is C a subclass of B?",No,C is not a subclass of B.,False
541,C is a subclass of N.,N is a subclass of X.,"Given the previous statements, is C a subclass of L?",No,C is not a subclass of L.,False
542,C is a subclass of G.,G is a subclass of P.,"Given the previous statements, is C a subclass of M?",No,C is not a subclass of M.,False
543,C is a subclass of T.,T is a subclass of Z.,"Given the previous statements, is C a subclass of V?",No,C is not a subclass of V.,False
544,C is a subclass of D.,D is a subclass of F.,"Given the previous statements, is C a subclass of K?",No,C is not a subclass of K.,False
545,C is a subclass of X.,X is a subclass of P.,"Given the previous statements, is C a subclass of G?",No,C is not a subclass of G.,False
546,C is a subclass of Q.,Q is a subclass of X.,"Given the previous statements, is C a subclass of H?",No,C is not a subclass of H.,False
547,C is a subclass of V.,V is a subclass of D.,"Given the previous statements, is C a subclass of B?",No,C is not a subclass of B.,False
548,C is a subclass of S.,S is a subclass of B.,"Given the previous statements, is C a subclass of Q?",No,C is not a subclass of Q.,False
549,C is a subclass of K.,K is a subclass of E.,"Given the previous statements, is C a subclass of O?",No,C is not a subclass of O.,False
550,C is a subclass of P.,P is a subclass of K.,"Given the previous statements, is C a subclass of Z?",No,C is not a subclass of Z.,False
551,C is a subclass of J.,J is a subclass of N.,"Given the previous statements, is C a subclass of K?",No,C is not a subclass of K.,False
552,C is a subclass of K.,K is a subclass of U.,"Given the previous statements, is C a subclass of H?",No,C is not a subclass of H.,False
553,C is a subclass of D.,D is a subclass of E.,"Given the previous statements, is C a subclass of R?",No,C is not a subclass of R.,False
554,C is a subclass of N.,N is a subclass of L.,"Given the previous statements, is C a subclass of F?",No,C is not a subclass of F.,False
555,C is a subclass of X.,X is a subclass of O.,"Given the previous statements, is C a subclass of D?",No,C is not a subclass of D.,False
556,C is a subclass of W.,W is a subclass of F.,"Given the previous statements, is C a subclass of V?",No,C is not a subclass of V.,False
557,C is a subclass of S.,S is a subclass of Z.,"Given the previous statements, is C a subclass of W?",No,C is not a subclass of W.,False
558,C is a subclass of K.,K is a subclass of H.,"Given the previous statements, is C a subclass of B?",No,C is not a subclass of B.,False
559,C is a subclass of M.,M is a subclass of J.,"Given the previous statements, is C a subclass of W?",No,C is not a subclass of W.,False
560,C is a subclass of S.,S is a subclass of P.,"Given the previous statements, is C a subclass of Q?",No,C is not a subclass of Q.,False
561,C is a subclass of P.,P is a subclass of Z.,"Given the previous statements, is C a subclass of Y?",No,C is not a subclass of Y.,False
562,C is a subclass of H.,H is a subclass of Q.,"Given the previous statements, is C a subclass of P?",No,C is not a subclass of P.,False
563,C is a subclass of D.,D is a subclass of U.,"Given the previous statements, is C a subclass of T?",No,C is not a subclass of T.,False
564,C is a subclass of U.,U is a subclass of X.,"Given the previous statements, is C a subclass of H?",No,C is not a subclass of H.,False
565,C is a subclass of A.,A is a subclass of S.,"Given the previous statements, is C a subclass of Q?",No,C is not a subclass of Q.,False
566,C is a subclass of S.,S is a subclass of G.,"Given the previous statements, is C a subclass of V?",No,C is not a subclass of V.,False
567,C is a subclass of S.,S is a subclass of A.,"Given the previous statements, is C a subclass of I?",No,C is not a subclass of I.,False
568,C is a subclass of P.,P is a subclass of Z.,"Given the previous statements, is C a subclass of W?",No,C is not a subclass of W.,False
569,C is a subclass of L.,L is a subclass of F.,"Given the previous statements, is C a subclass of W?",No,C is not a subclass of W.,False
570,C is a subclass of J.,J is a subclass of S.,"Given the previous statements, is C a subclass of B?",No,C is not a subclass of B.,False
571,C is a subclass of A.,A is a subclass of H.,"Given the previous statements, is C a subclass of G?",No,C is not a subclass of G.,False
572,C is a subclass of W.,W is a subclass of H.,"Given the previous statements, is C a subclass of T?",No,C is not a subclass of T.,False
573,D is a subclass of M.,M is a subclass of N.,"Given the previous statements, is D a subclass of Q?",No,D is not a subclass of Q.,False
574,D is a subclass of U.,U is a subclass of S.,"Given the previous statements, is D a subclass of X?",No,D is not a subclass of X.,False
575,D is a subclass of X.,X is a subclass of U.,"Given the previous statements, is D a subclass of E?",No,D is not a subclass of E.,False
576,D is a subclass of F.,F is a subclass of E.,"Given the previous statements, is D a subclass of A?",No,D is not a subclass of A.,False
577,D is a subclass of M.,M is a subclass of T.,"Given the previous statements, is D a subclass of H?",No,D is not a subclass of H.,False
578,D is a subclass of W.,W is a subclass of X.,"Given the previous statements, is D a subclass of J?",No,D is not a subclass of J.,False
579,D is a subclass of I.,I is a subclass of E.,"Given the previous statements, is D a subclass of C?",No,D is not a subclass of C.,False
580,D is a subclass of M.,M is a subclass of O.,"Given the previous statements, is D a subclass of H?",No,D is not a subclass of H.,False
581,D is a subclass of P.,P is a subclass of G.,"Given the previous statements, is D a subclass of O?",No,D is not a subclass of O.,False
582,D is a subclass of R.,R is a subclass of H.,"Given the previous statements, is D a subclass of S?",No,D is not a subclass of S.,False
583,D is a subclass of G.,G is a subclass of H.,"Given the previous statements, is D a subclass of W?",No,D is not a subclass of W.,False
584,D is a subclass of I.,I is a subclass of Z.,"Given the previous statements, is D a subclass of F?",No,D is not a subclass of F.,False
585,D is a subclass of K.,K is a subclass of V.,"Given the previous statements, is D a subclass of J?",No,D is not a subclass of J.,False
586,D is a subclass of K.,K is a subclass of S.,"Given the previous statements, is D a subclass of B?",No,D is not a subclass of B.,False
587,D is a subclass of Q.,Q is a subclass of X.,"Given the previous statements, is D a subclass of U?",No,D is not a subclass of U.,False
588,D is a subclass of T.,T is a subclass of Z.,"Given the previous statements, is D a subclass of K?",No,D is not a subclass of K.,False
589,D is a subclass of K.,K is a subclass of Q.,"Given the previous statements, is D a subclass of A?",No,D is not a subclass of A.,False
590,D is a subclass of C.,C is a subclass of O.,"Given the previous statements, is D a subclass of E?",No,D is not a subclass of E.,False
591,D is a subclass of O.,O is a subclass of Z.,"Given the previous statements, is D a subclass of T?",No,D is not a subclass of T.,False
592,D is a subclass of I.,I is a subclass of M.,"Given the previous statements, is D a subclass of Q?",No,D is not a subclass of Q.,False
593,D is a subclass of A.,A is a subclass of F.,"Given the previous statements, is D a subclass of V?",No,D is not a subclass of V.,False
594,D is a subclass of E.,E is a subclass of W.,"Given the previous statements, is D a subclass of Y?",No,D is not a subclass of Y.,False
595,D is a subclass of C.,C is a subclass of K.,"Given the previous statements, is D a subclass of Z?",No,D is not a subclass of Z.,False
596,D is a subclass of T.,T is a subclass of M.,"Given the previous statements, is D a subclass of W?",No,D is not a subclass of W.,False
597,D is a subclass of H.,H is a subclass of F.,"Given the previous statements, is D a subclass of T?",No,D is not a subclass of T.,False
598,D is a subclass of V.,V is a subclass of T.,"Given the previous statements, is D a subclass of B?",No,D is not a subclass of B.,False
599,D is a subclass of R.,R is a subclass of E.,"Given the previous statements, is D a subclass of F?",No,D is not a subclass of F.,False
600,D is a subclass of P.,P is a subclass of H.,"Given the previous statements, is D a subclass of W?",No,D is not a subclass of W.,False
601,D is a subclass of Y.,Y is a subclass of F.,"Given the previous statements, is D a subclass of W?",No,D is not a subclass of W.,False
602,D is a subclass of F.,F is a subclass of J.,"Given the previous statements, is D a subclass of O?",No,D is not a subclass of O.,False
603,D is a subclass of S.,S is a subclass of E.,"Given the previous statements, is D a subclass of X?",No,D is not a subclass of X.,False
604,D is a subclass of K.,K is a subclass of W.,"Given the previous statements, is D a subclass of C?",No,D is not a subclass of C.,False
605,D is a subclass of J.,J is a subclass of Z.,"Given the previous statements, is D a subclass of N?",No,D is not a subclass of N.,False
606,D is a subclass of Q.,Q is a subclass of W.,"Given the previous statements, is D a subclass of J?",No,D is not a subclass of J.,False
607,D is a subclass of H.,H is a subclass of F.,"Given the previous statements, is D a subclass of X?",No,D is not a subclass of X.,False
608,D is a subclass of Q.,Q is a subclass of B.,"Given the previous statements, is D a subclass of W?",No,D is not a subclass of W.,False
609,D is a subclass of U.,U is a subclass of X.,"Given the previous statements, is D a subclass of Z?",No,D is not a subclass of Z.,False
610,D is a subclass of W.,W is a subclass of S.,"Given the previous statements, is D a subclass of G?",No,D is not a subclass of G.,False
611,D is a subclass of K.,K is a subclass of W.,"Given the previous statements, is D a subclass of F?",No,D is not a subclass of F.,False
612,D is a subclass of T.,T is a subclass of L.,"Given the previous statements, is D a subclass of U?",No,D is not a subclass of U.,False
613,D is a subclass of Q.,Q is a subclass of J.,"Given the previous statements, is D a subclass of K?",No,D is not a subclass of K.,False
614,D is a subclass of J.,J is a subclass of R.,"Given the previous statements, is D a subclass of W?",No,D is not a subclass of W.,False
615,D is a subclass of O.,O is a subclass of A.,"Given the previous statements, is D a subclass of X?",No,D is not a subclass of X.,False
616,D is a subclass of Z.,Z is a subclass of Q.,"Given the previous statements, is D a subclass of N?",No,D is not a subclass of N.,False
617,E is a subclass of Z.,Z is a subclass of A.,"Given the previous statements, is E a subclass of Y?",No,E is not a subclass of Y.,False
618,E is a subclass of K.,K is a subclass of A.,"Given the previous statements, is E a subclass of L?",No,E is not a subclass of L.,False
619,E is a subclass of C.,C is a subclass of V.,"Given the previous statements, is E a subclass of K?",No,E is not a subclass of K.,False
620,E is a subclass of X.,X is a subclass of U.,"Given the previous statements, is E a subclass of Q?",No,E is not a subclass of Q.,False
621,E is a subclass of G.,G is a subclass of L.,"Given the previous statements, is E a subclass of T?",No,E is not a subclass of T.,False
622,E is a subclass of N.,N is a subclass of F.,"Given the previous statements, is E a subclass of K?",No,E is not a subclass of K.,False
623,E is a subclass of W.,W is a subclass of U.,"Given the previous statements, is E a subclass of A?",No,E is not a subclass of A.,False
624,E is a subclass of A.,A is a subclass of K.,"Given the previous statements, is E a subclass of T?",No,E is not a subclass of T.,False
625,E is a subclass of Y.,Y is a subclass of O.,"Given the previous statements, is E a subclass of P?",No,E is not a subclass of P.,False
626,E is a subclass of Q.,Q is a subclass of Z.,"Given the previous statements, is E a subclass of K?",No,E is not a subclass of K.,False
627,E is a subclass of R.,R is a subclass of S.,"Given the previous statements, is E a subclass of D?",No,E is not a subclass of D.,False
628,E is a subclass of P.,P is a subclass of K.,"Given the previous statements, is E a subclass of A?",No,E is not a subclass of A.,False
629,E is a subclass of W.,W is a subclass of K.,"Given the previous statements, is E a subclass of T?",No,E is not a subclass of T.,False
630,E is a subclass of S.,S is a subclass of D.,"Given the previous statements, is E a subclass of A?",No,E is not a subclass of A.,False
631,E is a subclass of U.,U is a subclass of K.,"Given the previous statements, is E a subclass of H?",No,E is not a subclass of H.,False
632,E is a subclass of I.,I is a subclass of P.,"Given the previous statements, is E a subclass of C?",No,E is not a subclass of C.,False
633,E is a subclass of I.,I is a subclass of K.,"Given the previous statements, is E a subclass of W?",No,E is not a subclass of W.,False
634,E is a subclass of Q.,Q is a subclass of S.,"Given the previous statements, is E a subclass of O?",No,E is not a subclass of O.,False
635,E is a subclass of V.,V is a subclass of M.,"Given the previous statements, is E a subclass of H?",No,E is not a subclass of H.,False
636,E is a subclass of Z.,Z is a subclass of M.,"Given the previous statements, is E a subclass of P?",No,E is not a subclass of P.,False
637,E is a subclass of R.,R is a subclass of Y.,"Given the previous statements, is E a subclass of S?",No,E is not a subclass of S.,False
638,E is a subclass of O.,O is a subclass of L.,"Given the previous statements, is E a subclass of Y?",No,E is not a subclass of Y.,False
639,E is a subclass of V.,V is a subclass of J.,"Given the previous statements, is E a subclass of M?",No,E is not a subclass of M.,False
640,E is a subclass of V.,V is a subclass of O.,"Given the previous statements, is E a subclass of K?",No,E is not a subclass of K.,False
641,E is a subclass of M.,M is a subclass of V.,"Given the previous statements, is E a subclass of G?",No,E is not a subclass of G.,False
642,E is a subclass of J.,J is a subclass of U.,"Given the previous statements, is E a subclass of I?",No,E is not a subclass of I.,False
643,E is a subclass of O.,O is a subclass of C.,"Given the previous statements, is E a subclass of F?",No,E is not a subclass of F.,False
644,E is a subclass of V.,V is a subclass of T.,"Given the previous statements, is E a subclass of N?",No,E is not a subclass of N.,False
645,E is a subclass of H.,H is a subclass of B.,"Given the previous statements, is E a subclass of F?",No,E is not a subclass of F.,False
646,E is a subclass of L.,L is a subclass of T.,"Given the previous statements, is E a subclass of H?",No,E is not a subclass of H.,False
647,E is a subclass of D.,D is a subclass of T.,"Given the previous statements, is E a subclass of Y?",No,E is not a subclass of Y.,False
648,E is a subclass of F.,F is a subclass of Q.,"Given the previous statements, is E a subclass of I?",No,E is not a subclass of I.,False
649,E is a subclass of X.,X is a subclass of N.,"Given the previous statements, is E a subclass of I?",No,E is not a subclass of I.,False
650,E is a subclass of P.,P is a subclass of Q.,"Given the previous statements, is E a subclass of V?",No,E is not a subclass of V.,False
651,E is a subclass of L.,L is a subclass of R.,"Given the previous statements, is E a subclass of S?",No,E is not a subclass of S.,False
652,E is a subclass of L.,L is a subclass of Z.,"Given the previous statements, is E a subclass of J?",No,E is not a subclass of J.,False
653,E is a subclass of Z.,Z is a subclass of A.,"Given the previous statements, is E a subclass of H?",No,E is not a subclass of H.,False
654,E is a subclass of S.,S is a subclass of U.,"Given the previous statements, is E a subclass of K?",No,E is not a subclass of K.,False
655,E is a subclass of O.,O is a subclass of F.,"Given the previous statements, is E a subclass of U?",No,E is not a subclass of U.,False
656,E is a subclass of K.,K is a subclass of Q.,"Given the previous statements, is E a subclass of Y?",No,E is not a subclass of Y.,False
657,E is a subclass of J.,J is a subclass of T.,"Given the previous statements, is E a subclass of D?",No,E is not a subclass of D.,False
658,E is a subclass of F.,F is a subclass of Y.,"Given the previous statements, is E a subclass of X?",No,E is not a subclass of X.,False
659,E is a subclass of B.,B is a subclass of S.,"Given the previous statements, is E a subclass of R?",No,E is not a subclass of R.,False
660,E is a subclass of S.,S is a subclass of O.,"Given the previous statements, is E a subclass of D?",No,E is not a subclass of D.,False
661,F is a subclass of C.,C is a subclass of Q.,"Given the previous statements, is F a subclass of N?",No,F is not a subclass of N.,False
662,F is a subclass of R.,R is a subclass of G.,"Given the previous statements, is F a subclass of T?",No,F is not a subclass of T.,False
663,F is a subclass of Q.,Q is a subclass of G.,"Given the previous statements, is F a subclass of U?",No,F is not a subclass of U.,False
664,F is a subclass of G.,G is a subclass of S.,"Given the previous statements, is F a subclass of M?",No,F is not a subclass of M.,False
665,F is a subclass of A.,A is a subclass of S.,"Given the previous statements, is F a subclass of X?",No,F is not a subclass of X.,False
666,F is a subclass of D.,D is a subclass of O.,"Given the previous statements, is F a subclass of A?",No,F is not a subclass of A.,False
667,F is a subclass of X.,X is a subclass of L.,"Given the previous statements, is F a subclass of H?",No,F is not a subclass of H.,False
668,F is a subclass of L.,L is a subclass of G.,"Given the previous statements, is F a subclass of A?",No,F is not a subclass of A.,False
669,F is a subclass of V.,V is a subclass of M.,"Given the previous statements, is F a subclass of L?",No,F is not a subclass of L.,False
670,F is a subclass of N.,N is a subclass of M.,"Given the previous statements, is F a subclass of H?",No,F is not a subclass of H.,False
671,F is a subclass of Z.,Z is a subclass of V.,"Given the previous statements, is F a subclass of W?",No,F is not a subclass of W.,False
672,F is a subclass of J.,J is a subclass of W.,"Given the previous statements, is F a subclass of D?",No,F is not a subclass of D.,False
673,F is a subclass of E.,E is a subclass of V.,"Given the previous statements, is F a subclass of U?",No,F is not a subclass of U.,False
674,F is a subclass of H.,H is a subclass of J.,"Given the previous statements, is F a subclass of E?",No,F is not a subclass of E.,False
675,F is a subclass of B.,B is a subclass of J.,"Given the previous statements, is F a subclass of C?",No,F is not a subclass of C.,False
676,F is a subclass of Y.,Y is a subclass of U.,"Given the previous statements, is F a subclass of Z?",No,F is not a subclass of Z.,False
677,F is a subclass of D.,D is a subclass of N.,"Given the previous statements, is F a subclass of C?",No,F is not a subclass of C.,False
678,F is a subclass of D.,D is a subclass of W.,"Given the previous statements, is F a subclass of L?",No,F is not a subclass of L.,False
679,F is a subclass of O.,O is a subclass of C.,"Given the previous statements, is F a subclass of N?",No,F is not a subclass of N.,False
680,F is a subclass of S.,S is a subclass of O.,"Given the previous statements, is F a subclass of U?",No,F is not a subclass of U.,False
681,F is a subclass of Y.,Y is a subclass of A.,"Given the previous statements, is F a subclass of U?",No,F is not a subclass of U.,False
682,F is a subclass of W.,W is a subclass of N.,"Given the previous statements, is F a subclass of V?",No,F is not a subclass of V.,False
683,F is a subclass of A.,A is a subclass of I.,"Given the previous statements, is F a subclass of W?",No,F is not a subclass of W.,False
684,F is a subclass of I.,I is a subclass of M.,"Given the previous statements, is F a subclass of O?",No,F is not a subclass of O.,False
685,F is a subclass of O.,O is a subclass of E.,"Given the previous statements, is F a subclass of I?",No,F is not a subclass of I.,False
686,F is a subclass of S.,S is a subclass of U.,"Given the previous statements, is F a subclass of Z?",No,F is not a subclass of Z.,False
687,F is a subclass of T.,T is a subclass of J.,"Given the previous statements, is F a subclass of H?",No,F is not a subclass of H.,False
688,F is a subclass of B.,B is a subclass of G.,"Given the previous statements, is F a subclass of M?",No,F is not a subclass of M.,False
689,F is a subclass of O.,O is a subclass of X.,"Given the previous statements, is F a subclass of I?",No,F is not a subclass of I.,False
690,F is a subclass of Q.,Q is a subclass of X.,"Given the previous statements, is F a subclass of K?",No,F is not a subclass of K.,False
691,F is a subclass of W.,W is a subclass of Z.,"Given the previous statements, is F a subclass of H?",No,F is not a subclass of H.,False
692,F is a subclass of U.,U is a subclass of B.,"Given the previous statements, is F a subclass of R?",No,F is not a subclass of R.,False
693,F is a subclass of A.,A is a subclass of R.,"Given the previous statements, is F a subclass of T?",No,F is not a subclass of T.,False
694,F is a subclass of T.,T is a subclass of B.,"Given the previous statements, is F a subclass of R?",No,F is not a subclass of R.,False
695,F is a subclass of K.,K is a subclass of L.,"Given the previous statements, is F a subclass of J?",No,F is not a subclass of J.,False
696,F is a subclass of X.,X is a subclass of Y.,"Given the previous statements, is F a subclass of J?",No,F is not a subclass of J.,False
697,F is a subclass of E.,E is a subclass of K.,"Given the previous statements, is F a subclass of G?",No,F is not a subclass of G.,False
698,F is a subclass of S.,S is a subclass of O.,"Given the previous statements, is F a subclass of C?",No,F is not a subclass of C.,False
699,F is a subclass of Y.,Y is a subclass of D.,"Given the previous statements, is F a subclass of N?",No,F is not a subclass of N.,False
700,F is a subclass of L.,L is a subclass of B.,"Given the previous statements, is F a subclass of X?",No,F is not a subclass of X.,False
701,F is a subclass of S.,S is a subclass of X.,"Given the previous statements, is F a subclass of U?",No,F is not a subclass of U.,False
702,F is a subclass of R.,R is a subclass of M.,"Given the previous statements, is F a subclass of Z?",No,F is not a subclass of Z.,False
703,F is a subclass of U.,U is a subclass of Z.,"Given the previous statements, is F a subclass of I?",No,F is not a subclass of I.,False
704,F is a subclass of S.,S is a subclass of Y.,"Given the previous statements, is F a subclass of X?",No,F is not a subclass of X.,False
705,G is a subclass of S.,S is a subclass of Z.,"Given the previous statements, is G a subclass of M?",No,G is not a subclass of M.,False
706,G is a subclass of B.,B is a subclass of E.,"Given the previous statements, is G a subclass of U?",No,G is not a subclass of U.,False
707,G is a subclass of I.,I is a subclass of H.,"Given the previous statements, is G a subclass of V?",No,G is not a subclass of V.,False
708,G is a subclass of B.,B is a subclass of I.,"Given the previous statements, is G a subclass of O?",No,G is not a subclass of O.,False
709,G is a subclass of S.,S is a subclass of H.,"Given the previous statements, is G a subclass of Q?",No,G is not a subclass of Q.,False
710,G is a subclass of L.,L is a subclass of W.,"Given the previous statements, is G a subclass of H?",No,G is not a subclass of H.,False
711,G is a subclass of R.,R is a subclass of V.,"Given the previous statements, is G a subclass of B?",No,G is not a subclass of B.,False
712,G is a subclass of B.,B is a subclass of Z.,"Given the previous statements, is G a subclass of L?",No,G is not a subclass of L.,False
713,G is a subclass of P.,P is a subclass of L.,"Given the previous statements, is G a subclass of M?",No,G is not a subclass of M.,False
714,G is a subclass of V.,V is a subclass of B.,"Given the previous statements, is G a subclass of Y?",No,G is not a subclass of Y.,False
715,G is a subclass of D.,D is a subclass of Z.,"Given the previous statements, is G a subclass of E?",No,G is not a subclass of E.,False
716,G is a subclass of M.,M is a subclass of N.,"Given the previous statements, is G a subclass of X?",No,G is not a subclass of X.,False
717,G is a subclass of E.,E is a subclass of D.,"Given the previous statements, is G a subclass of Y?",No,G is not a subclass of Y.,False
718,G is a subclass of Y.,Y is a subclass of T.,"Given the previous statements, is G a subclass of F?",No,G is not a subclass of F.,False
719,G is a subclass of Y.,Y is a subclass of I.,"Given the previous statements, is G a subclass of O?",No,G is not a subclass of O.,False
720,G is a subclass of B.,B is a subclass of L.,"Given the previous statements, is G a subclass of S?",No,G is not a subclass of S.,False
721,G is a subclass of P.,P is a subclass of B.,"Given the previous statements, is G a subclass of U?",No,G is not a subclass of U.,False
722,G is a subclass of I.,I is a subclass of E.,"Given the previous statements, is G a subclass of W?",No,G is not a subclass of W.,False
723,G is a subclass of B.,B is a subclass of X.,"Given the previous statements, is G a subclass of Y?",No,G is not a subclass of Y.,False
724,G is a subclass of H.,H is a subclass of W.,"Given the previous statements, is G a subclass of X?",No,G is not a subclass of X.,False
725,G is a subclass of Y.,Y is a subclass of V.,"Given the previous statements, is G a subclass of A?",No,G is not a subclass of A.,False
726,G is a subclass of O.,O is a subclass of W.,"Given the previous statements, is G a subclass of S?",No,G is not a subclass of S.,False
727,G is a subclass of B.,B is a subclass of E.,"Given the previous statements, is G a subclass of Y?",No,G is not a subclass of Y.,False
728,G is a subclass of X.,X is a subclass of O.,"Given the previous statements, is G a subclass of H?",No,G is not a subclass of H.,False
729,G is a subclass of L.,L is a subclass of J.,"Given the previous statements, is G a subclass of Q?",No,G is not a subclass of Q.,False
730,G is a subclass of I.,I is a subclass of T.,"Given the previous statements, is G a subclass of N?",No,G is not a subclass of N.,False
731,G is a subclass of X.,X is a subclass of B.,"Given the previous statements, is G a subclass of Z?",No,G is not a subclass of Z.,False
