ID,triple1,question,answer,inferred triple,label,LLM output
743,Caroline Thompson is different from Caroline Thomson.,"Given the previous statement, is Caroline Thomson an Caroline Thompson?",Yes,Caroline Thomson is different from Caroline Thompson.,True,"No, Caroline Thompson is not an Caroline Thompson."
1807,Cartoon Art Museum is different from Cartoon Art Museum.,"Given the previous statement, is National Cartoon Museum an Cartoon Art Museum?",No,National Cartoon Museum is not different from Cartoon Art Museum.,False,"Yes, National Cartoon Museum is an Cartoon Art Museum."
1181,Cam Brook is different from Cam Brook.,"Given the previous statement, is River Cam an Cam Brook?",No,River Cam is not different from Cam Brook.,False,"No, River Cam is not Cam Brook."
769,Carrie Jenkins Harris is different from Carrie Jenkins Harris (American writer.,"Given the previous statement, is Carrie Jenkins Harris (American writer an Carrie Jenkins Harris?",Yes,Carrie Jenkins Harris (American writer is different from Carrie Jenkins Harris.,True,"Yes, Carrie Jenkins Harris (American writer) is different from Carrie Jenkins Harris."
877,Castle in the Air is different from The Air.,"Given the previous statement, is The Air an Castle in the Air?",Yes,The Air is different from Castle in the Air.,True,"Yes, The Air is different from Castle in the Air."
1566,Cardiff city centre is different from Cardiff city centre.,"Given the previous statement, is Cardiff Central an Cardiff city centre?",No,Cardiff Central is not different from Cardiff city centre.,False,"Yes, Cardiff Central is an area of the city centre."
96,Calder Hill is different from Calder Hall.,"Given the previous statement, is Calder Hall an Calder Hill?",Yes,Calder Hall is different from Calder Hill.,True,"No, Calder Hill is not the same as Calder Hall."
727,Carnosauria is different from Carnotaurus.,"Given the previous statement, is Carnotaurus an Carnosauria?",Yes,Carnotaurus is different from Carnosauria.,True,"Yes, Carnotaurus is an example of a Carnosauria."
1189,Camazepam is different from Camazepam.,"Given the previous statement, is Clonazepam an Camazepam?",No,Clonazepam is not different from Camazepam.,False,"No, Clonazepam is not Camazepam."
1524,Captain Scarlett is different from Captain Scarlett.,"Given the previous statement, is Captain Scarlet an Captain Scarlett?",No,Captain Scarlet is not different from Captain Scarlett.,False,"No, Captain Scarlett is not an Captain Scarlett."
139,California Shenandoah Valley AVA is different from Shenandoah Valley AVA.,"Given the previous statement, is Shenandoah Valley AVA an California Shenandoah Valley AVA?",Yes,Shenandoah Valley AVA is different from California Shenandoah Valley AVA.,True,"No, Shenandoah Valley AVA is not an California Shenando"
1734,Carol Vaness is different from Carol Vaness.,"Given the previous statement, is Vanness Wu an Carol Vaness?",No,Vanness Wu is not different from Carol Vaness.,False,"No, Vanness Wu is not Carol Vaness."
1711,Carmen Nigro is different from Carmen Nigro.,"Given the previous statement, is Carmine Nigro an Carmen Nigro?",No,Carmine Nigro is not different from Carmen Nigro.,False,"No, Carmine Nigro is not Carmen Nigro."
1001,Cabagan is different from Cabagan.,"Given the previous statement, is Cabangan an Cabagan?",No,Cabangan is not different from Cabagan.,False,"Yes, Cabangan is different from Cabagan."
1801,"Cartigny, Somme is different from Cartigny, Somme.","Given the previous statement, is Cantigny an Cartigny, Somme?",No,"Cantigny is not different from Cartigny, Somme.",False,"No, Cartigny, Somme is not Cartigny, Somme."
1650,Carlos Clark is different from Carlos Clark.,"Given the previous statement, is Carlos Clark an Carlos Clark?",No,Carlos Clark is not different from Carlos Clark.,False,"No, Carlos Clark is not an Carlos Clark."
708,"Carmel Valley, San Diego is different from California.","Given the previous statement, is California an Carmel Valley, San Diego?",Yes,"California is different from Carmel Valley, San Diego.",True,"No, California is not Carmel Valley, San Diego."
1671,Carlos Martínez is different from Carlos Martínez.,"Given the previous statement, is Carlos Martínez (pitcher an Carlos Martínez?",No,Carlos Martínez (pitcher is not different from Carlos Martínez.,False,"Yes, Carlos Marnez (pitcher) is different from Carlos Marnez (base"
298,Can-Am Express is different from Can-Am Connection.,"Given the previous statement, is Can-Am Connection an Can-Am Express?",Yes,Can-Am Connection is different from Can-Am Express.,True,"Yes, Can-Am Connection is an alternative to Can-Am Express."
660,Carlos Fonseca is different from Carlos Fonseca (footballer.,"Given the previous statement, is Carlos Fonseca (footballer an Carlos Fonseca?",Yes,Carlos Fonseca (footballer is different from Carlos Fonseca.,True,"Yes, Carlos Fonseca (footballer) is different from Carlos Fonsec"
1809,Cartoon Network Speedway is different from Cartoon Network Speedway.,"Given the previous statement, is Cartoon Network Racing an Cartoon Network Speedway?",No,Cartoon Network Racing is not different from Cartoon Network Speedway.,False,"Yes, Cartoon Network Racing is an example of a cartoon network speedway."
1741,Caroline Graham is different from Caroline Graham.,"Given the previous statement, is Carolyn Graham an Caroline Graham?",No,Carolyn Graham is not different from Caroline Graham.,False,"No, Carolyn Graham is not an Caroline Graham."
649,Carlos Chagas is different from Minas Gerais.,"Given the previous statement, is Minas Gerais an Carlos Chagas?",Yes,Minas Gerais is different from Carlos Chagas.,True,"Yes, Carlos Chagas is different from Minas Gerais."
1987,American philosophy is different from American philosophy.,"Given the previous statement, is Latin American philosophy an American philosophy?",No,Latin American philosophy is not different from American philosophy.,False,"No, Latin American philosophy is not an American philosophy."
1146,Call Center Girl is different from Call Center Girl.,"Given the previous statement, is Call girl an Call Center Girl?",No,Call girl is not different from Call Center Girl.,False,"Yes, Call girl is an Call Center Girl."
1158,Callisto is different from Callisto.,"Given the previous statement, is Calypso an Callisto?",No,Calypso is not different from Callisto.,False,"No, Calypso is not an Callisto."
182,Camaleona is different from Camaleones.,"Given the previous statement, is Camaleones an Camaleona?",Yes,Camaleones is different from Camaleona.,True,"Yes, Camaleones is an Camaleona."
1892,Castles in the Sky is different from Castles in the Sky.,"Given the previous statement, is The Sky an Castles in the Sky?",No,The Sky is not different from Castles in the Sky.,False,"Yes, The Sky is an example of Castles in the Sky."
67,Caistor is different from Castor.,"Given the previous statement, is Castor an Caistor?",Yes,Castor is different from Caistor.,True,"No, Castor is not a Caistor."
1414,Canon EOS 6D is different from Canon EOS 6D.,"Given the previous statement, is Canon EOS 60D an Canon EOS 6D?",No,Canon EOS 60D is not different from Canon EOS 6D.,False,"No, the Canon EOS 60D is not an Canon EOS 6D."
938,American Austin Car Company is different from Austin Automobile Company.,"Given the previous statement, is Austin Automobile Company an American Austin Car Company?",Yes,Austin Automobile Company is different from American Austin Car Company.,True,"Yes, Austin Automobile Company is an American Austin Car Company."
403,Canon is different from Canon.,"Given the previous statement, is Canon an Canon?",Yes,Canon is different from Canon.,True,"Yes, Canon is different from Canon."
1689,Carlos Valverde is different from Carlos Valverde.,"Given the previous statement, is Carlos Javier Valverde Doblado an Carlos Valverde?",No,Carlos Javier Valverde Doblado is not different from Carlos Valverde.,False,"Yes, Carlos Javier Valverde Doblado is an Carlos Valverde."
1373,Cannabinodiol is different from Cannabinodiol.,"Given the previous statement, is Cannabidiol an Cannabinodiol?",No,Cannabidiol is not different from Cannabinodiol.,False,"Yes, Cannabidiol is an Cannabinodiol"
107,"Caledonia, Illinois is different from Illinois.","Given the previous statement, is Illinois an Caledonia, Illinois?",Yes,"Illinois is different from Caledonia, Illinois.",True,"Yes, Caledonia, Illinois is different from Illinois."
1539,Caraval is different from Caraval.,"Given the previous statement, is Cervical an Caraval?",No,Cervical is not different from Caraval.,False,"No, Cervical is not a caraval."
1323,Canadian Amateur Hockey League is different from Canadian Amateur Hockey League.,"Given the previous statement, is Canadian Hockey League an Canadian Amateur Hockey League?",No,Canadian Hockey League is not different from Canadian Amateur Hockey League.,False,"Yes, the Canadian Hockey League is an American Amateur Hockey League."
15,Cachalote is different from Cachalot.,"Given the previous statement, is Cachalot an Cachalote?",Yes,Cachalot is different from Cachalote.,True,"Yes, Cachalot is different from Cachalot."
1954,American Journal of Medical Genetics is different from American Journal of Medical Genetics.,"Given the previous statement, is Journal of Medical Genetics an American Journal of Medical Genetics?",No,Journal of Medical Genetics is not different from American Journal of Medical Genetics.,False,"Yes, Journal of Medical Genetics is an American Journal of Medical Genetics."
1491,Capital University is different from Capital University.,"Given the previous statement, is Capital Medical University an Capital University?",No,Capital Medical University is not different from Capital University.,False,Capital Medical University is not an Capital University. Capital University is a public research university located in
720,Carnegie Museum of Art is different from California).,"Given the previous statement, is California) an Carnegie Museum of Art?",Yes,California) is different from Carnegie Museum of Art.,True,"No, California is not an Carnegie Museum of Art."
1944,American Collegiate Hockey Association is different from American Collegiate Hockey Association.,"Given the previous statement, is American Collegiate Hockey Association an American Collegiate Hockey Association?",No,American Collegiate Hockey Association is not different from American Collegiate Hockey Association.,False,"Yes, American Collegiate Hockey Association is an American Collegiate Hockey Association."
1355,Candy Hsu is different from Candy Hsu.,"Given the previous statement, is Cindy Hsu an Candy Hsu?",No,Cindy Hsu is not different from Candy Hsu.,False,"No, Cindy Hsu is not an Candy Hsu."
393,Cannon Mills is different from Canonmills.,"Given the previous statement, is Canonmills an Cannon Mills?",Yes,Canonmills is different from Cannon Mills.,True,"Yes, Canonmills is an example of a Cannon Mill."
1201,"Cambria, New York is different from Cambria, New York.","Given the previous statement, is Cambria Heights an Cambria, New York?",No,"Cambria Heights is not different from Cambria, New York.",False,"Yes, Cambria Heights is an area of Cambria, New York."
124,Calico is different from Coleco.,"Given the previous statement, is Coleco an Calico?",Yes,Coleco is different from Calico.,True,"No, Coleco is not a Calico."
117,Calgon is different from Calgon.,"Given the previous statement, is Calgon an Calgon?",Yes,Calgon is different from Calgon.,True,"No, Calgon is not an Calgon."
932,American Anglican Church is different from Anglican Province of America.,"Given the previous statement, is Anglican Province of America an American Anglican Church?",Yes,Anglican Province of America is different from American Anglican Church.,True,"Yes, Anglican Province of America is an American Anglican Church."
115,Calenzano is different from Calenzana.,"Given the previous statement, is Calenzana an Calenzano?",Yes,Calenzana is different from Calenzano.,True,"No, Calenzano is not different from Calenzana."
372,Cannabidiol is different from Cannabinol.,"Given the previous statement, is Cannabinol an Cannabidiol?",Yes,Cannabinol is different from Cannabidiol.,True,"Yes, Cannabinol is an Cannabidiol."
1461,Cape Cod Central Railroad is different from Cape Cod Central Railroad.,"Given the previous statement, is Cape Cod Branch Railroad an Cape Cod Central Railroad?",No,Cape Cod Branch Railroad is not different from Cape Cod Central Railroad.,False,"No, Cape Cod Branch Railroad is not an Cape Cod Central Railroad."
391,Cannon House Office Building is different from Burton Cannon House.,"Given the previous statement, is Burton Cannon House an Cannon House Office Building?",Yes,Burton Cannon House is different from Cannon House Office Building.,True,"No, Burton Cannon House is not a Cannon House Office Building."
1089,Caldas S.C. is different from Caldas S.C..,"Given the previous statement, is Once Caldas an Caldas S.C.?",No,Once Caldas is not different from Caldas S.C..,False,"Yes, Once Caldas is an Caldas S.C."
337,Canadian royalty is different from Royal Canadian.,"Given the previous statement, is Royal Canadian an Canadian royalty?",Yes,Royal Canadian is different from Canadian royalty.,True,"Yes, Royal Canadian is an example of Canadian royalty."
180,CamStudio is different from Camtasia Studio.,"Given the previous statement, is Camtasia Studio an CamStudio?",Yes,Camtasia Studio is different from CamStudio.,True,"Yes, CamStudio is different from Camtasia Studio."
1296,Can't Stop Dancing is different from Can't Stop Dancing.,"Given the previous statement, is Can't Stop Dancin' an Can't Stop Dancing?",No,Can't Stop Dancin' is not different from Can't Stop Dancing.,False,"Yes, Can't Stop Dancing is different from Can't Stop Dancing."
1997,Aminadab is different from Aminadab.,"Given the previous statement, is Amminadab an Aminadab?",No,Amminadab is not different from Aminadab.,False,"No, Aminadab is not an Aminadab."
873,Castle Kilbride is different from Kilbride Castle.,"Given the previous statement, is Kilbride Castle an Castle Kilbride?",Yes,Kilbride Castle is different from Castle Kilbride.,True,"Yes, Kilbride Castle is different from Kilbride Castle."
1312,Canada Women's Sevens is different from Canada Women's Sevens.,"Given the previous statement, is Canada women's national rugby sevens team an Canada Women's Sevens?",No,Canada women's national rugby sevens team is not different from Canada Women's Sevens.,False,"Yes, the Canada women's national rugby sevens team is an Canada Women's Seven"
723,Carnival in Rio is different from Rio Carnival.,"Given the previous statement, is Rio Carnival an Carnival in Rio?",Yes,Rio Carnival is different from Carnival in Rio.,True,"Yes, Rio Carnival is an Carnival in Rio."
1500,Capitol is different from Capitol.,"Given the previous statement, is Capital an Capitol?",No,Capital is not different from Capitol.,False,"Yes, Capital is an Capitol."
469,Cape St. Mary's is different from Cape St. Marys.,"Given the previous statement, is Cape St. Marys an Cape St. Mary's?",Yes,Cape St. Marys is different from Cape St. Mary's.,True,"Yes, Cape St. Marys is different from Cape St. Marys."
209,Cambrian substrate revolution is different from Green Revolution.,"Given the previous statement, is Green Revolution an Cambrian substrate revolution?",Yes,Green Revolution is different from Cambrian substrate revolution.,True,"Yes, the Cambrian substrate revolution is different from the Green Revolution."
1249,Camerota is different from Camerota.,"Given the previous statement, is Camerota an Camerota?",No,Camerota is not different from Camerota.,False,"No, Camerota is not an Camerota."
1125,Calico Mills is different from Calico Mills.,"Given the previous statement, is Calico Printers' Association an Calico Mills?",No,Calico Printers' Association is not different from Calico Mills.,False,"No, Calico Printers' Association is not an Calico Mills."
1993,Amiga E is different from Amiga E.,"Given the previous statement, is E an Amiga E?",No,E is not different from Amiga E.,False,"Yes, Amiga E is different from Amiga E."
28,Cadillac Brougham is different from Holden Brougham.,"Given the previous statement, is Holden Brougham an Cadillac Brougham?",Yes,Holden Brougham is different from Cadillac Brougham.,True,"Yes, Holden Brougham is different from a Cadillac Brougham."
1835,Casey James is different from Casey James.,"Given the previous statement, is Kasey James an Casey James?",No,Kasey James is not different from Casey James.,False,"No, Casey James is not Casey James."
212,Cambridge College is different from Colleges of the University of Cambridge.,"Given the previous statement, is Colleges of the University of Cambridge an Cambridge College?",Yes,Colleges of the University of Cambridge is different from Cambridge College.,True,"Yes, Cambridge College is different from Colleges of the University of Cambridge."
907,Catan is different from Catan.,"Given the previous statement, is Catan an Catan?",Yes,Catan is different from Catan.,True,"Yes, Catan is different from Catan."
1398,Canon is different from Canon.,"Given the previous statement, is Cannon an Canon?",No,Cannon is not different from Canon.,False,"No, Canon is not an Canon."
136,California Pizza Kitchen is different from Pizza California.,"Given the previous statement, is Pizza California an California Pizza Kitchen?",Yes,Pizza California is different from California Pizza Kitchen.,True,"Yes, Pizza California is an California Pizza Kitchen."
1335,Canadian Wilderness is different from Canadian Wilderness.,"Given the previous statement, is Canadian Wild an Canadian Wilderness?",No,Canadian Wild is not different from Canadian Wilderness.,False,"Yes, Canadian Wilderness is different from Canadian Wilderness."
118,Calgon is different from Calgon Carbon.,"Given the previous statement, is Calgon Carbon an Calgon?",Yes,Calgon Carbon is different from Calgon.,True,"No, Calgon Carbon is not an Calgon."
1349,Candida Maria of Jesus is different from Candida Maria of Jesus.,"Given the previous statement, is Maria Candida of the Eucharist an Candida Maria of Jesus?",No,Maria Candida of the Eucharist is not different from Candida Maria of Jesus.,False,"Yes, Maria Candida of the Eucharist is an Candida Maria of Jesus."
572,Cardinal de Rohan is different from Armand de Rohan-Soubise.,"Given the previous statement, is Armand de Rohan-Soubise an Cardinal de Rohan?",Yes,Armand de Rohan-Soubise is different from Cardinal de Rohan.,True,"Yes, Armand de Rohan-Soubise is an Cardinal de Rohan."
1196,Cambourne is different from Cambourne.,"Given the previous statement, is Cornwall an Cambourne?",No,Cornwall is not different from Cambourne.,False,"No, Cornwall is not an Cambourne."
573,Cardio-Vascular is different from Cardiovascular.,"Given the previous statement, is Cardiovascular an Cardio-Vascular?",Yes,Cardiovascular is different from Cardio-Vascular.,True,"No, Cardiovascular is not Cardio-Vascular."
624,Carleton-in-Craven is different from Carlton.,"Given the previous statement, is Carlton an Carleton-in-Craven?",Yes,Carlton is different from Carleton-in-Craven.,True,"No, Carlton is not an Carleton-in-Craven."
636,Carlo Perrone is different from Carlo Perrone.,"Given the previous statement, is Carlo Perrone an Carlo Perrone?",Yes,Carlo Perrone is different from Carlo Perrone.,True,"No, Carlo Perrone is not an Carlo Perrone."
1819,Casa Serrallés is different from Casa Serrallés.,"Given the previous statement, is Casa Rosita Serrallés an Casa Serrallés?",No,Casa Rosita Serrallés is not different from Casa Serrallés.,False,"Yes, Casa Rosita Serrallés is an Casa Serrallés."
1917,Amco is different from Amco.,"Given the previous statement, is Amoco an Amco?",No,Amoco is not different from Amco.,False,"No, Amoco is not an Amco."
417,Canon EOS 7D is different from Canon EOS 70D.,"Given the previous statement, is Canon EOS 70D an Canon EOS 7D?",Yes,Canon EOS 70D is different from Canon EOS 7D.,True,"Yes, the Canon EOS 70D is different from the Canon EOS 7D."
1174,"Calvert, Maryland is different from Calvert, Maryland.","Given the previous statement, is Calvert County an Calvert, Maryland?",No,"Calvert County is not different from Calvert, Maryland.",False,"No, Calvert County is not an Calvert, Maryland."
1314,"Canadian, Oklahoma is different from Canadian, Oklahoma.","Given the previous statement, is Oklahoma an Canadian, Oklahoma?",No,"Oklahoma is not different from Canadian, Oklahoma.",False,"No, Oklahoma is not an American."
488,Capital Region International Airport is different from Capital Airport.,"Given the previous statement, is Capital Airport an Capital Region International Airport?",Yes,Capital Airport is different from Capital Region International Airport.,True,"Yes, Capital Airport is an Capital Region International Airport."
356,Canella is different from Canela.,"Given the previous statement, is Canela an Canella?",Yes,Canela is different from Canella.,True,"Yes, Canella is different from Canela."
996,Amiina is different from Amina.,"Given the previous statement, is Amina an Amiina?",Yes,Amina is different from Amiina.,True,"No, Amina is not an Amiina."
1775,"Carroll, Ohio is different from Carroll, Ohio.","Given the previous statement, is Ohio an Carroll, Ohio?",No,"Ohio is not different from Carroll, Ohio.",False,"No, Ohio is not Carroll, Ohio."
699,Carlton Town F.C. is different from Carlton Football Club.,"Given the previous statement, is Carlton Football Club an Carlton Town F.C.?",Yes,Carlton Football Club is different from Carlton Town F.C..,True,"No, Carlton Football Club is not an Carlton Town F.C."
898,Castruccio Castracane degli Antelminelli is different from Castruccio Castracani degli Antelminelli.,"Given the previous statement, is Castruccio Castracani degli Antelminelli an Castruccio Castracane degli Antelminelli?",Yes,Castruccio Castracani degli Antelminelli is different from Castruccio Castracane degli Antelminelli.,True,"Yes, Castruccio Castracani degli Antelminelli is different from Ca"
621,"Carleton, West Yorkshire is different from West Yorkshire.","Given the previous statement, is West Yorkshire an Carleton, West Yorkshire?",Yes,"West Yorkshire is different from Carleton, West Yorkshire.",True,"Yes, West Yorkshire is different from Carleton, West Yorkshire."
529,Cara Island is different from Càrna.,"Given the previous statement, is Càrna an Cara Island?",Yes,Càrna is different from Cara Island.,True,"No, Càrna is not an Cara Island."
724,Carnival of Blood is different from Malatesta's Carnival of Blood.,"Given the previous statement, is Malatesta's Carnival of Blood an Carnival of Blood?",Yes,Malatesta's Carnival of Blood is different from Carnival of Blood.,True,"Yes, Malatesta's Carnival of Blood is an Carnival of Blood."
1197,Cambrai is different from Cambrai.,"Given the previous statement, is Combray an Cambrai?",No,Combray is not different from Cambrai.,False,"No, Combray is not Cambrai."
1100,Caldonia is different from Caldonia.,"Given the previous statement, is Caledonia an Caldonia?",No,Caledonia is not different from Caldonia.,False,"No, Caledonia is not an Caldonia."
22,"Caddo, Oklahoma is different from Caddo County.","Given the previous statement, is Caddo County an Caddo, Oklahoma?",Yes,"Caddo County is different from Caddo, Oklahoma.",True,"No, Caddo County is not Caddo, Oklahoma."
73,Cal Northern School of Law is different from University of Northern California.,"Given the previous statement, is University of Northern California an Cal Northern School of Law?",Yes,University of Northern California is different from Cal Northern School of Law.,True,"No, University of Northern California is not an Cal Northern School of Law."
732,Carol Jenkins Barnett is different from Carol Burnett.,"Given the previous statement, is Carol Burnett an Carol Jenkins Barnett?",Yes,Carol Burnett is different from Carol Jenkins Barnett.,True,"No, Carol Burnett is not Carol Jenkins Barnett."
1261,Camp George G. Meade is different from Camp George G. Meade.,"Given the previous statement, is 1913 Gettysburg reunion an Camp George G. Meade?",No,1913 Gettysburg reunion is not different from Camp George G. Meade.,False,"Yes, the 1913 Gettysburg reunion was an Camp George G. Meade reunion"
339,Canae is different from Cannae.,"Given the previous statement, is Cannae an Canae?",Yes,Cannae is different from Canae.,True,"No, Canae is not an Canae."
1757,"Carrara, Queensland is different from Carrara, Queensland.","Given the previous statement, is Queensland an Carrara, Queensland?",No,"Queensland is not different from Carrara, Queensland.",False,"No, Queensland is not Carrara, Queensland."
310,Canada Protection Plan is different from Canada Pension Plan.,"Given the previous statement, is Canada Pension Plan an Canada Protection Plan?",Yes,Canada Pension Plan is different from Canada Protection Plan.,True,"Yes, Canada Protection Plan and Canada Pension Plan are different. Canada Pension Plan is a retirement"
791,Cartellverband is different from Kartellverband.,"Given the previous statement, is Kartellverband an Cartellverband?",Yes,Kartellverband is different from Cartellverband.,True,"Yes, Kartellverband is a Cartellverband."
1109,"Caledonia Township, Alcona County, Michigan is different from Caledonia Township, Alcona County, Michigan.","Given the previous statement, is Caledonia Township an Caledonia Township, Alcona County, Michigan?",No,"Caledonia Township is not different from Caledonia Township, Alcona County, Michigan.",False,"Yes, Caledonia Township is the same as Caledonia Township, Alcona County"
262,Camp George G. Meade is different from Fort Meade.,"Given the previous statement, is Fort Meade an Camp George G. Meade?",Yes,Fort Meade is different from Camp George G. Meade.,True,"Yes, Fort Meade is different from Camp George G. Meade."
1604,Carl Kendall is different from Carl Kendall.,"Given the previous statement, is Carol Kendall an Carl Kendall?",No,Carol Kendall is not different from Carl Kendall.,False,"No, Carol Kendall is not Carl Kendall."
966,American Quarterly is different from Americas Quarterly.,"Given the previous statement, is Americas Quarterly an American Quarterly?",Yes,Americas Quarterly is different from American Quarterly.,True,"Yes, American Quarterly is different from Americas Quarterly."
1173,"Calvert, Maryland is different from Calvert, Maryland.","Given the previous statement, is Maryland an Calvert, Maryland?",No,"Maryland is not different from Calvert, Maryland.",False,"No, Maryland is not an Calvert, Maryland."
443,Canyon Group is different from Cannon Group.,"Given the previous statement, is Cannon Group an Canyon Group?",Yes,Cannon Group is different from Canyon Group.,True,"Yes, Cannon Group is different from Canyon Group."
1365,Cankili I is different from Cankili I.,"Given the previous statement, is Cankili II an Cankili I?",No,Cankili II is not different from Cankili I.,False,"Yes, Cankili II is an Cankili I."
230,Camden City Hall is different from Camden Town Hall.,"Given the previous statement, is Camden Town Hall an Camden City Hall?",Yes,Camden Town Hall is different from Camden City Hall.,True,"No, Camden Town Hall is not an Camden City Hall."
143,"California State University, Los Angeles is different from University of California.","Given the previous statement, is University of California an California State University, Los Angeles?",Yes,"University of California is different from California State University, Los Angeles.",True,"No, University of California is not California State University, Los Angeles."
364,Canker is different from Kanker.,"Given the previous statement, is Kanker an Canker?",Yes,Kanker is different from Canker.,True,"Yes, Kanker is a type of canker."
1864,Castillo San Cristóbal is different from Castillo San Cristóbal.,"Given the previous statement, is Fort San Cristóbal an Castillo San Cristóbal?",No,Fort San Cristóbal is not different from Castillo San Cristóbal.,False,"No, Fort San Cristóbal is not a Castillo San Cristó"
1043,Caesarion is different from Caesarion.,"Given the previous statement, is Caesarean section an Caesarion?",No,Caesarean section is not different from Caesarion.,False,"Yes, Caesarean section is an Caesarion."
1122,"Calhoun County, Georgia is different from Calhoun County, Georgia.","Given the previous statement, is Calhoun an Calhoun County, Georgia?",No,"Calhoun is not different from Calhoun County, Georgia.",False,"No, Calhoun County, Georgia is not the same as Calhoun County, Georgia"
272,"Camp Mountain, Queensland is different from Mountain Camp.","Given the previous statement, is Mountain Camp an Camp Mountain, Queensland?",Yes,"Mountain Camp is different from Camp Mountain, Queensland.",True,"Yes, Mountain Camp is an Camp Mountain, Queensland."
1401,Canon is different from Canon.,"Given the previous statement, is Biblical canon an Canon?",No,Biblical canon is not different from Canon.,False,"Yes, Biblical canon is an Canon."
604,Carl Kendall is different from Carol Kendall.,"Given the previous statement, is Carol Kendall an Carl Kendall?",Yes,Carol Kendall is different from Carl Kendall.,True,"No, Carol Kendall is not Carl Kendall."
812,Carvel Rock is different from Carvel Rock.,"Given the previous statement, is Carvel Rock an Carvel Rock?",Yes,Carvel Rock is different from Carvel Rock.,True,"No, Carvel Rock is not an Carvel Rock."
1391,Cannon House Office Building is different from Cannon House Office Building.,"Given the previous statement, is Burton Cannon House an Cannon House Office Building?",No,Burton Cannon House is not different from Cannon House Office Building.,False,"No, Burton Cannon House is not a Cannon House Office Building."
1985,American nationalism is different from American nationalism.,"Given the previous statement, is Americanism an American nationalism?",No,Americanism is not different from American nationalism.,False,"Yes, Americanism is an American nationalism."
623,Carleton-in-Craven is different from North Yorkshire.,"Given the previous statement, is North Yorkshire an Carleton-in-Craven?",Yes,North Yorkshire is different from Carleton-in-Craven.,True,"No, North Yorkshire is not an Carleton-in-Craven."
1133,California Legislative Analyst's Office is different from California Legislative Analyst's Office.,"Given the previous statement, is California Office of Legislative Counsel an California Legislative Analyst's Office?",No,California Office of Legislative Counsel is not different from California Legislative Analyst's Office.,False,"No, California Office of Legislative Counsel is not an California Legislative Analyst"
1528,CarMax is different from CarMax.,"Given the previous statement, is Carmex an CarMax?",No,Carmex is not different from CarMax.,False,"No, Carmex is not an CarMax."
316,Canadian Air and Space Conservancy is different from Space Museum.,"Given the previous statement, is Space Museum an Canadian Air and Space Conservancy?",Yes,Space Museum is different from Canadian Air and Space Conservancy.,True,"Yes, Space Museum is an affiliate of the Canadian Air and Space Conservancy."
1245,Cameron Jordan is different from Cameron Jordan.,"Given the previous statement, is Jordan Cameron an Cameron Jordan?",No,Jordan Cameron is not different from Cameron Jordan.,False,"No, Cameron Jordan is not an Cameron Jordan."
1166,Calore Irpino is different from Calore Irpino.,"Given the previous statement, is Calore Lucano an Calore Irpino?",No,Calore Lucano is not different from Calore Irpino.,False,"No, Calore Lucano is not an Calore Irpino."
1185,Camarillas is different from Camarillas.,"Given the previous statement, is Camarilla an Camarillas?",No,Camarilla is not different from Camarillas.,False,"No, Camarillas is not the same as Camarillas."
1140,"California State Polytechnic University, Humboldt is different from California State Polytechnic University, Humboldt.","Given the previous statement, is Humboldt University of Berlin an California State Polytechnic University, Humboldt?",No,"Humboldt University of Berlin is not different from California State Polytechnic University, Humboldt.",False,"No, Humboldt University of Berlin is not an California State Polytechnic University,"
1884,Castle of San Cristóbal is different from Castle of San Cristóbal.,"Given the previous statement, is Castillo San Cristóbal an Castle of San Cristóbal?",No,Castillo San Cristóbal is not different from Castle of San Cristóbal.,False,"Yes, Castillo San Cristóbal is an example of a Castle of San"
1668,Carlos Llorens is different from Carlos Llorens.,"Given the previous statement, is Carlos Bellvís an Carlos Llorens?",No,Carlos Bellvís is not different from Carlos Llorens.,False,"No, Carlos Bellvs is not Carlos Llorens."
331,Canadian Pacific Air Lines is different from California Pacific Airlines.,"Given the previous statement, is California Pacific Airlines an Canadian Pacific Air Lines?",Yes,California Pacific Airlines is different from Canadian Pacific Air Lines.,True,"No, California Pacific Airlines is not an airline."
1407,Canon is different from Canon.,"Given the previous statement, is Canon an Canon?",No,Canon is not different from Canon.,False,"Yes, Canon is different from Canon."
519,Captain Fantastic is different from The Brown Dirt Cowboy.,"Given the previous statement, is The Brown Dirt Cowboy an Captain Fantastic?",Yes,The Brown Dirt Cowboy is different from Captain Fantastic.,True,"Yes, The Brown Dirt Cowboy is not an Captain Fantastic."
32,Cadillac Escalade is different from Cadillac Escala.,"Given the previous statement, is Cadillac Escala an Cadillac Escalade?",Yes,Cadillac Escala is different from Cadillac Escalade.,True,"Yes, the Cadillac Escalade is different from the Cadillac Escala."
883,Castle of Redondos is different from Castle of Redondo.,"Given the previous statement, is Castle of Redondo an Castle of Redondos?",Yes,Castle of Redondo is different from Castle of Redondos.,True,"Yes, Castle of Redondo is an original Castle of Redondos."
1018,Cacoma is different from Cacoma.,"Given the previous statement, is Cacama an Cacoma?",No,Cacama is not different from Cacoma.,False,"No, Cacama is not an Cacoma."
379,Cannes is different from Cannae.,"Given the previous statement, is Cannae an Cannes?",Yes,Cannae is different from Cannes.,True,"No, Cannae is not an Cannes."
532,Cara language is different from Kara language.,"Given the previous statement, is Kara language an Cara language?",Yes,Kara language is different from Cara language.,True,"No, Kara language is not a Cara language."
