ID,triple1,triple2,triple3,question,answer,inferred triple,label
1066,A C 46.,J C 19.,C is a functional property.,"Given the previous statements, is J the same as A?",No,J is not the same as A.,False
1067,A O 71.,Z O 73.,O is a functional property.,"Given the previous statements, is Z the same as A?",No,Z is not the same as A.,False
1068,A U 71.,J U 93.,U is a functional property.,"Given the previous statements, is J the same as A?",No,J is not the same as A.,False
1069,A S 63.,X S 44.,S is a functional property.,"Given the previous statements, is X the same as A?",No,X is not the same as A.,False
1070,A T 28.,V T 42.,T is a functional property.,"Given the previous statements, is V the same as A?",No,V is not the same as A.,False
1071,A L 39.,N L 69.,L is a functional property.,"Given the previous statements, is N the same as A?",No,N is not the same as A.,False
1072,A O 46.,D O 67.,O is a functional property.,"Given the previous statements, is D the same as A?",No,D is not the same as A.,False
1073,A J 68.,T J 47.,J is a functional property.,"Given the previous statements, is T the same as A?",No,T is not the same as A.,False
1074,A L 52.,J L 22.,L is a functional property.,"Given the previous statements, is J the same as A?",No,J is not the same as A.,False
1075,A L 92.,E L 38.,L is a functional property.,"Given the previous statements, is E the same as A?",No,E is not the same as A.,False
1076,A K 49.,V K 52.,K is a functional property.,"Given the previous statements, is V the same as A?",No,V is not the same as A.,False
1077,A N 52.,G N 60.,N is a functional property.,"Given the previous statements, is G the same as A?",No,G is not the same as A.,False
1078,A C 58.,X C 98.,C is a functional property.,"Given the previous statements, is X the same as A?",No,X is not the same as A.,False
1079,A Y 44.,X Y 44.,Y is a functional property.,"Given the previous statements, is X the same as A?",No,X is not the same as A.,False
1080,A S 34.,N S 25.,S is a functional property.,"Given the previous statements, is N the same as A?",No,N is not the same as A.,False
1081,A L 35.,D L 44.,L is a functional property.,"Given the previous statements, is D the same as A?",No,D is not the same as A.,False
1082,A L 14.,Y L 53.,L is a functional property.,"Given the previous statements, is Y the same as A?",No,Y is not the same as A.,False
1083,A B 78.,Y B 80.,B is a functional property.,"Given the previous statements, is Y the same as A?",No,Y is not the same as A.,False
1084,A B 72.,F B 79.,B is a functional property.,"Given the previous statements, is F the same as A?",No,F is not the same as A.,False
1085,A E 32.,T E 42.,E is a functional property.,"Given the previous statements, is T the same as A?",No,T is not the same as A.,False
1086,A E 19.,N E 50.,E is a functional property.,"Given the previous statements, is N the same as A?",No,N is not the same as A.,False
1087,A D 38.,L D 62.,D is a functional property.,"Given the previous statements, is L the same as A?",No,L is not the same as A.,False
1088,A P 63.,U P 57.,P is a functional property.,"Given the previous statements, is U the same as A?",No,U is not the same as A.,False
1089,A D 52.,C D 73.,D is a functional property.,"Given the previous statements, is C the same as A?",No,C is not the same as A.,False
1090,A G 76.,B G 64.,G is a functional property.,"Given the previous statements, is B the same as A?",No,B is not the same as A.,False
1091,A B 100.,T B 68.,B is a functional property.,"Given the previous statements, is T the same as A?",No,T is not the same as A.,False
1092,A U 14.,T U 8.,U is a functional property.,"Given the previous statements, is T the same as A?",No,T is not the same as A.,False
1093,A H 79.,Z H 19.,H is a functional property.,"Given the previous statements, is Z the same as A?",No,Z is not the same as A.,False
1094,A N 72.,M N 2.,N is a functional property.,"Given the previous statements, is M the same as A?",No,M is not the same as A.,False
1095,A W 64.,E W 54.,W is a functional property.,"Given the previous statements, is E the same as A?",No,E is not the same as A.,False
1096,A H 6.,G H 48.,H is a functional property.,"Given the previous statements, is G the same as A?",No,G is not the same as A.,False
1097,A P 36.,Y P 38.,P is a functional property.,"Given the previous statements, is Y the same as A?",No,Y is not the same as A.,False
1098,A U 94.,D U 98.,U is a functional property.,"Given the previous statements, is D the same as A?",No,D is not the same as A.,False
1099,A P 57.,F P 43.,P is a functional property.,"Given the previous statements, is F the same as A?",No,F is not the same as A.,False
1100,A N 37.,D N 53.,N is a functional property.,"Given the previous statements, is D the same as A?",No,D is not the same as A.,False
1101,B N 67.,J N 19.,N is a functional property.,"Given the previous statements, is J the same as B?",No,J is not the same as B.,False
1102,B J 87.,I J 21.,J is a functional property.,"Given the previous statements, is I the same as B?",No,I is not the same as B.,False
1103,B S 32.,N S 85.,S is a functional property.,"Given the previous statements, is N the same as B?",No,N is not the same as B.,False
1104,B C 61.,Q C 46.,C is a functional property.,"Given the previous statements, is Q the same as B?",No,Q is not the same as B.,False
1105,B A 31.,T A 94.,A is a functional property.,"Given the previous statements, is T the same as B?",No,T is not the same as B.,False
1106,B U 97.,Y U 26.,U is a functional property.,"Given the previous statements, is Y the same as B?",No,Y is not the same as B.,False
1107,B E 90.,D E 24.,E is a functional property.,"Given the previous statements, is D the same as B?",No,D is not the same as B.,False
1108,B L 19.,E L 41.,L is a functional property.,"Given the previous statements, is E the same as B?",No,E is not the same as B.,False
1109,B C 25.,F C 43.,C is a functional property.,"Given the previous statements, is F the same as B?",No,F is not the same as B.,False
1110,B T 6.,E T 13.,T is a functional property.,"Given the previous statements, is E the same as B?",No,E is not the same as B.,False
1111,B A 79.,P A 5.,A is a functional property.,"Given the previous statements, is P the same as B?",No,P is not the same as B.,False
1112,B H 93.,P H 8.,H is a functional property.,"Given the previous statements, is P the same as B?",No,P is not the same as B.,False
1113,B D 24.,C D 82.,D is a functional property.,"Given the previous statements, is C the same as B?",No,C is not the same as B.,False
1114,B E 14.,J E 67.,E is a functional property.,"Given the previous statements, is J the same as B?",No,J is not the same as B.,False
1115,B N 78.,Z N 43.,N is a functional property.,"Given the previous statements, is Z the same as B?",No,Z is not the same as B.,False
1116,B Y 25.,G Y 56.,Y is a functional property.,"Given the previous statements, is G the same as B?",No,G is not the same as B.,False
1117,B S 23.,I S 28.,S is a functional property.,"Given the previous statements, is I the same as B?",No,I is not the same as B.,False
1118,B P 33.,E P 31.,P is a functional property.,"Given the previous statements, is E the same as B?",No,E is not the same as B.,False
1119,B Z 83.,P Z 41.,Z is a functional property.,"Given the previous statements, is P the same as B?",No,P is not the same as B.,False
1120,B L 94.,R L 69.,L is a functional property.,"Given the previous statements, is R the same as B?",No,R is not the same as B.,False
1121,B P 22.,V P 25.,P is a functional property.,"Given the previous statements, is V the same as B?",No,V is not the same as B.,False
1122,B V 58.,X V 97.,V is a functional property.,"Given the previous statements, is X the same as B?",No,X is not the same as B.,False
1123,B G 58.,F G 88.,G is a functional property.,"Given the previous statements, is F the same as B?",No,F is not the same as B.,False
1124,B F 50.,H F 44.,F is a functional property.,"Given the previous statements, is H the same as B?",No,H is not the same as B.,False
1125,B W 75.,E W 83.,W is a functional property.,"Given the previous statements, is E the same as B?",No,E is not the same as B.,False
1126,B M 81.,L M 95.,M is a functional property.,"Given the previous statements, is L the same as B?",No,L is not the same as B.,False
1127,B O 81.,L O 1.,O is a functional property.,"Given the previous statements, is L the same as B?",No,L is not the same as B.,False
1128,B U 84.,H U 66.,U is a functional property.,"Given the previous statements, is H the same as B?",No,H is not the same as B.,False
1129,B Q 61.,O Q 77.,Q is a functional property.,"Given the previous statements, is O the same as B?",No,O is not the same as B.,False
1130,B Q 96.,J Q 89.,Q is a functional property.,"Given the previous statements, is J the same as B?",No,J is not the same as B.,False
1131,B H 92.,N H 59.,H is a functional property.,"Given the previous statements, is N the same as B?",No,N is not the same as B.,False
1132,B K 61.,S K 2.,K is a functional property.,"Given the previous statements, is S the same as B?",No,S is not the same as B.,False
1133,B R 24.,Y R 36.,R is a functional property.,"Given the previous statements, is Y the same as B?",No,Y is not the same as B.,False
1134,B V 79.,K V 52.,V is a functional property.,"Given the previous statements, is K the same as B?",No,K is not the same as B.,False
1135,B Z 28.,H Z 65.,Z is a functional property.,"Given the previous statements, is H the same as B?",No,H is not the same as B.,False
1136,B U 65.,T U 46.,U is a functional property.,"Given the previous statements, is T the same as B?",No,T is not the same as B.,False
1137,B F 6.,E F 47.,F is a functional property.,"Given the previous statements, is E the same as B?",No,E is not the same as B.,False
1138,B T 17.,O T 48.,T is a functional property.,"Given the previous statements, is O the same as B?",No,O is not the same as B.,False
1139,B G 49.,R G 92.,G is a functional property.,"Given the previous statements, is R the same as B?",No,R is not the same as B.,False
1140,B M 9.,W M 31.,M is a functional property.,"Given the previous statements, is W the same as B?",No,W is not the same as B.,False
1141,B D 72.,Y D 26.,D is a functional property.,"Given the previous statements, is Y the same as B?",No,Y is not the same as B.,False
1142,B Q 48.,N Q 94.,Q is a functional property.,"Given the previous statements, is N the same as B?",No,N is not the same as B.,False
1143,B E 91.,K E 82.,E is a functional property.,"Given the previous statements, is K the same as B?",No,K is not the same as B.,False
1144,B I 14.,Z I 87.,I is a functional property.,"Given the previous statements, is Z the same as B?",No,Z is not the same as B.,False
1145,B N 29.,I N 22.,N is a functional property.,"Given the previous statements, is I the same as B?",No,I is not the same as B.,False
1146,B N 13.,Q N 23.,N is a functional property.,"Given the previous statements, is Q the same as B?",No,Q is not the same as B.,False
1147,B C 29.,G C 100.,C is a functional property.,"Given the previous statements, is G the same as B?",No,G is not the same as B.,False
1148,B U 88.,K U 87.,U is a functional property.,"Given the previous statements, is K the same as B?",No,K is not the same as B.,False
1149,B S 49.,Y S 47.,S is a functional property.,"Given the previous statements, is Y the same as B?",No,Y is not the same as B.,False
1150,B E 19.,U E 57.,E is a functional property.,"Given the previous statements, is U the same as B?",No,U is not the same as B.,False
1151,B Y 94.,P Y 54.,Y is a functional property.,"Given the previous statements, is P the same as B?",No,P is not the same as B.,False
1152,B F 88.,U F 17.,F is a functional property.,"Given the previous statements, is U the same as B?",No,U is not the same as B.,False
1153,B U 57.,V U 27.,U is a functional property.,"Given the previous statements, is V the same as B?",No,V is not the same as B.,False
1154,B Z 89.,M Z 12.,Z is a functional property.,"Given the previous statements, is M the same as B?",No,M is not the same as B.,False
1155,B I 68.,A I 86.,I is a functional property.,"Given the previous statements, is A the same as B?",No,A is not the same as B.,False
1156,B Y 64.,Q Y 86.,Y is a functional property.,"Given the previous statements, is Q the same as B?",No,Q is not the same as B.,False
1157,B G 43.,V G 85.,G is a functional property.,"Given the previous statements, is V the same as B?",No,V is not the same as B.,False
1158,B T 25.,J T 41.,T is a functional property.,"Given the previous statements, is J the same as B?",No,J is not the same as B.,False
1159,B E 68.,X E 61.,E is a functional property.,"Given the previous statements, is X the same as B?",No,X is not the same as B.,False
1160,B R 28.,T R 64.,R is a functional property.,"Given the previous statements, is T the same as B?",No,T is not the same as B.,False
1161,B U 57.,F U 100.,U is a functional property.,"Given the previous statements, is F the same as B?",No,F is not the same as B.,False
1162,B C 59.,J C 60.,C is a functional property.,"Given the previous statements, is J the same as B?",No,J is not the same as B.,False
1163,B T 37.,X T 30.,T is a functional property.,"Given the previous statements, is X the same as B?",No,X is not the same as B.,False
1164,B M 46.,J M 92.,M is a functional property.,"Given the previous statements, is J the same as B?",No,J is not the same as B.,False
1165,B U 78.,L U 38.,U is a functional property.,"Given the previous statements, is L the same as B?",No,L is not the same as B.,False
1166,B O 66.,H O 27.,O is a functional property.,"Given the previous statements, is H the same as B?",No,H is not the same as B.,False
1167,B Y 85.,F Y 35.,Y is a functional property.,"Given the previous statements, is F the same as B?",No,F is not the same as B.,False
1168,B H 2.,W H 7.,H is a functional property.,"Given the previous statements, is W the same as B?",No,W is not the same as B.,False
1169,B U 92.,W U 6.,U is a functional property.,"Given the previous statements, is W the same as B?",No,W is not the same as B.,False
1170,B P 86.,K P 90.,P is a functional property.,"Given the previous statements, is K the same as B?",No,K is not the same as B.,False
1171,B G 85.,S G 87.,G is a functional property.,"Given the previous statements, is S the same as B?",No,S is not the same as B.,False
1172,B F 42.,L F 64.,F is a functional property.,"Given the previous statements, is L the same as B?",No,L is not the same as B.,False
1173,B H 63.,A H 25.,H is a functional property.,"Given the previous statements, is A the same as B?",No,A is not the same as B.,False
1174,B G 74.,M G 4.,G is a functional property.,"Given the previous statements, is M the same as B?",No,M is not the same as B.,False
1175,B Y 6.,M Y 74.,Y is a functional property.,"Given the previous statements, is M the same as B?",No,M is not the same as B.,False
1176,B Q 19.,R Q 8.,Q is a functional property.,"Given the previous statements, is R the same as B?",No,R is not the same as B.,False
1177,B F 56.,P F 92.,F is a functional property.,"Given the previous statements, is P the same as B?",No,P is not the same as B.,False
1178,B N 24.,M N 25.,N is a functional property.,"Given the previous statements, is M the same as B?",No,M is not the same as B.,False
1179,B U 5.,N U 48.,U is a functional property.,"Given the previous statements, is N the same as B?",No,N is not the same as B.,False
1180,B K 16.,T K 12.,K is a functional property.,"Given the previous statements, is T the same as B?",No,T is not the same as B.,False
1181,B E 8.,N E 62.,E is a functional property.,"Given the previous statements, is N the same as B?",No,N is not the same as B.,False
1182,B G 7.,W G 41.,G is a functional property.,"Given the previous statements, is W the same as B?",No,W is not the same as B.,False
1183,B R 10.,P R 61.,R is a functional property.,"Given the previous statements, is P the same as B?",No,P is not the same as B.,False
1184,B Z 71.,J Z 91.,Z is a functional property.,"Given the previous statements, is J the same as B?",No,J is not the same as B.,False
1185,B Q 25.,L Q 80.,Q is a functional property.,"Given the previous statements, is L the same as B?",No,L is not the same as B.,False
1186,B W 49.,Z W 33.,W is a functional property.,"Given the previous statements, is Z the same as B?",No,Z is not the same as B.,False
1187,B U 96.,D U 41.,U is a functional property.,"Given the previous statements, is D the same as B?",No,D is not the same as B.,False
1188,B Y 80.,I Y 6.,Y is a functional property.,"Given the previous statements, is I the same as B?",No,I is not the same as B.,False
1189,B N 71.,Y N 54.,N is a functional property.,"Given the previous statements, is Y the same as B?",No,Y is not the same as B.,False
1190,B I 67.,Q I 88.,I is a functional property.,"Given the previous statements, is Q the same as B?",No,Q is not the same as B.,False
1191,B X 2.,G X 45.,X is a functional property.,"Given the previous statements, is G the same as B?",No,G is not the same as B.,False
1192,B L 38.,U L 2.,L is a functional property.,"Given the previous statements, is U the same as B?",No,U is not the same as B.,False
1193,B K 3.,M K 2.,K is a functional property.,"Given the previous statements, is M the same as B?",No,M is not the same as B.,False
1194,B O 90.,J O 31.,O is a functional property.,"Given the previous statements, is J the same as B?",No,J is not the same as B.,False
1195,B T 45.,P T 58.,T is a functional property.,"Given the previous statements, is P the same as B?",No,P is not the same as B.,False
1196,B V 84.,A V 33.,V is a functional property.,"Given the previous statements, is A the same as B?",No,A is not the same as B.,False
1197,B E 7.,A E 4.,E is a functional property.,"Given the previous statements, is A the same as B?",No,A is not the same as B.,False
1198,B L 84.,I L 75.,L is a functional property.,"Given the previous statements, is I the same as B?",No,I is not the same as B.,False
1199,B I 93.,D I 36.,I is a functional property.,"Given the previous statements, is D the same as B?",No,D is not the same as B.,False
1200,B F 9.,C F 42.,F is a functional property.,"Given the previous statements, is C the same as B?",No,C is not the same as B.,False
1201,C B 59.,R B 99.,B is a functional property.,"Given the previous statements, is R the same as C?",No,R is not the same as C.,False
1202,C R 60.,Y R 1.,R is a functional property.,"Given the previous statements, is Y the same as C?",No,Y is not the same as C.,False
1203,C O 92.,T O 80.,O is a functional property.,"Given the previous statements, is T the same as C?",No,T is not the same as C.,False
1204,C H 62.,W H 86.,H is a functional property.,"Given the previous statements, is W the same as C?",No,W is not the same as C.,False
1205,C N 29.,X N 97.,N is a functional property.,"Given the previous statements, is X the same as C?",No,X is not the same as C.,False
1206,C E 89.,F E 55.,E is a functional property.,"Given the previous statements, is F the same as C?",No,F is not the same as C.,False
1207,C D 57.,S D 80.,D is a functional property.,"Given the previous statements, is S the same as C?",No,S is not the same as C.,False
1208,C V 96.,X V 11.,V is a functional property.,"Given the previous statements, is X the same as C?",No,X is not the same as C.,False
1209,C Y 65.,S Y 97.,Y is a functional property.,"Given the previous statements, is S the same as C?",No,S is not the same as C.,False
1210,C Q 16.,I Q 97.,Q is a functional property.,"Given the previous statements, is I the same as C?",No,I is not the same as C.,False
1211,C M 80.,L M 61.,M is a functional property.,"Given the previous statements, is L the same as C?",No,L is not the same as C.,False
1212,C Z 48.,W Z 31.,Z is a functional property.,"Given the previous statements, is W the same as C?",No,W is not the same as C.,False
1213,C Z 32.,L Z 34.,Z is a functional property.,"Given the previous statements, is L the same as C?",No,L is not the same as C.,False
1214,C H 88.,I H 93.,H is a functional property.,"Given the previous statements, is I the same as C?",No,I is not the same as C.,False
1215,C U 9.,L U 29.,U is a functional property.,"Given the previous statements, is L the same as C?",No,L is not the same as C.,False
1216,C I 31.,H I 99.,I is a functional property.,"Given the previous statements, is H the same as C?",No,H is not the same as C.,False
1217,C S 24.,I S 42.,S is a functional property.,"Given the previous statements, is I the same as C?",No,I is not the same as C.,False
1218,C Y 40.,I Y 76.,Y is a functional property.,"Given the previous statements, is I the same as C?",No,I is not the same as C.,False
1219,C W 30.,K W 2.,W is a functional property.,"Given the previous statements, is K the same as C?",No,K is not the same as C.,False
1220,C U 29.,N U 75.,U is a functional property.,"Given the previous statements, is N the same as C?",No,N is not the same as C.,False
1221,C O 65.,H O 98.,O is a functional property.,"Given the previous statements, is H the same as C?",No,H is not the same as C.,False
1222,C F 41.,D F 81.,F is a functional property.,"Given the previous statements, is D the same as C?",No,D is not the same as C.,False
1223,C B 3.,U B 76.,B is a functional property.,"Given the previous statements, is U the same as C?",No,U is not the same as C.,False
1224,C Z 16.,E Z 57.,Z is a functional property.,"Given the previous statements, is E the same as C?",No,E is not the same as C.,False
1225,C R 28.,K R 8.,R is a functional property.,"Given the previous statements, is K the same as C?",No,K is not the same as C.,False
1226,C V 80.,N V 8.,V is a functional property.,"Given the previous statements, is N the same as C?",No,N is not the same as C.,False
1227,C J 80.,E J 92.,J is a functional property.,"Given the previous statements, is E the same as C?",No,E is not the same as C.,False
1228,C K 62.,V K 1.,K is a functional property.,"Given the previous statements, is V the same as C?",No,V is not the same as C.,False
1229,C S 58.,H S 63.,S is a functional property.,"Given the previous statements, is H the same as C?",No,H is not the same as C.,False
1230,C O 51.,Z O 13.,O is a functional property.,"Given the previous statements, is Z the same as C?",No,Z is not the same as C.,False
1231,C N 50.,U N 11.,N is a functional property.,"Given the previous statements, is U the same as C?",No,U is not the same as C.,False
1232,C D 63.,U D 27.,D is a functional property.,"Given the previous statements, is U the same as C?",No,U is not the same as C.,False
1233,C Y 2.,H Y 52.,Y is a functional property.,"Given the previous statements, is H the same as C?",No,H is not the same as C.,False
1234,C O 93.,R O 37.,O is a functional property.,"Given the previous statements, is R the same as C?",No,R is not the same as C.,False
1235,C P 9.,R P 15.,P is a functional property.,"Given the previous statements, is R the same as C?",No,R is not the same as C.,False
1236,C I 89.,W I 74.,I is a functional property.,"Given the previous statements, is W the same as C?",No,W is not the same as C.,False
1237,C I 83.,S I 38.,I is a functional property.,"Given the previous statements, is S the same as C?",No,S is not the same as C.,False
1238,C A 82.,H A 71.,A is a functional property.,"Given the previous statements, is H the same as C?",No,H is not the same as C.,False
1239,C R 45.,I R 77.,R is a functional property.,"Given the previous statements, is I the same as C?",No,I is not the same as C.,False
1240,C O 97.,I O 94.,O is a functional property.,"Given the previous statements, is I the same as C?",No,I is not the same as C.,False
1241,C H 81.,L H 17.,H is a functional property.,"Given the previous statements, is L the same as C?",No,L is not the same as C.,False
1242,C P 3.,L P 41.,P is a functional property.,"Given the previous statements, is L the same as C?",No,L is not the same as C.,False
1243,C R 91.,H R 37.,R is a functional property.,"Given the previous statements, is H the same as C?",No,H is not the same as C.,False
1244,C R 70.,M R 57.,R is a functional property.,"Given the previous statements, is M the same as C?",No,M is not the same as C.,False
1245,C M 39.,A M 64.,M is a functional property.,"Given the previous statements, is A the same as C?",No,A is not the same as C.,False
1246,C X 69.,B X 97.,X is a functional property.,"Given the previous statements, is B the same as C?",No,B is not the same as C.,False
1247,C Z 70.,V Z 7.,Z is a functional property.,"Given the previous statements, is V the same as C?",No,V is not the same as C.,False
1248,C F 90.,O F 68.,F is a functional property.,"Given the previous statements, is O the same as C?",No,O is not the same as C.,False
1249,C E 41.,U E 79.,E is a functional property.,"Given the previous statements, is U the same as C?",No,U is not the same as C.,False
1250,C D 4.,J D 21.,D is a functional property.,"Given the previous statements, is J the same as C?",No,J is not the same as C.,False
1251,C F 53.,G F 85.,F is a functional property.,"Given the previous statements, is G the same as C?",No,G is not the same as C.,False
1252,C B 43.,A B 99.,B is a functional property.,"Given the previous statements, is A the same as C?",No,A is not the same as C.,False
1253,C W 76.,G W 87.,W is a functional property.,"Given the previous statements, is G the same as C?",No,G is not the same as C.,False
1254,C P 86.,E P 15.,P is a functional property.,"Given the previous statements, is E the same as C?",No,E is not the same as C.,False
1255,C V 92.,B V 13.,V is a functional property.,"Given the previous statements, is B the same as C?",No,B is not the same as C.,False
1256,C J 97.,F J 80.,J is a functional property.,"Given the previous statements, is F the same as C?",No,F is not the same as C.,False
1257,C M 77.,N M 8.,M is a functional property.,"Given the previous statements, is N the same as C?",No,N is not the same as C.,False
1258,C O 47.,N O 29.,O is a functional property.,"Given the previous statements, is N the same as C?",No,N is not the same as C.,False
1259,C B 20.,S B 10.,B is a functional property.,"Given the previous statements, is S the same as C?",No,S is not the same as C.,False
1260,C I 77.,D I 34.,I is a functional property.,"Given the previous statements, is D the same as C?",No,D is not the same as C.,False
1261,C W 79.,B W 2.,W is a functional property.,"Given the previous statements, is B the same as C?",No,B is not the same as C.,False
1262,C R 79.,N R 18.,R is a functional property.,"Given the previous statements, is N the same as C?",No,N is not the same as C.,False
1263,C V 18.,L V 45.,V is a functional property.,"Given the previous statements, is L the same as C?",No,L is not the same as C.,False
1264,C K 78.,Y K 16.,K is a functional property.,"Given the previous statements, is Y the same as C?",No,Y is not the same as C.,False
1265,C G 94.,L G 91.,G is a functional property.,"Given the previous statements, is L the same as C?",No,L is not the same as C.,False
1266,C M 39.,J M 12.,M is a functional property.,"Given the previous statements, is J the same as C?",No,J is not the same as C.,False
1267,C B 5.,J B 81.,B is a functional property.,"Given the previous statements, is J the same as C?",No,J is not the same as C.,False
1268,C P 41.,U P 81.,P is a functional property.,"Given the previous statements, is U the same as C?",No,U is not the same as C.,False
1269,C B 6.,P B 81.,B is a functional property.,"Given the previous statements, is P the same as C?",No,P is not the same as C.,False
1270,C Q 17.,A Q 64.,Q is a functional property.,"Given the previous statements, is A the same as C?",No,A is not the same as C.,False
1271,C N 39.,O N 20.,N is a functional property.,"Given the previous statements, is O the same as C?",No,O is not the same as C.,False
1272,C I 33.,V I 61.,I is a functional property.,"Given the previous statements, is V the same as C?",No,V is not the same as C.,False
1273,C H 39.,Q H 77.,H is a functional property.,"Given the previous statements, is Q the same as C?",No,Q is not the same as C.,False
1274,C N 62.,T N 83.,N is a functional property.,"Given the previous statements, is T the same as C?",No,T is not the same as C.,False
1275,C G 20.,I G 50.,G is a functional property.,"Given the previous statements, is I the same as C?",No,I is not the same as C.,False
1276,C E 4.,W E 45.,E is a functional property.,"Given the previous statements, is W the same as C?",No,W is not the same as C.,False
1277,C J 74.,I J 42.,J is a functional property.,"Given the previous statements, is I the same as C?",No,I is not the same as C.,False
1278,C S 22.,J S 42.,S is a functional property.,"Given the previous statements, is J the same as C?",No,J is not the same as C.,False
1279,C Q 2.,O Q 95.,Q is a functional property.,"Given the previous statements, is O the same as C?",No,O is not the same as C.,False
1280,C S 50.,X S 93.,S is a functional property.,"Given the previous statements, is X the same as C?",No,X is not the same as C.,False
1281,C B 40.,V B 83.,B is a functional property.,"Given the previous statements, is V the same as C?",No,V is not the same as C.,False
1282,C T 86.,U T 78.,T is a functional property.,"Given the previous statements, is U the same as C?",No,U is not the same as C.,False
1283,C W 81.,S W 59.,W is a functional property.,"Given the previous statements, is S the same as C?",No,S is not the same as C.,False
1284,C V 34.,H V 31.,V is a functional property.,"Given the previous statements, is H the same as C?",No,H is not the same as C.,False
1285,C T 77.,X T 48.,T is a functional property.,"Given the previous statements, is X the same as C?",No,X is not the same as C.,False
1286,C U 20.,M U 100.,U is a functional property.,"Given the previous statements, is M the same as C?",No,M is not the same as C.,False
1287,C F 10.,L F 75.,F is a functional property.,"Given the previous statements, is L the same as C?",No,L is not the same as C.,False
1288,C E 37.,G E 58.,E is a functional property.,"Given the previous statements, is G the same as C?",No,G is not the same as C.,False
1289,C Z 77.,R Z 38.,Z is a functional property.,"Given the previous statements, is R the same as C?",No,R is not the same as C.,False
1290,C K 6.,S K 55.,K is a functional property.,"Given the previous statements, is S the same as C?",No,S is not the same as C.,False
1291,C A 7.,L A 31.,A is a functional property.,"Given the previous statements, is L the same as C?",No,L is not the same as C.,False
1292,C B 43.,T B 26.,B is a functional property.,"Given the previous statements, is T the same as C?",No,T is not the same as C.,False
1293,C E 90.,P E 20.,E is a functional property.,"Given the previous statements, is P the same as C?",No,P is not the same as C.,False
1294,C Z 49.,S Z 13.,Z is a functional property.,"Given the previous statements, is S the same as C?",No,S is not the same as C.,False
1295,C T 8.,N T 58.,T is a functional property.,"Given the previous statements, is N the same as C?",No,N is not the same as C.,False
1296,C Z 16.,U Z 66.,Z is a functional property.,"Given the previous statements, is U the same as C?",No,U is not the same as C.,False
1297,C L 86.,G L 60.,L is a functional property.,"Given the previous statements, is G the same as C?",No,G is not the same as C.,False
1298,C J 67.,N J 46.,J is a functional property.,"Given the previous statements, is N the same as C?",No,N is not the same as C.,False
1299,C M 46.,R M 81.,M is a functional property.,"Given the previous statements, is R the same as C?",No,R is not the same as C.,False
1300,C K 8.,Q K 61.,K is a functional property.,"Given the previous statements, is Q the same as C?",No,Q is not the same as C.,False
1301,D H 49.,I H 66.,H is a functional property.,"Given the previous statements, is I the same as D?",No,I is not the same as D.,False
1302,D O 95.,P O 41.,O is a functional property.,"Given the previous statements, is P the same as D?",No,P is not the same as D.,False
1303,D V 96.,G V 69.,V is a functional property.,"Given the previous statements, is G the same as D?",No,G is not the same as D.,False
1304,D Y 7.,L Y 13.,Y is a functional property.,"Given the previous statements, is L the same as D?",No,L is not the same as D.,False
1305,D A 26.,O A 44.,A is a functional property.,"Given the previous statements, is O the same as D?",No,O is not the same as D.,False
1306,D B 30.,L B 77.,B is a functional property.,"Given the previous statements, is L the same as D?",No,L is not the same as D.,False
1307,D C 31.,E C 14.,C is a functional property.,"Given the previous statements, is E the same as D?",No,E is not the same as D.,False
1308,D M 5.,S M 79.,M is a functional property.,"Given the previous statements, is S the same as D?",No,S is not the same as D.,False
1309,D U 75.,B U 29.,U is a functional property.,"Given the previous statements, is B the same as D?",No,B is not the same as D.,False
1310,D Y 47.,M Y 30.,Y is a functional property.,"Given the previous statements, is M the same as D?",No,M is not the same as D.,False
1311,D F 97.,O F 27.,F is a functional property.,"Given the previous statements, is O the same as D?",No,O is not the same as D.,False
1312,D N 55.,V N 66.,N is a functional property.,"Given the previous statements, is V the same as D?",No,V is not the same as D.,False
1313,D X 92.,Q X 60.,X is a functional property.,"Given the previous statements, is Q the same as D?",No,Q is not the same as D.,False
1314,D M 59.,L M 9.,M is a functional property.,"Given the previous statements, is L the same as D?",No,L is not the same as D.,False
1315,D L 83.,C L 2.,L is a functional property.,"Given the previous statements, is C the same as D?",No,C is not the same as D.,False
1316,D C 55.,Y C 35.,C is a functional property.,"Given the previous statements, is Y the same as D?",No,Y is not the same as D.,False
1317,D J 87.,B J 1.,J is a functional property.,"Given the previous statements, is B the same as D?",No,B is not the same as D.,False
1318,D C 33.,F C 69.,C is a functional property.,"Given the previous statements, is F the same as D?",No,F is not the same as D.,False
1319,D H 78.,W H 91.,H is a functional property.,"Given the previous statements, is W the same as D?",No,W is not the same as D.,False
1320,D F 80.,V F 36.,F is a functional property.,"Given the previous statements, is V the same as D?",No,V is not the same as D.,False
1321,D Q 78.,H Q 22.,Q is a functional property.,"Given the previous statements, is H the same as D?",No,H is not the same as D.,False
1322,D L 95.,H L 78.,L is a functional property.,"Given the previous statements, is H the same as D?",No,H is not the same as D.,False
1323,D R 30.,Q R 2.,R is a functional property.,"Given the previous statements, is Q the same as D?",No,Q is not the same as D.,False
1324,D K 73.,U K 57.,K is a functional property.,"Given the previous statements, is U the same as D?",No,U is not the same as D.,False
1325,D K 55.,C K 27.,K is a functional property.,"Given the previous statements, is C the same as D?",No,C is not the same as D.,False
