ID,triple1,triple2,question,answer,inferred triple,label
1026,A B O.,B has domain S.,"Given the previous statements, is A a X?",No,A is not a X.,False
1027,A D E.,D has domain Q.,"Given the previous statements, is A a R?",No,A is not a R.,False
1028,A W H.,W has domain C.,"Given the previous statements, is A a Y?",No,A is not a Y.,False
1029,A P G.,P has domain I.,"Given the previous statements, is A a T?",No,A is not a T.,False
1030,A X L.,X has domain O.,"Given the previous statements, is A a M?",No,A is not a M.,False
1031,A Y P.,Y has domain O.,"Given the previous statements, is A a F?",No,A is not a F.,False
1032,A B Q.,B has domain O.,"Given the previous statements, is A a D?",No,A is not a D.,False
1033,A N G.,N has domain B.,"Given the previous statements, is A a E?",No,A is not a E.,False
1034,A P V.,P has domain S.,"Given the previous statements, is A a U?",No,A is not a U.,False
1035,A J L.,J has domain O.,"Given the previous statements, is A a C?",No,A is not a C.,False
1036,A H K.,H has domain P.,"Given the previous statements, is A a D?",No,A is not a D.,False
1037,A I N.,I has domain O.,"Given the previous statements, is A a T?",No,A is not a T.,False
1038,A Q P.,Q has domain F.,"Given the previous statements, is A a N?",No,A is not a N.,False
1039,A B E.,B has domain I.,"Given the previous statements, is A a T?",No,A is not a T.,False
1040,A Q S.,Q has domain E.,"Given the previous statements, is A a F?",No,A is not a F.,False
1041,A V Y.,V has domain D.,"Given the previous statements, is A a Q?",No,A is not a Q.,False
1042,A M C.,M has domain U.,"Given the previous statements, is A a B?",No,A is not a B.,False
1043,A G M.,G has domain T.,"Given the previous statements, is A a Z?",No,A is not a Z.,False
1044,A Y J.,Y has domain K.,"Given the previous statements, is A a D?",No,A is not a D.,False
1045,A P R.,P has domain U.,"Given the previous statements, is A a L?",No,A is not a L.,False
1046,A X G.,X has domain H.,"Given the previous statements, is A a F?",No,A is not a F.,False
1047,A Q S.,Q has domain N.,"Given the previous statements, is A a W?",No,A is not a W.,False
1048,A X V.,X has domain E.,"Given the previous statements, is A a C?",No,A is not a C.,False
1049,A T Q.,T has domain G.,"Given the previous statements, is A a P?",No,A is not a P.,False
1050,A P H.,P has domain S.,"Given the previous statements, is A a Q?",No,A is not a Q.,False
1051,A K X.,K has domain C.,"Given the previous statements, is A a R?",No,A is not a R.,False
1052,A Q L.,Q has domain E.,"Given the previous statements, is A a R?",No,A is not a R.,False
1053,A N U.,N has domain Z.,"Given the previous statements, is A a T?",No,A is not a T.,False
1054,A I P.,I has domain L.,"Given the previous statements, is A a G?",No,A is not a G.,False
1055,A S X.,S has domain G.,"Given the previous statements, is A a O?",No,A is not a O.,False
1056,A R D.,R has domain S.,"Given the previous statements, is A a N?",No,A is not a N.,False
1057,A E V.,E has domain J.,"Given the previous statements, is A a F?",No,A is not a F.,False
1058,A H Z.,H has domain E.,"Given the previous statements, is A a Y?",No,A is not a Y.,False
1059,A F R.,F has domain Y.,"Given the previous statements, is A a Z?",No,A is not a Z.,False
1060,A Z O.,Z has domain L.,"Given the previous statements, is A a K?",No,A is not a K.,False
1061,A B P.,B has domain H.,"Given the previous statements, is A a N?",No,A is not a N.,False
1062,A S P.,S has domain I.,"Given the previous statements, is A a H?",No,A is not a H.,False
1063,A T V.,T has domain D.,"Given the previous statements, is A a E?",No,A is not a E.,False
1064,A Y T.,Y has domain V.,"Given the previous statements, is A a F?",No,A is not a F.,False
1065,A V Z.,V has domain Y.,"Given the previous statements, is A a D?",No,A is not a D.,False
1066,A L Z.,L has domain G.,"Given the previous statements, is A a T?",No,A is not a T.,False
1067,A U S.,U has domain M.,"Given the previous statements, is A a L?",No,A is not a L.,False
1068,A E C.,E has domain G.,"Given the previous statements, is A a V?",No,A is not a V.,False
1069,A L S.,L has domain O.,"Given the previous statements, is A a V?",No,A is not a V.,False
1070,A K X.,K has domain N.,"Given the previous statements, is A a D?",No,A is not a D.,False
1071,A U G.,U has domain Y.,"Given the previous statements, is A a H?",No,A is not a H.,False
1072,A E X.,E has domain V.,"Given the previous statements, is A a K?",No,A is not a K.,False
1073,A K O.,K has domain P.,"Given the previous statements, is A a C?",No,A is not a C.,False
1074,A B N.,B has domain J.,"Given the previous statements, is A a U?",No,A is not a U.,False
1075,A O W.,O has domain D.,"Given the previous statements, is A a H?",No,A is not a H.,False
1076,A Q S.,Q has domain C.,"Given the previous statements, is A a N?",No,A is not a N.,False
1077,A I J.,I has domain G.,"Given the previous statements, is A a E?",No,A is not a E.,False
1078,A V C.,V has domain L.,"Given the previous statements, is A a Y?",No,A is not a Y.,False
1079,A C I.,C has domain U.,"Given the previous statements, is A a M?",No,A is not a M.,False
1080,A Y W.,Y has domain Q.,"Given the previous statements, is A a S?",No,A is not a S.,False
1081,A F X.,F has domain Q.,"Given the previous statements, is A a L?",No,A is not a L.,False
1082,A H M.,H has domain P.,"Given the previous statements, is A a X?",No,A is not a X.,False
1083,A X Q.,X has domain F.,"Given the previous statements, is A a H?",No,A is not a H.,False
1084,A M L.,M has domain W.,"Given the previous statements, is A a D?",No,A is not a D.,False
1085,A L C.,L has domain S.,"Given the previous statements, is A a R?",No,A is not a R.,False
1086,A V J.,V has domain E.,"Given the previous statements, is A a U?",No,A is not a U.,False
1087,A W Q.,W has domain R.,"Given the previous statements, is A a O?",No,A is not a O.,False
1088,A Z C.,Z has domain L.,"Given the previous statements, is A a F?",No,A is not a F.,False
1089,A J L.,J has domain S.,"Given the previous statements, is A a Q?",No,A is not a Q.,False
1090,A D E.,D has domain C.,"Given the previous statements, is A a L?",No,A is not a L.,False
1091,A K G.,K has domain M.,"Given the previous statements, is A a Y?",No,A is not a Y.,False
1092,A N T.,N has domain U.,"Given the previous statements, is A a H?",No,A is not a H.,False
1093,A F P.,F has domain O.,"Given the previous statements, is A a E?",No,A is not a E.,False
1094,A N O.,N has domain E.,"Given the previous statements, is A a L?",No,A is not a L.,False
1095,A I C.,I has domain Z.,"Given the previous statements, is A a X?",No,A is not a X.,False
1096,A R S.,R has domain U.,"Given the previous statements, is A a Z?",No,A is not a Z.,False
1097,A S E.,S has domain W.,"Given the previous statements, is A a B?",No,A is not a B.,False
1098,A T P.,T has domain J.,"Given the previous statements, is A a Y?",No,A is not a Y.,False
1099,A G N.,G has domain M.,"Given the previous statements, is A a H?",No,A is not a H.,False
1100,A U S.,U has domain F.,"Given the previous statements, is A a H?",No,A is not a H.,False
1101,B Q W.,Q has domain L.,"Given the previous statements, is B a U?",No,B is not a U.,False
1102,B Y X.,Y has domain W.,"Given the previous statements, is B a G?",No,B is not a G.,False
1103,B G K.,G has domain Z.,"Given the previous statements, is B a I?",No,B is not a I.,False
1104,B U Y.,U has domain Q.,"Given the previous statements, is B a C?",No,B is not a C.,False
1105,B V H.,V has domain D.,"Given the previous statements, is B a E?",No,B is not a E.,False
1106,B V Q.,V has domain L.,"Given the previous statements, is B a T?",No,B is not a T.,False
1107,B A N.,A has domain M.,"Given the previous statements, is B a X?",No,B is not a X.,False
1108,B E V.,E has domain N.,"Given the previous statements, is B a S?",No,B is not a S.,False
1109,B P R.,P has domain G.,"Given the previous statements, is B a W?",No,B is not a W.,False
1110,B T Z.,T has domain M.,"Given the previous statements, is B a H?",No,B is not a H.,False
1111,B O S.,O has domain Z.,"Given the previous statements, is B a P?",No,B is not a P.,False
1112,B V C.,V has domain W.,"Given the previous statements, is B a T?",No,B is not a T.,False
1113,B I O.,I has domain J.,"Given the previous statements, is B a X?",No,B is not a X.,False
1114,B V C.,V has domain N.,"Given the previous statements, is B a Z?",No,B is not a Z.,False
1115,B O Y.,O has domain P.,"Given the previous statements, is B a V?",No,B is not a V.,False
1116,B Z F.,Z has domain G.,"Given the previous statements, is B a L?",No,B is not a L.,False
1117,B D I.,D has domain Y.,"Given the previous statements, is B a W?",No,B is not a W.,False
1118,B A U.,A has domain Q.,"Given the previous statements, is B a X?",No,B is not a X.,False
1119,B M E.,M has domain A.,"Given the previous statements, is B a K?",No,B is not a K.,False
1120,B M Q.,M has domain H.,"Given the previous statements, is B a V?",No,B is not a V.,False
1121,B V X.,V has domain P.,"Given the previous statements, is B a C?",No,B is not a C.,False
1122,B Q X.,Q has domain W.,"Given the previous statements, is B a T?",No,B is not a T.,False
1123,B J V.,J has domain N.,"Given the previous statements, is B a L?",No,B is not a L.,False
1124,B D H.,D has domain G.,"Given the previous statements, is B a E?",No,B is not a E.,False
1125,B I V.,I has domain R.,"Given the previous statements, is B a Q?",No,B is not a Q.,False
1126,B T C.,T has domain S.,"Given the previous statements, is B a P?",No,B is not a P.,False
1127,B E I.,E has domain O.,"Given the previous statements, is B a C?",No,B is not a C.,False
1128,B F N.,F has domain M.,"Given the previous statements, is B a G?",No,B is not a G.,False
1129,B S Y.,S has domain R.,"Given the previous statements, is B a L?",No,B is not a L.,False
1130,B S L.,S has domain T.,"Given the previous statements, is B a X?",No,B is not a X.,False
1131,B K C.,K has domain X.,"Given the previous statements, is B a T?",No,B is not a T.,False
1132,B O E.,O has domain H.,"Given the previous statements, is B a W?",No,B is not a W.,False
1133,B A Q.,A has domain I.,"Given the previous statements, is B a F?",No,B is not a F.,False
1134,B K F.,K has domain M.,"Given the previous statements, is B a E?",No,B is not a E.,False
1135,B V T.,V has domain A.,"Given the previous statements, is B a F?",No,B is not a F.,False
1136,B O J.,O has domain D.,"Given the previous statements, is B a N?",No,B is not a N.,False
1137,B D E.,D has domain H.,"Given the previous statements, is B a W?",No,B is not a W.,False
1138,B R H.,R has domain Y.,"Given the previous statements, is B a A?",No,B is not a A.,False
1139,B V A.,V has domain W.,"Given the previous statements, is B a K?",No,B is not a K.,False
1140,B V J.,V has domain U.,"Given the previous statements, is B a S?",No,B is not a S.,False
1141,B L G.,L has domain Z.,"Given the previous statements, is B a N?",No,B is not a N.,False
1142,B P D.,P has domain Z.,"Given the previous statements, is B a H?",No,B is not a H.,False
1143,B G O.,G has domain W.,"Given the previous statements, is B a K?",No,B is not a K.,False
1144,B R M.,R has domain E.,"Given the previous statements, is B a L?",No,B is not a L.,False
1145,B T V.,T has domain L.,"Given the previous statements, is B a H?",No,B is not a H.,False
1146,B J I.,J has domain D.,"Given the previous statements, is B a C?",No,B is not a C.,False
1147,B A J.,A has domain E.,"Given the previous statements, is B a Q?",No,B is not a Q.,False
1148,B A H.,A has domain O.,"Given the previous statements, is B a I?",No,B is not a I.,False
1149,B N L.,N has domain R.,"Given the previous statements, is B a M?",No,B is not a M.,False
1150,B G Z.,G has domain Q.,"Given the previous statements, is B a P?",No,B is not a P.,False
1151,B Y G.,Y has domain O.,"Given the previous statements, is B a Z?",No,B is not a Z.,False
1152,B O F.,O has domain Z.,"Given the previous statements, is B a G?",No,B is not a G.,False
1153,B T N.,T has domain Z.,"Given the previous statements, is B a O?",No,B is not a O.,False
1154,B Y P.,Y has domain C.,"Given the previous statements, is B a T?",No,B is not a T.,False
1155,B M I.,M has domain T.,"Given the previous statements, is B a X?",No,B is not a X.,False
1156,B Q K.,Q has domain G.,"Given the previous statements, is B a V?",No,B is not a V.,False
1157,B M V.,M has domain U.,"Given the previous statements, is B a S?",No,B is not a S.,False
1158,B E O.,E has domain P.,"Given the previous statements, is B a C?",No,B is not a C.,False
1159,B V Q.,V has domain F.,"Given the previous statements, is B a E?",No,B is not a E.,False
1160,B K P.,K has domain Q.,"Given the previous statements, is B a T?",No,B is not a T.,False
1161,B X C.,X has domain T.,"Given the previous statements, is B a E?",No,B is not a E.,False
1162,B E M.,E has domain W.,"Given the previous statements, is B a R?",No,B is not a R.,False
1163,B C Y.,C has domain W.,"Given the previous statements, is B a L?",No,B is not a L.,False
1164,B L V.,L has domain S.,"Given the previous statements, is B a U?",No,B is not a U.,False
1165,B L N.,L has domain U.,"Given the previous statements, is B a I?",No,B is not a I.,False
1166,B G Q.,G has domain P.,"Given the previous statements, is B a K?",No,B is not a K.,False
1167,B Q W.,Q has domain G.,"Given the previous statements, is B a P?",No,B is not a P.,False
1168,B F J.,F has domain M.,"Given the previous statements, is B a X?",No,B is not a X.,False
1169,B F A.,F has domain I.,"Given the previous statements, is B a M?",No,B is not a M.,False
1170,B H I.,H has domain D.,"Given the previous statements, is B a R?",No,B is not a R.,False
1171,B K U.,K has domain H.,"Given the previous statements, is B a M?",No,B is not a M.,False
1172,B H N.,H has domain X.,"Given the previous statements, is B a U?",No,B is not a U.,False
1173,B M O.,M has domain L.,"Given the previous statements, is B a X?",No,B is not a X.,False
1174,B D S.,D has domain I.,"Given the previous statements, is B a L?",No,B is not a L.,False
1175,B P U.,P has domain O.,"Given the previous statements, is B a W?",No,B is not a W.,False
1176,B V G.,V has domain X.,"Given the previous statements, is B a U?",No,B is not a U.,False
1177,B V D.,V has domain C.,"Given the previous statements, is B a P?",No,B is not a P.,False
1178,B J R.,J has domain I.,"Given the previous statements, is B a A?",No,B is not a A.,False
1179,B C D.,C has domain J.,"Given the previous statements, is B a A?",No,B is not a A.,False
1180,B Z U.,Z has domain L.,"Given the previous statements, is B a I?",No,B is not a I.,False
1181,B U D.,U has domain S.,"Given the previous statements, is B a C?",No,B is not a C.,False
1182,B S P.,S has domain M.,"Given the previous statements, is B a X?",No,B is not a X.,False
1183,B V M.,V has domain U.,"Given the previous statements, is B a I?",No,B is not a I.,False
1184,B N J.,N has domain E.,"Given the previous statements, is B a Z?",No,B is not a Z.,False
1185,B J G.,J has domain S.,"Given the previous statements, is B a R?",No,B is not a R.,False
1186,B Y C.,Y has domain I.,"Given the previous statements, is B a W?",No,B is not a W.,False
1187,B S V.,S has domain M.,"Given the previous statements, is B a O?",No,B is not a O.,False
1188,B K Q.,K has domain I.,"Given the previous statements, is B a A?",No,B is not a A.,False
1189,B N M.,N has domain C.,"Given the previous statements, is B a S?",No,B is not a S.,False
1190,B L W.,L has domain H.,"Given the previous statements, is B a C?",No,B is not a C.,False
1191,B L W.,L has domain C.,"Given the previous statements, is B a F?",No,B is not a F.,False
1192,B W H.,W has domain P.,"Given the previous statements, is B a Y?",No,B is not a Y.,False
1193,B Z R.,Z has domain P.,"Given the previous statements, is B a F?",No,B is not a F.,False
1194,B A T.,A has domain M.,"Given the previous statements, is B a O?",No,B is not a O.,False
1195,B Y K.,Y has domain D.,"Given the previous statements, is B a X?",No,B is not a X.,False
1196,B N L.,N has domain E.,"Given the previous statements, is B a Y?",No,B is not a Y.,False
1197,B P Z.,P has domain R.,"Given the previous statements, is B a Y?",No,B is not a Y.,False
1198,B S P.,S has domain R.,"Given the previous statements, is B a L?",No,B is not a L.,False
1199,B H K.,H has domain X.,"Given the previous statements, is B a S?",No,B is not a S.,False
1200,B A M.,A has domain C.,"Given the previous statements, is B a Z?",No,B is not a Z.,False
1201,C S K.,S has domain Z.,"Given the previous statements, is C a B?",No,C is not a B.,False
1202,C L J.,L has domain O.,"Given the previous statements, is C a K?",No,C is not a K.,False
1203,C W B.,W has domain T.,"Given the previous statements, is C a V?",No,C is not a V.,False
1204,C O U.,O has domain F.,"Given the previous statements, is C a Y?",No,C is not a Y.,False
1205,C A U.,A has domain O.,"Given the previous statements, is C a Q?",No,C is not a Q.,False
1206,C R S.,R has domain E.,"Given the previous statements, is C a K?",No,C is not a K.,False
1207,C H B.,H has domain V.,"Given the previous statements, is C a A?",No,C is not a A.,False
1208,C U M.,U has domain I.,"Given the previous statements, is C a F?",No,C is not a F.,False
1209,C I R.,I has domain X.,"Given the previous statements, is C a D?",No,C is not a D.,False
1210,C I Z.,I has domain E.,"Given the previous statements, is C a N?",No,C is not a N.,False
1211,C L G.,L has domain D.,"Given the previous statements, is C a H?",No,C is not a H.,False
1212,C V W.,V has domain Z.,"Given the previous statements, is C a F?",No,C is not a F.,False
1213,C H W.,H has domain T.,"Given the previous statements, is C a Z?",No,C is not a Z.,False
1214,C J Z.,J has domain T.,"Given the previous statements, is C a A?",No,C is not a A.,False
1215,C T Z.,T has domain O.,"Given the previous statements, is C a R?",No,C is not a R.,False
1216,C R P.,R has domain W.,"Given the previous statements, is C a K?",No,C is not a K.,False
1217,C E N.,E has domain V.,"Given the previous statements, is C a B?",No,C is not a B.,False
1218,C N B.,N has domain J.,"Given the previous statements, is C a M?",No,C is not a M.,False
1219,C X D.,X has domain F.,"Given the previous statements, is C a K?",No,C is not a K.,False
1220,C B U.,B has domain Y.,"Given the previous statements, is C a Q?",No,C is not a Q.,False
1221,C M A.,M has domain Q.,"Given the previous statements, is C a G?",No,C is not a G.,False
1222,C R S.,R has domain L.,"Given the previous statements, is C a P?",No,C is not a P.,False
1223,C I P.,I has domain Y.,"Given the previous statements, is C a B?",No,C is not a B.,False
1224,C Q H.,Q has domain N.,"Given the previous statements, is C a K?",No,C is not a K.,False
1225,C A P.,A has domain K.,"Given the previous statements, is C a H?",No,C is not a H.,False
1226,C G N.,G has domain M.,"Given the previous statements, is C a Y?",No,C is not a Y.,False
1227,C Q B.,Q has domain T.,"Given the previous statements, is C a Z?",No,C is not a Z.,False
1228,C E G.,E has domain V.,"Given the previous statements, is C a M?",No,C is not a M.,False
1229,C Q E.,Q has domain J.,"Given the previous statements, is C a L?",No,C is not a L.,False
1230,C E Z.,E has domain G.,"Given the previous statements, is C a F?",No,C is not a F.,False
1231,C S A.,S has domain B.,"Given the previous statements, is C a T?",No,C is not a T.,False
1232,C S Q.,S has domain M.,"Given the previous statements, is C a L?",No,C is not a L.,False
1233,C L T.,L has domain O.,"Given the previous statements, is C a W?",No,C is not a W.,False
1234,C Z W.,Z has domain U.,"Given the previous statements, is C a M?",No,C is not a M.,False
1235,C Y E.,Y has domain U.,"Given the previous statements, is C a J?",No,C is not a J.,False
1236,C U Q.,U has domain F.,"Given the previous statements, is C a E?",No,C is not a E.,False
1237,C T B.,T has domain V.,"Given the previous statements, is C a U?",No,C is not a U.,False
1238,C V G.,V has domain M.,"Given the previous statements, is C a Q?",No,C is not a Q.,False
1239,C W S.,W has domain T.,"Given the previous statements, is C a P?",No,C is not a P.,False
1240,C T S.,T has domain U.,"Given the previous statements, is C a K?",No,C is not a K.,False
1241,C A J.,A has domain F.,"Given the previous statements, is C a G?",No,C is not a G.,False
1242,C U E.,U has domain F.,"Given the previous statements, is C a L?",No,C is not a L.,False
1243,C V D.,V has domain T.,"Given the previous statements, is C a X?",No,C is not a X.,False
1244,C V R.,V has domain O.,"Given the previous statements, is C a I?",No,C is not a I.,False
1245,C W Z.,W has domain R.,"Given the previous statements, is C a U?",No,C is not a U.,False
1246,C N X.,N has domain I.,"Given the previous statements, is C a H?",No,C is not a H.,False
1247,C H I.,H has domain S.,"Given the previous statements, is C a L?",No,C is not a L.,False
1248,C U G.,U has domain V.,"Given the previous statements, is C a N?",No,C is not a N.,False
1249,C U R.,U has domain P.,"Given the previous statements, is C a S?",No,C is not a S.,False
1250,C Z M.,Z has domain K.,"Given the previous statements, is C a A?",No,C is not a A.,False
1251,C R Q.,R has domain K.,"Given the previous statements, is C a H?",No,C is not a H.,False
1252,C Q H.,Q has domain S.,"Given the previous statements, is C a M?",No,C is not a M.,False
1253,C T P.,T has domain U.,"Given the previous statements, is C a X?",No,C is not a X.,False
1254,C E D.,E has domain A.,"Given the previous statements, is C a X?",No,C is not a X.,False
1255,C N T.,N has domain D.,"Given the previous statements, is C a X?",No,C is not a X.,False
1256,C N K.,N has domain S.,"Given the previous statements, is C a B?",No,C is not a B.,False
1257,C D T.,D has domain J.,"Given the previous statements, is C a F?",No,C is not a F.,False
1258,C V F.,V has domain H.,"Given the previous statements, is C a Y?",No,C is not a Y.,False
1259,C Z J.,Z has domain O.,"Given the previous statements, is C a K?",No,C is not a K.,False
1260,C N R.,N has domain S.,"Given the previous statements, is C a D?",No,C is not a D.,False
1261,C W B.,W has domain Y.,"Given the previous statements, is C a V?",No,C is not a V.,False
1262,C Y S.,Y has domain X.,"Given the previous statements, is C a A?",No,C is not a A.,False
1263,C L V.,L has domain T.,"Given the previous statements, is C a M?",No,C is not a M.,False
1264,C M I.,M has domain S.,"Given the previous statements, is C a X?",No,C is not a X.,False
1265,C X N.,X has domain W.,"Given the previous statements, is C a Z?",No,C is not a Z.,False
1266,C J Q.,J has domain F.,"Given the previous statements, is C a E?",No,C is not a E.,False
1267,C H N.,H has domain U.,"Given the previous statements, is C a D?",No,C is not a D.,False
1268,C B Z.,B has domain A.,"Given the previous statements, is C a I?",No,C is not a I.,False
1269,C T B.,T has domain J.,"Given the previous statements, is C a A?",No,C is not a A.,False
1270,C Z B.,Z has domain Q.,"Given the previous statements, is C a K?",No,C is not a K.,False
1271,C W D.,W has domain M.,"Given the previous statements, is C a T?",No,C is not a T.,False
1272,C G K.,G has domain Y.,"Given the previous statements, is C a B?",No,C is not a B.,False
1273,C E H.,E has domain I.,"Given the previous statements, is C a W?",No,C is not a W.,False
1274,C M L.,M has domain J.,"Given the previous statements, is C a U?",No,C is not a U.,False
1275,C M S.,M has domain L.,"Given the previous statements, is C a W?",No,C is not a W.,False
1276,C K G.,K has domain U.,"Given the previous statements, is C a B?",No,C is not a B.,False
1277,C W Z.,W has domain R.,"Given the previous statements, is C a T?",No,C is not a T.,False
1278,C P A.,P has domain G.,"Given the previous statements, is C a H?",No,C is not a H.,False
1279,C O H.,O has domain R.,"Given the previous statements, is C a M?",No,C is not a M.,False
1280,C X Z.,X has domain J.,"Given the previous statements, is C a E?",No,C is not a E.,False
1281,C K W.,K has domain Z.,"Given the previous statements, is C a E?",No,C is not a E.,False
1282,C H Z.,H has domain X.,"Given the previous statements, is C a F?",No,C is not a F.,False
1283,C U W.,U has domain Z.,"Given the previous statements, is C a R?",No,C is not a R.,False
1284,C Y U.,Y has domain M.,"Given the previous statements, is C a A?",No,C is not a A.,False
1285,C Y S.,Y has domain Z.,"Given the previous statements, is C a N?",No,C is not a N.,False
1286,C W G.,W has domain P.,"Given the previous statements, is C a Y?",No,C is not a Y.,False
1287,C Z O.,Z has domain R.,"Given the previous statements, is C a V?",No,C is not a V.,False
1288,C E S.,E has domain Q.,"Given the previous statements, is C a B?",No,C is not a B.,False
1289,C V M.,V has domain Y.,"Given the previous statements, is C a D?",No,C is not a D.,False
1290,C L I.,L has domain X.,"Given the previous statements, is C a A?",No,C is not a A.,False
1291,C F Y.,F has domain J.,"Given the previous statements, is C a S?",No,C is not a S.,False
1292,C Y M.,Y has domain O.,"Given the previous statements, is C a V?",No,C is not a V.,False
1293,C F A.,F has domain J.,"Given the previous statements, is C a E?",No,C is not a E.,False
1294,C V I.,V has domain M.,"Given the previous statements, is C a K?",No,C is not a K.,False
1295,C L F.,L has domain K.,"Given the previous statements, is C a G?",No,C is not a G.,False
1296,C A M.,A has domain S.,"Given the previous statements, is C a B?",No,C is not a B.,False
1297,C L U.,L has domain G.,"Given the previous statements, is C a E?",No,C is not a E.,False
1298,C F I.,F has domain S.,"Given the previous statements, is C a T?",No,C is not a T.,False
1299,C R L.,R has domain S.,"Given the previous statements, is C a H?",No,C is not a H.,False
1300,C R Y.,R has domain J.,"Given the previous statements, is C a N?",No,C is not a N.,False
1301,D O Q.,O has domain C.,"Given the previous statements, is D a S?",No,D is not a S.,False
1302,D M K.,M has domain W.,"Given the previous statements, is D a V?",No,D is not a V.,False
1303,D Y E.,Y has domain X.,"Given the previous statements, is D a S?",No,D is not a S.,False
1304,D M F.,M has domain I.,"Given the previous statements, is D a N?",No,D is not a N.,False
1305,D H V.,H has domain S.,"Given the previous statements, is D a Q?",No,D is not a Q.,False
1306,D E W.,E has domain T.,"Given the previous statements, is D a B?",No,D is not a B.,False
1307,D W L.,W has domain V.,"Given the previous statements, is D a M?",No,D is not a M.,False
1308,D Q X.,Q has domain P.,"Given the previous statements, is D a T?",No,D is not a T.,False
1309,D L P.,L has domain J.,"Given the previous statements, is D a V?",No,D is not a V.,False
1310,D X I.,X has domain O.,"Given the previous statements, is D a P?",No,D is not a P.,False
1311,D C G.,C has domain R.,"Given the previous statements, is D a N?",No,D is not a N.,False
1312,D M Z.,M has domain C.,"Given the previous statements, is D a E?",No,D is not a E.,False
1313,D G M.,G has domain A.,"Given the previous statements, is D a K?",No,D is not a K.,False
1314,D B R.,B has domain L.,"Given the previous statements, is D a F?",No,D is not a F.,False
1315,D O Q.,O has domain A.,"Given the previous statements, is D a N?",No,D is not a N.,False
1316,D K P.,K has domain Q.,"Given the previous statements, is D a E?",No,D is not a E.,False
1317,D O G.,O has domain M.,"Given the previous statements, is D a W?",No,D is not a W.,False
1318,D O N.,O has domain L.,"Given the previous statements, is D a E?",No,D is not a E.,False
1319,D H F.,H has domain A.,"Given the previous statements, is D a Q?",No,D is not a Q.,False
1320,D L B.,L has domain R.,"Given the previous statements, is D a U?",No,D is not a U.,False
1321,D Y L.,Y has domain T.,"Given the previous statements, is D a B?",No,D is not a B.,False
1322,D O B.,O has domain C.,"Given the previous statements, is D a R?",No,D is not a R.,False
1323,D C F.,C has domain L.,"Given the previous statements, is D a K?",No,D is not a K.,False
1324,D J F.,J has domain H.,"Given the previous statements, is D a O?",No,D is not a O.,False
1325,D V B.,V has domain Q.,"Given the previous statements, is D a G?",No,D is not a G.,False
1326,D S Z.,S has domain O.,"Given the previous statements, is D a P?",No,D is not a P.,False
1327,D R C.,R has domain Z.,"Given the previous statements, is D a L?",No,D is not a L.,False
1328,D L U.,L has domain Z.,"Given the previous statements, is D a Y?",No,D is not a Y.,False
1329,D C N.,C has domain K.,"Given the previous statements, is D a A?",No,D is not a A.,False
1330,D L F.,L has domain T.,"Given the previous statements, is D a S?",No,D is not a S.,False
1331,D M W.,M has domain L.,"Given the previous statements, is D a T?",No,D is not a T.,False
1332,D K I.,K has domain V.,"Given the previous statements, is D a M?",No,D is not a M.,False
1333,D N J.,N has domain A.,"Given the previous statements, is D a E?",No,D is not a E.,False
1334,D F R.,F has domain C.,"Given the previous statements, is D a Z?",No,D is not a Z.,False
1335,D B R.,B has domain K.,"Given the previous statements, is D a P?",No,D is not a P.,False
1336,D X E.,X has domain N.,"Given the previous statements, is D a A?",No,D is not a A.,False
1337,D A H.,A has domain N.,"Given the previous statements, is D a I?",No,D is not a I.,False
1338,D Q B.,Q has domain E.,"Given the previous statements, is D a K?",No,D is not a K.,False
1339,D E Q.,E has domain Y.,"Given the previous statements, is D a K?",No,D is not a K.,False
1340,D L Q.,L has domain X.,"Given the previous statements, is D a B?",No,D is not a B.,False
1341,D T Z.,T has domain K.,"Given the previous statements, is D a F?",No,D is not a F.,False
1342,D G H.,G has domain U.,"Given the previous statements, is D a M?",No,D is not a M.,False
1343,D M R.,M has domain S.,"Given the previous statements, is D a N?",No,D is not a N.,False
1344,D P A.,P has domain X.,"Given the previous statements, is D a J?",No,D is not a J.,False
1345,D M I.,M has domain O.,"Given the previous statements, is D a S?",No,D is not a S.,False
1346,D B P.,B has domain Q.,"Given the previous statements, is D a S?",No,D is not a S.,False
1347,D L I.,L has domain Z.,"Given the previous statements, is D a J?",No,D is not a J.,False
1348,D W Z.,W has domain K.,"Given the previous statements, is D a L?",No,D is not a L.,False
1349,D Z M.,Z has domain W.,"Given the previous statements, is D a O?",No,D is not a O.,False
1350,D L X.,L has domain A.,"Given the previous statements, is D a Q?",No,D is not a Q.,False
1351,D H P.,H has domain E.,"Given the previous statements, is D a X?",No,D is not a X.,False
1352,D M N.,M has domain Q.,"Given the previous statements, is D a C?",No,D is not a C.,False
1353,D I N.,I has domain Q.,"Given the previous statements, is D a Z?",No,D is not a Z.,False
1354,D Y V.,Y has domain I.,"Given the previous statements, is D a X?",No,D is not a X.,False
1355,D T N.,T has domain H.,"Given the previous statements, is D a I?",No,D is not a I.,False
1356,D V A.,V has domain H.,"Given the previous statements, is D a J?",No,D is not a J.,False
1357,D V Q.,V has domain U.,"Given the previous statements, is D a R?",No,D is not a R.,False
1358,D I S.,I has domain L.,"Given the previous statements, is D a Y?",No,D is not a Y.,False
1359,D L M.,L has domain K.,"Given the previous statements, is D a T?",No,D is not a T.,False
